period_date,0,1,high_minus_lower
2019-01-01,3.5712590529514463,2.939675661673842,-0.6315833912776041
2019-02-01,3.5373968416099313,2.8928263368858183,-0.644570504724113
2019-03-01,3.490510465878871,2.8471511078924094,-0.6433593579864616
2019-04-01,3.5198611526207517,2.860427261722536,-0.6594338908982156
2019-05-01,3.519200517685007,2.8614486166515514,-0.6577519010334556
2019-06-01,3.5215075583061237,2.874858820836721,-0.6466487374694028
2019-07-01,3.5432994867245444,2.89794153553337,-0.6453579511911745
2019-08-01,3.5419150125072525,2.8901538620362204,-0.6517611504710321
2019-09-01,3.5259781920151183,2.8805169674248465,-0.6454612245902718
2019-10-01,3.553134966291409,2.8910731276266692,-0.6620618386647399
2019-11-01,3.5837259746257124,2.939319707367424,-0.6444062672582884
2019-12-01,3.5416308533833396,2.897535537007139,-0.6440953163762004
2020-01-01,3.6026055062959097,2.9212256026822123,-0.6813799036136974
2020-02-01,3.5659254799121785,2.877129088132717,-0.6887963917794613
2020-03-01,3.587512939758414,2.851715094268904,-0.7357978454895102
2020-04-01,3.70447210823075,2.958279377832498,-0.7461927303982523
2020-05-01,3.761634846291329,2.9939301243866994,-0.7677047219046296
2020-06-01,3.7331711869127964,2.9478976758857542,-0.7852735110270421
2020-07-01,3.7041336348092635,2.9124366868959566,-0.7916969479133069
2020-08-01,3.695461735848853,2.9503197485963617,-0.7451419872524911
2020-09-01,3.6992975597354376,2.9561839928943336,-0.743113566841104
2020-10-01,3.7174588354871543,2.9716345947916256,-0.7458242406955287
2020-11-01,3.779203820779944,3.0440552281039124,-0.7351485926760315
2020-12-01,3.8180687368054262,3.057195784058365,-0.7608729527470612
2021-01-01,3.8333987347124423,3.064919297727005,-0.7684794369854373
2021-02-01,3.7985907680768123,3.0104600710352325,-0.7881306970415798
2021-03-01,3.6684452654353636,2.9057650048585577,-0.7626802605768059
2021-04-01,3.5967801218412183,2.8423634083458653,-0.754416713495353
2021-05-01,3.543612443270469,2.8407646666626007,-0.7028477766078685
2021-06-01,3.4938358095504247,2.8145072719499544,-0.6793285376004703
2021-07-01,3.4734090415962826,2.7408566322010253,-0.7325524093952573
2021-08-01,3.429626636454999,2.7144747943140275,-0.7151518421409717
2021-09-01,3.4246596796714948,2.6950478407031278,-0.729611838968367
2021-10-01,3.431681211061258,2.7435973615350684,-0.6880838495261896
2021-11-01,3.474055652295777,2.7787442491854453,-0.6953114031103316
2021-12-01,3.402602805963335,2.7230574490458666,-0.6795453569174685
