event_time,outcome,mean,n,events,note
-3,medicaid_exit_it,0.0,133,0.0,"crossers only; descriptive event profile, not a causal event study"
-2,medicaid_exit_it,0.0,141,0.0,"crossers only; descriptive event profile, not a causal event study"
-1,medicaid_exit_it,0.0,174,0.0,"crossers only; descriptive event profile, not a causal event study"
0,medicaid_exit_it,0.01592356687898089,314,5.0,"crossers only; descriptive event profile, not a causal event study"
1,medicaid_exit_it,0.01,200,2.0,"crossers only; descriptive event profile, not a causal event study"
2,medicaid_exit_it,0.0,150,0.0,"crossers only; descriptive event profile, not a causal event study"
3,medicaid_exit_it,0.006622516556291391,151,1.0,"crossers only; descriptive event profile, not a causal event study"
-3,uninsured_it,0.2857142857142857,133,38.0,"crossers only; descriptive event profile, not a causal event study"
-2,uninsured_it,0.28368794326241137,141,40.0,"crossers only; descriptive event profile, not a causal event study"
-1,uninsured_it,0.2471264367816092,174,43.0,"crossers only; descriptive event profile, not a causal event study"
0,uninsured_it,0.2229299363057325,314,70.0,"crossers only; descriptive event profile, not a causal event study"
1,uninsured_it,0.21,200,42.0,"crossers only; descriptive event profile, not a causal event study"
2,uninsured_it,0.2,150,30.0,"crossers only; descriptive event profile, not a causal event study"
3,uninsured_it,0.25165562913907286,151,38.0,"crossers only; descriptive event profile, not a causal event study"
-3,private_coverage_it,0.2932330827067669,133,39.0,"crossers only; descriptive event profile, not a causal event study"
-2,private_coverage_it,0.3262411347517731,141,46.0,"crossers only; descriptive event profile, not a causal event study"
-1,private_coverage_it,0.367816091954023,174,64.0,"crossers only; descriptive event profile, not a causal event study"
0,private_coverage_it,0.4012738853503185,314,126.0,"crossers only; descriptive event profile, not a causal event study"
1,private_coverage_it,0.41,200,82.0,"crossers only; descriptive event profile, not a causal event study"
2,private_coverage_it,0.38666666666666666,150,58.0,"crossers only; descriptive event profile, not a causal event study"
3,private_coverage_it,0.40397350993377484,151,61.0,"crossers only; descriptive event profile, not a causal event study"
-3,direct_purchase_or_marketplace_it,0.23308270676691728,133,31.0,"crossers only; descriptive event profile, not a causal event study"
-2,direct_purchase_or_marketplace_it,0.24822695035460993,141,35.0,"crossers only; descriptive event profile, not a causal event study"
-1,direct_purchase_or_marketplace_it,0.2471264367816092,174,43.0,"crossers only; descriptive event profile, not a causal event study"
0,direct_purchase_or_marketplace_it,0.22929936305732485,314,72.0,"crossers only; descriptive event profile, not a causal event study"
1,direct_purchase_or_marketplace_it,0.255,200,51.0,"crossers only; descriptive event profile, not a causal event study"
2,direct_purchase_or_marketplace_it,0.25333333333333335,150,38.0,"crossers only; descriptive event profile, not a causal event study"
3,direct_purchase_or_marketplace_it,0.23841059602649006,151,36.0,"crossers only; descriptive event profile, not a causal event study"
