action_rank,country,wave,idno,survey_name,official_url,local_target_folder,raw_package_status,top_expected_files_or_modules,promotion_packet,next_action
1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,Socio-Economic Panel Survey 2021-2022,https://microdata.worldbank.org/catalog/6161/get-microdata,temp/raw_downloads/ETH_2021_ESPS-W5_v02_M/,blocked_no_original_package,complete unchanged official raw package plus documentation; see per-wave receipt checklist,report/priority_lsms_isa_country_wave_promotion_packets/ETH_2021_ESPS-W5_v02_M.md,download_or_place_complete_original_raw_package
2,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,Socioeconomic Survey 2018-2019,https://microdata.worldbank.org/catalog/3823/get-microdata,temp/raw_downloads/ETH_2018_ESS_v04_M/,blocked_no_original_package,complete unchanged official raw package plus documentation; see per-wave receipt checklist,report/priority_lsms_isa_country_wave_promotion_packets/ETH_2018_ESS_v04_M.md,download_or_place_complete_original_raw_package
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,"General Household Survey, Panel  2012-2013, Wave 2",https://microdata.worldbank.org/catalog/1952/get-microdata,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/,ready_for_raw_value_review,"received raw package is present; resolve remaining raw value, key, unit, recall, skip, and construct blockers",report/priority_lsms_isa_country_wave_promotion_packets/NGA_2012_GHSP-W2_v02_M.md,complete_raw_value_key_unit_verification
5,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,"General Household Survey, Panel  2015-2016, Wave 3",https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,ready_for_raw_value_review,"received raw package is present; resolve remaining raw value, key, unit, recall, skip, and construct blockers",report/priority_lsms_isa_country_wave_promotion_packets/NGA_2015_GHSP-W3_v02_M.md,complete_raw_value_key_unit_verification
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",https://microdata.worldbank.org/catalog/1002/get-microdata,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/,ready_for_raw_value_review,"received raw package is present; resolve remaining raw value, key, unit, recall, skip, and construct blockers",report/priority_lsms_isa_country_wave_promotion_packets/NGA_2010_GHSP-W1_v03_M.md,complete_raw_value_key_unit_verification
7,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,"National Panel Survey 2008-2009, Wave 1",https://microdata.worldbank.org/catalog/76/get-microdata,temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,ready_for_raw_value_review,"received raw package is present; resolve remaining raw value, key, unit, recall, skip, and construct blockers",report/priority_lsms_isa_country_wave_promotion_packets/TZA_2008_NPS-R1_v03_M.md,complete_raw_value_key_unit_verification
8,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,"National Panel Survey 2010-2011, Wave 2",https://microdata.worldbank.org/catalog/1050/get-microdata,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/,ready_for_raw_value_review,"received raw package is present; resolve remaining raw value, key, unit, recall, skip, and construct blockers",report/priority_lsms_isa_country_wave_promotion_packets/TZA_2010_NPS-R2_v03_M.md,complete_raw_value_key_unit_verification
9,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",https://microdata.worldbank.org/catalog/2252/get-microdata,temp/raw_downloads/TZA_2012_NPS-R3_v01_M/,ready_for_raw_value_review,"received raw package is present; resolve remaining raw value, key, unit, recall, skip, and construct blockers",report/priority_lsms_isa_country_wave_promotion_packets/TZA_2012_NPS-R3_v01_M.md,complete_raw_value_key_unit_verification
10,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,https://microdata.worldbank.org/catalog/3902/get-microdata,temp/raw_downloads/UGA_2019_UNPS_v03_M/,blocked_no_original_package,complete unchanged official raw package plus documentation; see per-wave receipt checklist,report/priority_lsms_isa_country_wave_promotion_packets/UGA_2019_UNPS_v03_M.md,download_or_place_complete_original_raw_package
11,Jamaica,1997,JAM_1997_SLC_v01_M,Survey of Living Conditions 1997,https://microdata.worldbank.org/catalog/2368/get-microdata,temp/raw_downloads/JAM_1997_SLC_v01_M/,blocked_no_original_package,complete unchanged official raw package plus documentation; see per-wave receipt checklist,report/priority_lsms_isa_country_wave_promotion_packets/JAM_1997_SLC_v01_M.md,download_or_place_complete_original_raw_package
