project,path,size_bytes,size_mb,read_status,sha256,error
children_medicaid_chip_ce,children_medicaid_chip_ce/data/acs_state_age_year.parquet,35557,0.0339,ok,b5e80aa5c66d3bb12766c892d3c2fb4c8fdb02db17db180a273f9ed49614ef18,
children_medicaid_chip_ce,children_medicaid_chip_ce/data/analysis_metadata.json,469,0.0004,ok,3a3ba67d8286652e2f99a7b9dd6d3705c5c5917460ba81b46660a80f1e1c613b,
children_medicaid_chip_ce,children_medicaid_chip_ce/data/enrollment_state_group_month.parquet,716169,0.683,ok,b31a0b1e5b194dc808d34f711075c5fed29d7f4ff658f04f2857e741e9064e59,
children_medicaid_chip_ce,children_medicaid_chip_ce/data/main_ddd_panel.parquet,830936,0.7924,ok,7ea52ee1028b900fbc498ddc1f80b09491501ddc676bc668993415d326ac5360,
children_medicaid_chip_ce,children_medicaid_chip_ce/data/mechanism_panel.parquet,252357,0.2407,ok,1dc794513c4b30630407cc6065b1d57de5de37db9987fcb13cadfacbbd4e8387,
children_medicaid_chip_ce,children_medicaid_chip_ce/data/renewal_state_month.parquet,248853,0.2373,ok,470ee2c18ef4556b669a426b54e2f6dbf8e517fe40782afa607573ee36c4201c,
children_medicaid_chip_ce,children_medicaid_chip_ce/data/state_policy_month.parquet,23386,0.0223,ok,6858fcac48b09b5d430e120f52ab9ab4619a42e159f9833c126b352b10cfbc86,
children_medicaid_chip_ce,children_medicaid_chip_ce/data/validation_panel.parquet,38430,0.0366,ok,47e679c13128103003bb753b63f67c9b7e494620a9c504e808b011ea61a48944,
children_medicaid_chip_ce,children_medicaid_chip_ce/Makefile,479,0.0005,ok,e9af35fb7c5303c442b462692309236ffc2ed93f58c5c3255cce603981c48809,
children_medicaid_chip_ce,children_medicaid_chip_ce/report/data_dictionary.md,7302,0.007,ok,37f8b1bcf9a809f291d6c955641774aa5261b87b53595a17e3e5fce3b28f3ef7,
children_medicaid_chip_ce,children_medicaid_chip_ce/report/final_report.md,4650,0.0044,ok,2a6a7799b0917a401b4d8ada0f71b393f04c6c18f01870f86b4b0fadbfec9daa,
children_medicaid_chip_ce,children_medicaid_chip_ce/report/identification_audit.md,1797,0.0017,ok,0b13611787d2545b4445b6170e83983c09cac3486fa7bb85133a03343686ff45,
children_medicaid_chip_ce,children_medicaid_chip_ce/report/manuscript_skeleton.md,925,0.0009,ok,0bab2cf960a96ed3669f25daa591137d6fed7cece0190a8d107118fb6a8d5538,
children_medicaid_chip_ce,children_medicaid_chip_ce/report/policy_timeline.md,1067,0.001,ok,8cc723b2fe8eec9af20de52816e07b6d478dcc865d19622c060acfbb65f5df56,
children_medicaid_chip_ce,children_medicaid_chip_ce/report/README.md,1102,0.0011,ok,d2c4ab31cdd2a3c2d3eb5323db818b3fdc759039a39162fff2686fea906935ed,
children_medicaid_chip_ce,children_medicaid_chip_ce/result/acs_validation_table.csv,584,0.0006,ok,da866ea2cfd5a84e300936a33d215f222ef04654fbaa2fd38b1e380ba39fa0fb,
children_medicaid_chip_ce,children_medicaid_chip_ce/result/child_adult_gap_event_study.png,57734,0.0551,ok,82d9862ca88312ccaa658b65aadbe5e9a29a2dd75ede5a120d4c7253bba72206,
children_medicaid_chip_ce,children_medicaid_chip_ce/result/descriptive_trends_child_adult.png,131505,0.1254,ok,b29fc52e84ce858523b22460b2369b2b8bf7e9b57857fd1abe55e3ed88f823b2,
