project,dataset_path,variable,rank,value,count_in_profile,profile_basis,profile_rows
children_medicaid_chip_ce,data/acs_state_age_year.parquet,year,1,2019,102,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,year,2,2021,102,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,year,3,2022,102,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,year,4,2023,102,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,year,5,2024,102,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state,1,Alabama,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state,2,Alaska,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state,3,Arizona,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state,4,Arkansas,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state,5,California,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state,6,Colorado,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state,7,Connecticut,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state,8,Delaware,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state,9,District of Columbia,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state,10,Florida,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state_abbr,1,AL,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state_abbr,2,AK,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state_abbr,3,AZ,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state_abbr,4,AR,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state_abbr,5,CA,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state_abbr,6,CO,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state_abbr,7,CT,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state_abbr,8,DE,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state_abbr,9,DC,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state_abbr,10,FL,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state_fips,1,01,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state_fips,2,02,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state_fips,3,04,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state_fips,4,05,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state_fips,5,06,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state_fips,6,08,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state_fips,7,09,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state_fips,8,10,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state_fips,9,11,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,state_fips,10,12,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,age_group,1,child_under19,255,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,age_group,2,adult_19_64,255,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,child_group,1,1,255,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,child_group,2,0,255,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,population_thousands,1,190.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,population_thousands,2,725.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,population_thousands,3,418.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,population_thousands,4,743.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,population_thousands,5,494.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,population_thousands,6,134.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,population_thousands,7,505.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,population_thousands,8,248.0,2,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,population_thousands,9,1191.0,2,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,population_thousands,10,509.0,2,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,any_insurance_thousands,1,214.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,any_insurance_thousands,2,216.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,any_insurance_thousands,3,741.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,any_insurance_thousands,4,359.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,any_insurance_thousands,5,780.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,any_insurance_thousands,6,172.0,2,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,any_insurance_thousands,7,128.0,2,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,any_insurance_thousands,8,275.0,2,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,any_insurance_thousands,9,215.0,2,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,any_insurance_thousands,10,485.0,2,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,any_insurance_percent,1,96.6,12,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,any_insurance_percent,2,93.9,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,any_insurance_percent,3,96.5,9,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,any_insurance_percent,4,93.0,9,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,any_insurance_percent,5,96.3,8,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,any_insurance_percent,6,94.1,8,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,any_insurance_percent,7,95.7,8,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,any_insurance_percent,8,92.1,8,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,any_insurance_percent,9,94.2,7,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,any_insurance_percent,10,93.4,7,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,private_insurance_thousands,1,669.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,private_insurance_thousands,2,1367.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,private_insurance_thousands,3,355.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,private_insurance_thousands,4,352.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,private_insurance_thousands,5,1041.0,2,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,private_insurance_thousands,6,111.0,2,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,private_insurance_thousands,7,454.0,2,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,private_insurance_thousands,8,213.0,2,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,private_insurance_thousands,9,285.0,2,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,private_insurance_thousands,10,848.0,2,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,private_insurance_percent,1,76.3,6,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,private_insurance_percent,2,66.1,6,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,private_insurance_percent,3,75.9,6,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,private_insurance_percent,4,74.0,6,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,private_insurance_percent,5,78.3,5,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,private_insurance_percent,6,63.7,5,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,private_insurance_percent,7,69.7,5,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,private_insurance_percent,8,69.9,5,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,private_insurance_percent,9,74.5,5,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,private_insurance_percent,10,68.1,5,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,public_insurance_thousands,1,92.0,4,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,public_insurance_thousands,2,54.0,4,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,public_insurance_thousands,3,96.0,4,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,public_insurance_thousands,4,479.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,public_insurance_thousands,5,447.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,public_insurance_thousands,6,116.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,public_insurance_thousands,7,501.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,public_insurance_thousands,8,144.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,public_insurance_thousands,9,87.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,public_insurance_thousands,10,146.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,public_insurance_percent,1,21.0,6,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,public_insurance_percent,2,20.5,6,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,public_insurance_percent,3,17.4,5,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,public_insurance_percent,4,20.3,5,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,public_insurance_percent,5,17.3,5,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,public_insurance_percent,6,36.8,5,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,public_insurance_percent,7,36.7,4,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,public_insurance_percent,8,18.8,4,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,public_insurance_percent,9,35.4,4,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,public_insurance_percent,10,27.2,4,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,medicaid_thousands,1,40.0,4,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,medicaid_thousands,2,76.0,4,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,medicaid_thousands,3,286.0,4,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,medicaid_thousands,4,79.0,4,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,medicaid_thousands,5,523.0,4,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,medicaid_thousands,6,90.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,medicaid_thousands,7,24.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,medicaid_thousands,8,77.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,medicaid_thousands,9,350.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,medicaid_thousands,10,466.0,3,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,medicaid_percent,1,16.0,5,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,medicaid_percent,2,36.5,5,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,medicaid_percent,3,7.4,5,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,medicaid_percent,4,16.2,5,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,medicaid_percent,5,16.4,5,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,medicaid_percent,6,19.8,4,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,medicaid_percent,7,37.9,4,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,medicaid_percent,8,36.7,4,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,medicaid_percent,9,17.0,4,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,medicaid_percent,10,39.0,4,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,uninsured_thousands,1,11.0,8,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,uninsured_thousands,2,46.0,7,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,uninsured_thousands,3,9.0,7,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,uninsured_thousands,4,54.0,7,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,uninsured_thousands,5,18.0,6,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,uninsured_thousands,6,38.0,6,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,uninsured_thousands,7,15.0,6,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,uninsured_thousands,8,43.0,6,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,uninsured_thousands,9,60.0,5,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,uninsured_thousands,10,13.0,5,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,uninsured_percent,1,3.4,12,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,uninsured_percent,2,6.1,10,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,uninsured_percent,3,3.5,9,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,uninsured_percent,4,7.0,9,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,uninsured_percent,5,3.7,8,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,uninsured_percent,6,5.9,8,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,uninsured_percent,7,4.3,8,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,uninsured_percent,8,7.9,8,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,uninsured_percent,9,5.8,7,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,uninsured_percent,10,6.6,7,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,source_file,1,census_hi05_acs_2019.xlsx,102,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,source_file,2,census_hi05_acs_2021.xlsx,102,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,source_file,3,census_hi05_acs_2022.xlsx,102,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,source_file,4,census_hi05_acs_2023.xlsx,102,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,source_file,5,census_hi05_acs_2024.xlsx,102,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,post2024,1,0,408,full_file,510
children_medicaid_chip_ce,data/acs_state_age_year.parquet,post2024,2,1,102,full_file,510
children_medicaid_chip_ce,data/analysis_metadata.json,directories,1,data,1,full_file,11
