term,estimate,std_error,t_stat,n,clusters,outcome,fixed_effects,event_month
event_m36,0.0471486981877879,0.056433438265450046,0.8354744923747364,3172,51,log_child_adult_gap,state_fe;month_fe,-36
event_m35,0.04657728122833698,0.05652942364109167,0.8239475697480771,3172,51,log_child_adult_gap,state_fe;month_fe,-35
event_m34,0.04542161230886605,0.05609833852297032,0.8096783880732489,3172,51,log_child_adult_gap,state_fe;month_fe,-34
event_m33,0.0462412777167719,0.055459223110416456,0.8337887753080836,3172,51,log_child_adult_gap,state_fe;month_fe,-33
event_m32,0.04716698759918293,0.05527910755585281,0.8532516114071927,3172,51,log_child_adult_gap,state_fe;month_fe,-32
event_m31,0.04884183564810148,0.055346107947820154,0.8824800416706655,3172,51,log_child_adult_gap,state_fe;month_fe,-31
event_m30,0.034166058457517356,0.04526950534079608,0.7547256856532847,3172,51,log_child_adult_gap,state_fe;month_fe,-30
event_m29,0.035260534735730896,0.044748351793723634,0.7879739324985934,3172,51,log_child_adult_gap,state_fe;month_fe,-29
event_m28,0.03812767079238094,0.044292220551917505,0.8608209368886635,3172,51,log_child_adult_gap,state_fe;month_fe,-28
event_m27,0.031706489039248054,0.04207057568273353,0.7536499922976079,3172,51,log_child_adult_gap,state_fe;month_fe,-27
event_m26,0.027519320468730665,0.03964030768442216,0.6942257029842683,3172,51,log_child_adult_gap,state_fe;month_fe,-26
event_m25,0.02700650669669876,0.03883800135676789,0.6953629371556892,3172,51,log_child_adult_gap,state_fe;month_fe,-25
event_m24,0.02631130069345538,0.03838459373115462,0.6854651342082585,3172,51,log_child_adult_gap,state_fe;month_fe,-24
event_m23,0.025857948834551177,0.037822430227677235,0.6836670377576416,3172,51,log_child_adult_gap,state_fe;month_fe,-23
event_m22,0.025336923946396563,0.0372853159517924,0.6795416184525734,3172,51,log_child_adult_gap,state_fe;month_fe,-22
event_m21,0.017318685990237635,0.03467219213860031,0.49949786621529657,3172,51,log_child_adult_gap,state_fe;month_fe,-21
event_m20,0.017017052952810155,0.034082590806187064,0.4992887145692288,3172,51,log_child_adult_gap,state_fe;month_fe,-20
event_m19,0.016637135321883455,0.03366088316100848,0.4942572434093261,3172,51,log_child_adult_gap,state_fe;month_fe,-19
event_m18,0.014873215085546433,0.033143773851196295,0.44874838792715205,3172,51,log_child_adult_gap,state_fe;month_fe,-18
event_m17,0.013467766903259376,0.0329132716794414,0.40918955230062226,3172,51,log_child_adult_gap,state_fe;month_fe,-17
event_m16,0.013176613419826275,0.03288289048788152,0.4007133565305736,3172,51,log_child_adult_gap,state_fe;month_fe,-16
event_m15,0.01324853435107505,0.03284085987617585,0.40341618340773405,3172,51,log_child_adult_gap,state_fe;month_fe,-15
event_m14,0.013497271944189149,0.03286886356353893,0.4106400550812327,3172,51,log_child_adult_gap,state_fe;month_fe,-14
event_m13,0.013766188409907266,0.03290959179367027,0.41830322588671587,3172,51,log_child_adult_gap,state_fe;month_fe,-13
event_m12,0.012179785254808555,0.033297763657945484,0.36578388206266893,3172,51,log_child_adult_gap,state_fe;month_fe,-12
event_m11,0.01371441281227604,0.033250212639544745,0.4124609054669737,3172,51,log_child_adult_gap,state_fe;month_fe,-11
event_m10,0.016381582898713054,0.03330332870848567,0.4918902564397124,3172,51,log_child_adult_gap,state_fe;month_fe,-10
event_m09,0.02040460447044138,0.0333238777993302,0.6123118261720281,3172,51,log_child_adult_gap,state_fe;month_fe,-9
event_m08,0.02055719803512733,0.033083163439573474,0.6213794540136748,3172,51,log_child_adult_gap,state_fe;month_fe,-8
event_m07,0.018403461652052054,0.03232169630152253,0.5693841523777063,3172,51,log_child_adult_gap,state_fe;month_fe,-7
