term,estimate,std_error,t_stat,n,clusters,outcome,fixed_effects,excluded_state
did_any_newly_treated,-0.05746176291163739,0.05494561333968229,-1.0457934568206542,4280,50,log_child_adult_gap,state_fe;month_fe,AK
did_any_newly_treated,-0.05327673582345108,0.05495080399063056,-0.969535146975012,4280,50,log_child_adult_gap,state_fe;month_fe,AL
did_any_newly_treated,-0.05189205324706808,0.05487869173955447,-0.9455774473148796,4280,50,log_child_adult_gap,state_fe;month_fe,AR
did_any_newly_treated,-0.055296357602314924,0.05477502874394848,-1.0095176373307524,4344,50,log_child_adult_gap,state_fe;month_fe,AZ
did_any_newly_treated,-0.058307301773428584,0.05490361716110281,-1.0619938136742137,4280,50,log_child_adult_gap,state_fe;month_fe,CA
did_any_newly_treated,-0.05258344597181824,0.05491971650915697,-0.9574602586131488,4280,50,log_child_adult_gap,state_fe;month_fe,CO
did_any_newly_treated,-0.06363436091643723,0.05713118218351437,-1.1138288844091064,4280,50,log_child_adult_gap,state_fe;month_fe,CT
did_any_newly_treated,-0.061592536479113724,0.05741452345982235,-1.0727692710401937,4280,50,log_child_adult_gap,state_fe;month_fe,DC
did_any_newly_treated,-0.05464467534051905,0.05498597311818491,-0.9937930028639798,4280,50,log_child_adult_gap,state_fe;month_fe,DE
did_any_newly_treated,-0.055618704738496186,0.05498912682938604,-1.0114491345000536,4280,50,log_child_adult_gap,state_fe;month_fe,FL
did_any_newly_treated,-0.06258965377882633,0.057285667456324275,-1.0925883656072597,4280,50,log_child_adult_gap,state_fe;month_fe,GA
did_any_newly_treated,-0.057081990467629615,0.05775938441281458,-0.98827214050026,4280,50,log_child_adult_gap,state_fe;month_fe,HI
did_any_newly_treated,-0.052841818294940494,0.05493227896915172,-0.9619447670214963,4280,50,log_child_adult_gap,state_fe;month_fe,IA
did_any_newly_treated,-0.06184624892756403,0.05458147004748237,-1.1330997291528015,4280,50,log_child_adult_gap,state_fe;month_fe,ID
did_any_newly_treated,-0.0544540580150784,0.05498334160025877,-0.9903737464880112,4280,50,log_child_adult_gap,state_fe;month_fe,IL
did_any_newly_treated,-0.05606969988162112,0.0549849730872802,-1.0197276952853842,4280,50,log_child_adult_gap,state_fe;month_fe,IN
did_any_newly_treated,-0.05513589180455871,0.054989781715963165,-1.0026570407089492,4280,50,log_child_adult_gap,state_fe;month_fe,KS
did_any_newly_treated,-0.06999677030454719,0.055721078481143924,-1.2561991298900321,4280,50,log_child_adult_gap,state_fe;month_fe,KY
did_any_newly_treated,-0.05253319296122876,0.054917064488551826,-0.9565914247324707,4280,50,log_child_adult_gap,state_fe;month_fe,LA
did_any_newly_treated,-0.06411978925194886,0.05705202269485726,-1.123882839262221,4280,50,log_child_adult_gap,state_fe;month_fe,MA
