project,path,size_bytes,size_mb,read_status,sha256,error
nursing_home_staffing_reporting,nursing_home_staffing_reporting/data/analysis_facility_month.parquet,259165100,247.1591,ok,366ca5fe0b0ef7d230f0225ee23051ee8f3d1f21d077ffa72bb240ffde236c9e,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/data/analysis_facility_quarter.parquet,83896321,80.0098,ok,c7615bbb9b4bf00e32253ab0fd57472633ab351108dacd66f6a2e1927c09379d,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/data/baseline_provider_characteristics_pre2022.parquet,1136353,1.0837,ok,331c2d046e0c4a4e47e0570d07a31d0ec24cd9a71bea1d05ece09e535d7b2000,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/data/facility_exposures.csv,8729528,8.3251,ok,cc1d6bb7e449a0af38e74a14c27422ae2b1aeeca54c2db6ab0437e07fe380d20,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/data/facility_exposures.parquet,3577925,3.4122,ok,07b1b2cc1ca60c0022494cd6af5b0e42a4ee21bc8895a778712ff2bae5bca948,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/data/health_citation_snapshot_panel.parquet,1166184,1.1122,ok,68793bf01a9173a282cb6b00bcbb14ab5dc4510a84a1de07d5743cb482bd5ff8,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/data/pbj_facility_month.parquet,253081304,241.3571,ok,6494c4b30962ae51014f75db2e2a13c21147a55bb99803792f7e002cf4bebdcb,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/data/pbj_facility_month_extract.csv,594357527,566.8235,ok,6dcc75f3b99989018a4224530e1317b5ba7f5d77c5c493e1e1b48bc9942c52ef,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/data/pbj_facility_quarter.parquet,79014699,75.3543,ok,7ed47ba006ad3beed66121a2e1d1c3ebcde59050bad45f4a356dc8c23d03b723,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/data/provider_snapshot_panel.parquet,15931113,15.1931,ok,5f30016f2cf9ab7407202a1f32f1705981765a574c2d40a126be98890b4dfe56,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/data/survey_summary_snapshot_panel.parquet,4197334,4.0029,ok,5d4353cf65bc8401ba1b15ceb07e38aa70efbad4472c72f3516efb03b681616b,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/Makefile,534,0.0005,ok,b7f80c4f86dd243133ac56f3aabf7a02d22c8b1c5842c1e5ce25df1f3a3be805,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/report/data_dictionary.md,3105,0.003,ok,c0e23ef5cefeb2254202f8af7556488c16d04442abf113fe7b079178e2d5e4b5,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/report/final_report.md,4626,0.0044,ok,c1d23e9c27f29deef8d0cb847acfdc5f972fab743963d08dd4d665f2727b8ea4,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/report/identification_audit.md,2843,0.0027,ok,2f0524874a14e553c88973b2a3632f187c81274d287e0cf33d82fd679177dfe7,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/report/policy_timeline.md,1798,0.0017,ok,fbfd5fb6a531a8dd10b9e3a5733b3ee437fb4d651ade8713be0598f1d8264ab2,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/report/README.md,1894,0.0018,ok,5f2a7237ab360232b48c831c3b516dd5d6666d6cb590c60fe03d7f48339efaad,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/requirements.txt,88,0.0001,ok,de7b9a14d8f92ac86f71fe3fc2978b9006dbc3862496b3694659195e5890a136,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/event_study_jan2022_weekday_minus_weekend_total_hprd.pdf,15799,0.0151,ok,6f288dd18d2478de371f5ac7b1b006777dfd9f9477ae2e393540812e82c23dfd,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/event_study_jan2022_weekday_minus_weekend_total_hprd.png,112278,0.1071,ok,7d074028ed0e26e5d10519df8d6fff3680289ad9a07d975e7ad3d19fa2bd4e3d,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/event_study_jan2022_weekday_total_nurse_hprd.pdf,16022,0.0153,ok,9065ab9f5b652a1867af7484d7c4ffd4a7ffae84425d11568aca8d29a78af6d0,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/event_study_jan2022_weekday_total_nurse_hprd.png,112178,0.107,ok,f6a13c036f17c1ab46c5569e037312752907b8868ed40080dbd227a2fe2001b7,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/event_study_jan2022_weekend_rn_hprd.pdf,16158,0.0154,ok,0ef92f98efce8d183ba50bcb3c397db9abf6fdae8825432f8c76007682f7e16e,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/event_study_jan2022_weekend_rn_hprd.png,108433,0.1034,ok,38dd0e5de7569cbfd6e811855f40fb15543623d70aadbac674333cc04e6c809a,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/event_study_jan2022_weekend_total_nurse_hprd.pdf,15623,0.0149,ok,7de4a3dc87f491484959d5f9c95c57d6cb94ad817929c219cef9367a3ff2af3e,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/event_study_jan2022_weekend_total_nurse_hprd.png,102222,0.0975,ok,a09d94f81a17984338591c1654ba3c00e2267a6a4db5ac905554d3a8ea388b6d,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/exposure_distributions.pdf,18331,0.0175,ok,043737c4e14c528aa769b9948832eda9f9b1ab182d6dfdc301ba234532372570,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/exposure_distributions.png,171410,0.1635,ok,172bbf15a57ac0275f01a0badd5bb4422e367683da939c52018534e591900dc5,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/main_post_july_coefficients.pdf,14568,0.0139,ok,03873184495fe3b86a003cf444a5d145ae9f7ed546ef85fc738a67b4b99b6f07,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/main_post_july_coefficients.png,112081,0.1069,ok,8ec6be15b4e0a87bb9f065d20f9ca5ca00ca9c9c4b3324b84311ec699fbb8c1f,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/raw_pretrend_high_minus_lower_weekend_total.pdf,16224,0.0155,ok,029b4256361c5f94d0e874200fc99330031e1898ad719c37eee1735bbb6d63be,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/raw_pretrend_high_minus_lower_weekend_total.png,105598,0.1007,ok,65342551c96c88242005f75c5df19ab7393568ca7aa1e2758c78d1d267466073,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/trend_rn_share_total_hours.pdf,15298,0.0146,ok,c6ba4760c6231d1293d508e6cad896ff78e280fbf7ba8713d476a1a4ee24e3ed,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/trend_rn_share_total_hours.png,182582,0.1741,ok,3753f6d004f2f04b6ee0e2a82a528cd79796f5521803f6f1e134b194faea5066,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/trend_total_nurse_hprd.pdf,14820,0.0141,ok,e7d4e3ec7f5c362cc23df59ffdb2676a8a802ccc49d96e53d79c735321ed9996,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/trend_total_nurse_hprd.png,184509,0.176,ok,c4fce99ee2b7d186e67e12fc8987b0a049c38bdf31e76de1b8420bac0290c503,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/trend_weekday_minus_weekend_total_hprd.pdf,15590,0.0149,ok,2953f6ab68c709c6105e862ceb8f45b788cd60abc149c596ed6d55f5a9432fdd,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/trend_weekday_minus_weekend_total_hprd.png,239617,0.2285,ok,ad303b081f4381abea6380486c3b6006dd6f6012b2513124024a431ca0f543ea,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/trend_weekday_total_nurse_hprd.pdf,15485,0.0148,ok,36ed6a8195b2cc08f0c3ec59b62c0671f7f387f6a0788e42468178098b1b5a0b,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/trend_weekday_total_nurse_hprd.png,179733,0.1714,ok,10da120e857a6a237fac41db842c58f932f90f9bcde5a2ee68d1354eac0da75a,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/trend_weekend_rn_hprd.pdf,14739,0.0141,ok,5bce6764c7a56b4b09e6ed016a2d9105bf9d5a1d466767b1a7b0382bbe389774,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/trend_weekend_rn_hprd.png,140944,0.1344,ok,47e5157ebe0bdf24d7125cf83927d949937856cb3af6664be8d896974a34681c,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/trend_weekend_total_nurse_hprd.pdf,15270,0.0146,ok,1216a41d4b8f403b7b8ca61d50bc6485df594e75d6b17f852a564966faefe2db,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/figures/trend_weekend_total_nurse_hprd.png,171565,0.1636,ok,adf07a5b500c38b11c8cec6d7429506d7af640bce4e0e45df267feb943e7dfb2,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/main_eventstudy_coefficients.csv,34430,0.0328,ok,243b61fe7fc5a3ed2d6085baf88ff75c5ed291a7973d4e659d5df33e26de293c,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/main_model_results.csv,6650,0.0063,ok,393f12ed2f8a00e732b91c94781b57f4004ca1e3e15df81d08cd3e635224fa5e,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/robustness_results.csv,27668,0.0264,ok,edb7e326ae4d08f3958b48e2be7fdaf05a2260878158aefc7807e7c2b42596df,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/tables/coverage_by_month.csv,3362,0.0032,ok,e6470a75e5c580d068227cf3b215228ed047f1eeda7405985f3d1da83e1b3bce,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/tables/coverage_by_month.docx,36980,0.0353,ok,ff61dbb988f9eccb7c888f9ed8f3f2e661a94ff16d6f36b53ad14daa6a3f3d6d,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/tables/coverage_by_month.md,3447,0.0033,ok,4b0faf310b8471d44ce6c91ae7112c80a3bc918d62c2c8a6fdb90ee8c73661ec,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/tables/coverage_by_month.tex,4716,0.0045,ok,13fb37ba65b247194048fcef3a8dabd88168f5280d71de92a5f1a503872e4c9c,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/tables/coverage_by_month.xlsx,8357,0.008,ok,aead6885d35322c4e6aba054b5bad3c4f27bf283f3de0b161cd31941084f24ae,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/tables/missingness_core_variables.csv,275,0.0003,ok,04b5c21b21f6b5cd2d972298971962d18368d5d44ae11f292e9f2ce52ef0085e,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/tables/missingness_core_variables.docx,35512,0.0339,ok,66005be7ea03516c27de0eefaae2a899cef74bbaa5a87e50341308a6adfb5da1,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/tables/missingness_core_variables.md,285,0.0003,ok,0f35f6bea8b8d57786ad7a0c9c7ade17a25f6ac588335174dfc303f66027c35a,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/tables/missingness_core_variables.tex,403,0.0004,ok,b1d90cd7e6adb80a54e3d527c9e6358020291de45bbc6767bade084b33e8ab27,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/tables/missingness_core_variables.xlsx,5623,0.0054,ok,7397477927fcc375f02ae69e7961494176586bfea93ef4bf4abf119c2e6c6215,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/tables/pretrend_tests.csv,460,0.0004,ok,0c3edc17bb368f9c57bf0e7ec92f2616bc6dc778d765151910c6bec4ba21fb2e,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/tables/pretrend_tests.docx,35603,0.034,ok,f215f3414900122a501a3174c5e4cd4dffdc5e9a46a28e1f1f9957b9bc388312,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/tables/pretrend_tests.md,465,0.0004,ok,e52b533b23ff0c3a2d76274a275190c896fdae7490368c80e4355f7f4bccabff,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/tables/pretrend_tests.tex,608,0.0006,ok,a8357f4d74985ed3a0be459afbc42ebeb90f7420a16d4a9e087c51477c05ac5d,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/tables/pretrend_tests.xlsx,5719,0.0055,ok,3b466f5e9338ddb9f8b0d55aba1c7f919dac425417c534a33082f6ebfe8aea24,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/tables/raw_pretrend_high_minus_lower_weekend_total.csv,2524,0.0024,ok,9aa217d0e50c8997b3b14dcbbeaefd25e9ec72dff6e3a236f8a44b47bfedf776,
nursing_home_staffing_reporting,nursing_home_staffing_reporting/result/tables/table1_balance_high_vs_lower_exposure.csv,1182,0.0011,ok,ba8c3b85fc91e0f9249478b6520b6a59bb494bceeaf1994d674b056858243487,
