project,dataset_path,variable,rank,value,count_in_profile,profile_basis,profile_rows
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,facility_id,1,015010,84,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,facility_id,2,015019,84,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,facility_id,3,015015,84,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,facility_id,4,015028,84,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,facility_id,5,015048,84,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,facility_id,6,015053,84,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,facility_id,7,015044,84,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,facility_id,8,015040,84,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,facility_id,9,015035,84,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,facility_id,10,015032,84,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,state,1,AL,10000,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,month,1,2020-06,123,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,month,2,2020-04,123,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,month,3,2020-05,123,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,month,4,2019-07,122,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,month,5,2020-08,122,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,month,6,2020-09,122,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,month,7,2020-07,122,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,month,8,2019-08,122,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,month,9,2019-12,122,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,month,10,2019-09,122,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,quarter,1,2020Q2,369,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,quarter,2,2019Q3,366,first_10000_rows,10000
nursing_home_staffing_reporting,data/analysis_facility_month.parquet,quarter,3,2020Q3,366,first_10000_rows,10000
