month,mismatch_group,answer_rate,flowout_rate,routed_per_100k
2021-07-01,High proxy mismatch,0.7731138261300484,0.07339531962272064,50.644828856511104
2021-07-01,Low proxy mismatch,0.6859375591215883,0.12098850165892827,48.36456928187652
2021-08-01,High proxy mismatch,0.7662846405505174,0.08499618339826577,51.40303888146513
2021-08-01,Low proxy mismatch,0.6884710058055558,0.12444481759986983,47.7576420506037
2021-09-01,High proxy mismatch,0.7583884457932449,0.08046511030245242,53.098758391356384
2021-09-01,Low proxy mismatch,0.6527498302259883,0.1418492502563286,49.57273509277411
2021-10-01,High proxy mismatch,0.7724081580921288,0.07382496122717432,55.890584279946665
2021-10-01,Low proxy mismatch,0.6679418432952282,0.14091665203708661,51.29644482342023
2021-11-01,High proxy mismatch,0.7848797411130168,0.06686681462120464,51.2507405928263
2021-11-01,Low proxy mismatch,0.6896201450977041,0.1309493278541517,46.97508606424829
2021-12-01,High proxy mismatch,0.7843671951527809,0.06571130077872385,53.913720591606335
2021-12-01,Low proxy mismatch,0.6940440199014999,0.11640710149540066,48.32752738817566
2022-01-01,High proxy mismatch,0.7820513371124319,0.06839687449242118,50.81089225637075
2022-01-01,Low proxy mismatch,0.6919793406276807,0.11955291684690604,46.69366222549777
2022-02-01,High proxy mismatch,0.7813530885572355,0.06288319414297552,51.34049167213996
2022-02-01,Low proxy mismatch,0.7122942923512788,0.10516860858766085,44.69423822458186
2022-03-01,High proxy mismatch,0.7686840995084083,0.06706715579390886,53.47459310446607
2022-03-01,Low proxy mismatch,0.7299783578638751,0.09923473443297501,48.628509590296716
2022-04-01,High proxy mismatch,0.7681793694586404,0.07147307812314319,50.82060278909064
2022-04-01,Low proxy mismatch,0.7262511262667055,0.0932325522293758,48.4903077947499
2022-05-01,High proxy mismatch,0.7681664096922542,0.06975192697862584,58.54067310725737
2022-05-01,Low proxy mismatch,0.7331391386687891,0.08936679819511198,54.18075331106621
2022-06-01,High proxy mismatch,0.7820607405690387,0.0654438255289326,55.01305643642036
2022-06-01,Low proxy mismatch,0.7460024025426162,0.09102561369738348,51.7166282135676
2022-07-01,High proxy mismatch,0.8484678362379243,0.05431402566433493,92.65201632503917
2022-07-01,Low proxy mismatch,0.8270622870300569,0.06440535711391605,65.14834252837325
2022-08-01,High proxy mismatch,0.8729322742676412,0.040073818989266936,110.1070222506564
2022-08-01,Low proxy mismatch,0.8502392261084158,0.05144760412474534,66.46555616519159
2022-09-01,High proxy mismatch,0.8460027964042739,0.06988900277946183,74.29864075586195
2022-09-01,Low proxy mismatch,0.833448447641898,0.07604545709851443,64.3258733125658
2022-10-01,High proxy mismatch,0.8095998198219417,0.08468981817864764,69.58976297555874
2022-10-01,Low proxy mismatch,0.8123948415079313,0.07983583152412452,62.55671738235976
2022-11-01,High proxy mismatch,0.8271906694545592,0.07825380000284787,67.60087291783077
2022-11-01,Low proxy mismatch,0.8391227262964026,0.06630405731502348,59.5271547109189
2022-12-01,High proxy mismatch,0.8242790949459557,0.08567937995360021,71.6253176968726
2022-12-01,Low proxy mismatch,0.8326001251471237,0.06927255984741719,63.08747593491241
2023-01-01,High proxy mismatch,0.8178512292095144,0.07525735710707965,77.24150731823991
2023-01-01,Low proxy mismatch,0.8343390788156708,0.06385116643132766,67.5493312684517
2023-02-01,High proxy mismatch,0.8277536804180732,0.08149991586321824,71.17274549019518
2023-02-01,Low proxy mismatch,0.8400746268534376,0.06411375011536401,59.74601041393587
2023-03-01,High proxy mismatch,0.8196687548480589,0.07591356978228259,76.38013396281346
2023-03-01,Low proxy mismatch,0.8446760796877563,0.05646187470412798,65.00917767555015
2023-04-01,High proxy mismatch,0.8251405492137066,0.06874652924408037,74.65207394396887
2023-04-01,Low proxy mismatch,0.8491952452403122,0.050722201515319316,65.29680448077208
2023-05-01,High proxy mismatch,0.8410370267528327,0.06965304056545027,79.9317824301529
2023-05-01,Low proxy mismatch,0.8539419089986096,0.0518461794728137,69.2237310574686
2023-06-01,High proxy mismatch,0.8419043703078374,0.07241970377247343,77.29259073482322
2023-06-01,Low proxy mismatch,0.8535531380842043,0.05329794153503334,65.3434049783601
2023-07-01,High proxy mismatch,0.8382176086035429,0.07762809135029122,82.88891307964423
2023-07-01,Low proxy mismatch,0.8592232035589988,0.04774059679829859,69.86301579844002
2023-08-01,High proxy mismatch,0.839025651233029,0.06644096266831981,83.93948049006391
2023-08-01,Low proxy mismatch,0.8475541048104276,0.0462365866035001,71.83574142946219
2023-09-01,High proxy mismatch,0.8417527899132209,0.06821957531786468,89.05225345721743
2023-09-01,Low proxy mismatch,0.8471562245461851,0.04851446569076779,75.92035566897594
2023-10-01,High proxy mismatch,0.8455127185734409,0.060481339570135455,90.23800650097367
2023-10-01,Low proxy mismatch,0.8531427095549834,0.044801962178105566,78.49654165546902
2023-11-01,High proxy mismatch,0.8450772136722253,0.06273286755081593,85.78878085246926
2023-11-01,Low proxy mismatch,0.8479464060589922,0.05311371438106134,74.44652555452905
2023-12-01,High proxy mismatch,0.8391738794623452,0.06601646371963958,89.96279897663516
2023-12-01,Low proxy mismatch,0.8427735640940576,0.06450338968954299,77.3999093624427
2024-01-01,High proxy mismatch,0.8392406661966165,0.06498864653490564,93.08047830696702
2024-01-01,Low proxy mismatch,0.8475712924172201,0.061089771968693724,77.55508125822652
2024-02-01,High proxy mismatch,0.8366291342703545,0.06948028419728709,90.2514010077444
2024-02-01,Low proxy mismatch,0.8496203369531341,0.06142836783302471,75.73318026085967
2024-03-01,High proxy mismatch,0.8366637519570244,0.06715812928907004,101.3522464897249
2024-03-01,Low proxy mismatch,0.8628519670278955,0.04695607797238493,85.34844627303679
2024-04-01,High proxy mismatch,0.8451571120894066,0.06261214036294287,104.46531788460692
2024-04-01,Low proxy mismatch,0.8600518349790255,0.05047354140485998,90.66092631085989
2024-05-01,High proxy mismatch,0.8428436406576737,0.06312257700520656,111.86379576806378
2024-05-01,Low proxy mismatch,0.8517390289158393,0.058944414512359794,93.95475916057971
2024-06-01,High proxy mismatch,0.8350155826287182,0.07747838011369448,114.83349812061245
2024-06-01,Low proxy mismatch,0.8375413097017201,0.07566376744774543,93.23890954634213
2024-07-01,High proxy mismatch,0.8233679420437594,0.08706110947779509,119.37118426151872
2024-07-01,Low proxy mismatch,0.8406103698894948,0.06967362643426746,99.57047299311678
2024-08-01,High proxy mismatch,0.834113111548619,0.0879581655737593,122.2589924554481
2024-08-01,Low proxy mismatch,0.8466099219381042,0.06980859640384796,98.30000697079724
2024-09-01,High proxy mismatch,0.8653846153846154,0.04990851083916274,116.60292955752843
