model,outcome,term,estimate,std_error_cluster,t_stat,p_value,nobs,n_clusters,r2,event_time
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_m12,-0.025191495766828487,0.013190610947323066,-1.9098050778262785,0.061903489633051034,2936,51,0.5342817448500988,-12
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_m11,-0.018008728675272784,0.012395465745547285,-1.4528480853365193,0.15251336001711624,2936,51,0.5342817448500988,-11
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_m10,-0.019213180882107016,0.01303875716161257,-1.4735438848936138,0.14687265221060852,2936,51,0.5342817448500988,-10
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_m9,-0.026450843053581113,0.011040005161550575,-2.3959085767190054,0.020362863097820982,2936,51,0.5342817448500988,-9
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_m8,-0.02451928541621742,0.013659744103818013,-1.795003276039708,0.07869875254845327,2936,51,0.5342817448500988,-8
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_m7,-0.02856711048636147,0.01335101540664454,-2.139695717236921,0.0372838102031976,2936,51,0.5342817448500988,-7
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_m6,-0.019245938205076737,0.010996886167960034,-1.7501261640000167,0.08623126771668699,2936,51,0.5342817448500988,-6
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_m5,-0.014955077369930101,0.010792956514295177,-1.3856330607949945,0.17200894028002311,2936,51,0.5342817448500988,-5
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_m4,-0.013208936167635695,0.01081696128658568,-1.221131870372537,0.22776308581496907,2936,51,0.5342817448500988,-4
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_m3,-0.017823081849868794,0.010568851215062782,-1.686378347768511,0.0979539085470178,2936,51,0.5342817448500988,-3
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_m2,-0.01498245846381047,0.01280915778828609,-1.169667726125745,0.24768032692375797,2936,51,0.5342817448500988,-2
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_p0,-0.0327216688029071,0.01305013650237225,-2.5073813440157475,0.015456632108513668,2936,51,0.5342817448500988,0
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_p1,-0.052624400633709434,0.027793565012547962,-1.8934023256804622,0.06409834072458498,2936,51,0.5342817448500988,1
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_p2,-0.03296678596888221,0.01491237617348853,-2.2106997292283377,0.03165985739576804,2936,51,0.5342817448500988,2
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_p3,-0.04176098554645964,0.0195493927529724,-2.1361781449763995,0.03758390925941235,2936,51,0.5342817448500988,3
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_p4,2.6878698993379113e-18,1.2330278567724687e-17,0.21798938966177026,0.828324610800538,2936,51,0.5342817448500988,4
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_p5,-0.024369355098338652,0.014046451416576037,-1.7349118560706862,0.08891742864975982,2936,51,0.5342817448500988,5
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_p6,-0.023333599850635073,0.01263847262518321,-1.846235739288696,0.07078167545198899,2936,51,0.5342817448500988,6
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_p7,-0.017864976904869236,0.013549457370484626,-1.3185012813712595,0.1933438087305417,2936,51,0.5342817448500988,7
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_p8,-0.016825845409884927,0.013026238305684048,-1.2916887450571901,0.2024040839212058,2936,51,0.5342817448500988,8
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_p9,-0.014276858797744124,0.010495904602477823,-1.3602313796157894,0.179858091212572,2936,51,0.5342817448500988,9
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_p10,-0.011528767506431628,0.010972558568061288,-1.050690906311436,0.29845242277800477,2936,51,0.5342817448500988,10
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_p11,-0.012027888815437135,0.01247753160745548,-0.9639638026042204,0.33970329280646405,2936,51,0.5342817448500988,11
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_p12,-0.01412982187958146,0.012084251784847736,-1.1692756929559043,0.24783672677308743,2936,51,0.5342817448500988,12
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_p13,-0.016699709299918087,0.013012545615608726,-1.283354525181188,0.20528428577600755,2936,51,0.5342817448500988,13
georouting_event_proxy,in_state_answer_rate_rescue,geo_event_p14,-0.018637338691240245,0.014812102055066587,-1.25825076157001,0.21414516570404807,2936,51,0.5342817448500988,14
