model,outcome,event_time,coef,se,t,n_person_years,n_persons,n_states,omitted_event_time
sbm_138_600_event,uninsured,-3,0.005092843423934734,0.01246106374230985,0.40870053546413343,62748,38070,38,-1
sbm_138_600_event,uninsured,-2,-0.004486148627704162,0.012430883377988356,-0.36088735541095057,62748,38070,38,-1
sbm_138_600_event,uninsured,0,-0.012090410165208565,0.013218896342346818,-0.9146308324150224,62748,38070,38,-1
sbm_138_600_event,uninsured,1,-0.0028831837704806906,0.01436789212468041,-0.2006685285121336,62748,38070,38,-1
sbm_138_600_event,uninsured,2,0.047202089369625166,0.018551097221970708,2.5444365260358883,62748,38070,38,-1
sbm_138_600_event,any_coverage,-3,-0.005092843423430526,0.012461063742309743,-0.4087005354236743,62748,38070,38,-1
sbm_138_600_event,any_coverage,-2,0.004486148627868003,0.012430883377988226,0.3608873554241345,62748,38070,38,-1
sbm_138_600_event,any_coverage,0,0.01209041016533341,0.013218896342347191,0.914630832424441,62748,38070,38,-1
sbm_138_600_event,any_coverage,1,0.002883183770586051,0.01436789212468042,0.20066852851946648,62748,38070,38,-1
sbm_138_600_event,any_coverage,2,-0.04720208936936077,0.018551097221970583,-2.544436526021653,62748,38070,38,-1
sbm_138_600_event,direct_market,-3,-0.016963294698116027,0.012224719270706962,-1.3876224330781732,62748,38070,38,-1
sbm_138_600_event,direct_market,-2,0.01574025165747539,0.012893991738463844,1.2207431163865972,62748,38070,38,-1
sbm_138_600_event,direct_market,0,-0.0032076370180804115,0.015527335401757419,-0.20658000455875797,62748,38070,38,-1
sbm_138_600_event,direct_market,1,0.0010212556338732859,0.01656100083619184,0.061666299275915076,62748,38070,38,-1
sbm_138_600_event,direct_market,2,-0.04527247037192694,0.017698950615939364,-2.5579183395853624,62748,38070,38,-1
sbm_138_600_event,exchange_subsidy,-3,-0.01319054481554513,0.010431553563354557,-1.2644851733190299,62748,38070,38,-1
sbm_138_600_event,exchange_subsidy,-2,0.012021570065042647,0.01117098249040106,1.0761425931311301,62748,38070,38,-1
sbm_138_600_event,exchange_subsidy,0,0.0023714006553161027,0.014136037553842365,0.16775568445427086,62748,38070,38,-1
sbm_138_600_event,exchange_subsidy,1,0.0015080342396774082,0.01511428356339785,0.09977543648376452,62748,38070,38,-1
sbm_138_600_event,exchange_subsidy,2,-0.035213795747802756,0.016010170197330517,-2.1994641726965645,62748,38070,38,-1
