model,outcome,term,coef,se,t,n_person_years,n_persons,n_states,weighted_mean
maryland_yas_18_34_vs_35_44,direct_market,yas_treat,0.08473918113403811,0.12147474050944393,0.6975868462748447,26620,19584,52,0.1504862963585
maryland_yas_18_34_vs_35_44,exchange_subsidy,yas_treat,0.08288375131267989,0.11895325205130056,0.6967758332234154,26620,19584,52,0.12929633609815602
maryland_yas_18_34_vs_35_44,uninsured,yas_treat,0.14073147420623422,0.07003609239063216,2.009413566669206,26620,19584,52,0.17939774083584023
maryland_yas_18_34_vs_35_44,any_coverage,yas_treat,-0.1407314742106731,0.07003609239064709,-2.009413566732158,26620,19584,52,0.8206022591641597
maryland_yas_18_34_vs_35_44,private,yas_treat,-0.04643213545559277,0.12891680989369877,-0.3601713034466135,26620,19584,52,0.6356046408303009
maryland_yas_18_34_vs_35_44,oop_any,yas_treat,0.13908038025342107,0.12295591110677931,1.131140251830908,26620,19584,52,0.46828016079478846
maryland_yas_18_34_vs_35_44,doctor_any,yas_treat,0.11376898608743424,0.11991516379944663,0.9487456171740579,26620,19584,52,0.6425663668790678
maryland_yas_clean_26_34_vs_35_44,direct_market,yas_treat,0.10248882591250585,0.13465385429891735,0.7611280527105557,18732,13716,52,0.14293033156705218
maryland_yas_clean_26_34_vs_35_44,exchange_subsidy,yas_treat,0.10921342296559045,0.13271668383941757,0.8229065088586358,18732,13716,52,0.12430997044289824
maryland_yas_clean_26_34_vs_35_44,uninsured,yas_treat,0.11777272330659583,0.06863321316882998,1.715972746560593,18732,13716,52,0.18461224723583802
maryland_yas_clean_26_34_vs_35_44,any_coverage,yas_treat,-0.11777272332245392,0.06863321316885938,-1.7159727467909134,18732,13716,52,0.8153877527641621
maryland_yas_clean_26_34_vs_35_44,private,yas_treat,-0.011599220857091641,0.13543437982737883,-0.08564458206162799,18732,13716,52,0.6472349364074724
maryland_yas_clean_26_34_vs_35_44,oop_any,yas_treat,0.21971303477904636,0.1371201367086761,1.602339671275607,18732,13716,52,0.5473191242935994
maryland_yas_clean_26_34_vs_35_44,doctor_any,yas_treat,0.11074415454397046,0.12732985335448935,0.8697422609578925,18732,13716,52,0.6566767599262097
new_jersey_njhps_138_600_vs_600_1000,direct_market,njhps_treat,0.04902090723090047,0.03545452920666439,1.382641606807347,76892,48471,52,0.11852540924602052
new_jersey_njhps_138_600_vs_600_1000,exchange_subsidy,njhps_treat,0.03318983476489157,0.030224431079684092,1.098112804088502,76892,48471,52,0.09275098414191338
new_jersey_njhps_138_600_vs_600_1000,uninsured,njhps_treat,-0.010478666756187693,0.028739600357647777,-0.36460725360779966,76892,48471,52,0.11017175818501496
new_jersey_njhps_138_600_vs_600_1000,any_coverage,njhps_treat,0.010478666756306154,0.028739600357631585,0.364607253612127,76892,48471,52,0.8898282418149851
new_jersey_njhps_138_600_vs_600_1000,private,njhps_treat,0.010806755174224136,0.03905939563150553,0.2766749203233279,76892,48471,52,0.7775300074927141
new_jersey_njhps_138_600_vs_600_1000,oop_any,njhps_treat,0.1690839341307182,0.05805568282189087,2.9124441555437577,76892,48471,52,0.6281808136336301
new_jersey_njhps_138_600_vs_600_1000,doctor_any,njhps_treat,0.0783003311642485,0.05045326340844436,1.5519378901294894,76892,48471,52,0.7418537312532429
