model,outcome,coef_above_x_post,se_hc1,t_hc1,se_person_cluster,t_person_cluster,n_person_months,n_persons,n_clusters,n_states,min_cell_persons,min_cell_events,weighted_mean
monthly_fpl_age26_64_postyear_bw050,uninsured,-0.02625644247865165,0.007161402873544437,-3.66638254295787,0.014274671517150185,-1.8393727972728526,217096,23755,23723,52,5562,2965,0.10224295425674863
monthly_fpl_age26_64_postyear_bw050,any_coverage,0.026256442478396865,0.0071614028735443895,3.666382542922317,0.014274671517150464,1.8393727972549678,217096,23755,23723,52,5562,30705,0.8977570457432513
monthly_fpl_age26_64_postyear_bw050,employer_private,0.031125072779763157,0.00923655511232912,3.36977069927476,0.018674500518212307,1.6667151418271364,217096,23755,23723,52,5562,23338,0.6788734226200762
monthly_fpl_age26_64_postyear_bw050,direct_purchase,0.02219729015491279,0.006790525148131574,3.268862079248821,0.0136584344873004,1.6251708916971275,217096,23755,23723,52,5562,3669,0.10288975151769313
monthly_fpl_age26_64_postyear_bw050,marketplace_flag,0.019728255919010066,0.006117666837734061,3.2248006376099534,0.01228626060423909,1.6057168698019713,217096,23755,23723,52,5562,2840,0.07722828175378342
monthly_fpl_age26_64_postyear_bw050,market_or_subsidy,0.02179567526293003,0.00681205543775072,3.1995739703091384,0.013698595618227352,1.591088303528626,217096,23755,23723,52,5562,3679,0.10367101767677445
monthly_fpl_age26_64_postyear_bw050,private,0.023719118909460435,0.008551749070044263,2.773598560386392,0.01706148186813375,1.3902144662921314,217096,23755,23723,52,5562,28417,0.8370788149724089
monthly_fpl_age26_64_postyear_bw050,public,0.008149771884874698,0.006435258392817663,1.266424964997612,0.01318506469960882,0.6181063248871649,217096,23755,23723,52,5562,3177,0.088535707788396
monthly_fpl_age26_64_postyear_bw050,medicaid,0.003272526423166333,0.005750016372367277,0.5691334095834994,0.011723878163826739,0.279133438392724,217096,23755,23723,52,5562,2383,0.06425388908246504
monthly_fpl_age21_64_postyear_bw050,uninsured,-0.031300869629616146,0.006797405612529355,-4.604825931223031,0.013721832301252575,-2.281099851858625,240936,26825,26790,52,6281,3295,0.10456988745930246
monthly_fpl_age21_64_postyear_bw050,any_coverage,0.03130086962956088,0.006797405612529419,4.604825931214857,0.013721832301252465,2.2810998518546155,240936,26825,26790,52,6281,34309,0.8954301125406975
monthly_fpl_age21_64_postyear_bw050,employer_private,0.03245977517696795,0.00881822583948658,3.680987056559423,0.01790280238929756,1.8131114040767533,240936,26825,26790,52,6281,26017,0.6742120269891592
monthly_fpl_age21_64_postyear_bw050,direct_purchase,0.021811473463018077,0.006666219991862589,3.2719402434427907,0.013161632252137907,1.6572012532469242,240936,26825,26790,52,6281,4188,0.10598516847693021
monthly_fpl_age21_64_postyear_bw050,marketplace_flag,0.01736721860491418,0.006043902450554223,2.873510740286951,0.01188324118454569,1.4614883544988109,240936,26825,26790,52,6281,3236,0.07919431518211871
monthly_fpl_age21_64_postyear_bw050,market_or_subsidy,0.022475949634374087,0.006693545744946976,3.3578540419091634,0.01323160198724752,1.6986567201791718,240936,26825,26790,52,6281,4225,0.10687932467368925
monthly_fpl_age26_64_postapr2021_bw050,uninsured,-0.029642135025200213,0.007356959544653654,-4.029128452492487,0.014721869829972941,-2.013476234170364,217096,23755,23723,52,5273,2623,0.10224295425674863
monthly_fpl_age26_64_postapr2021_bw050,any_coverage,0.02964213503057806,0.007356959544652389,4.0291284532241685,0.014721869829966596,2.0134762345365282,217096,23755,23723,52,5273,28035,0.8977570457432513
monthly_fpl_age26_64_postapr2021_bw050,employer_private,0.03379963024033721,0.00950251058520383,3.556915821063745,0.01931905920435127,1.749548457966548,217096,23755,23723,52,5273,21329,0.6788734226200762
monthly_fpl_age26_64_postapr2021_bw050,direct_purchase,0.02583491325763467,0.007002890532482619,3.6891785096169203,0.014143417016832258,1.8266387271822797,217096,23755,23723,52,5273,3322,0.10288975151769313
monthly_fpl_age26_64_postapr2021_bw050,marketplace_flag,0.02695194592594965,0.006327302319099932,4.259626704510557,0.012697557381520131,2.122608712536726,217096,23755,23723,52,5273,2561,0.07722828175378342
monthly_fpl_age26_64_postapr2021_bw050,market_or_subsidy,0.025338206450100008,0.007024876015472552,3.6069257869166176,0.014184187092611355,1.7863700108199265,217096,23755,23723,52,5273,3330,0.10367101767677445
annual_fpl_age26_64_postyear_bw050,uninsured,-0.0301151434440888,0.006962061332087803,-4.325607317661734,0.022611661660608573,-1.3318412373271942,222233,15012,14990,52,2665,3233,0.10553180374333372
annual_fpl_age26_64_postyear_bw050,any_coverage,0.030115143444112404,0.006962061332087724,4.325607317665173,0.022611661660608236,1.3318412373282578,222233,15012,14990,52,2665,31466,0.8944681962566663
annual_fpl_age26_64_postyear_bw050,employer_private,0.04791505203563103,0.009200165605331347,5.208064081788379,0.030866310169999127,1.55234142894743,222233,15012,14990,52,2665,24069,0.6752528298939637
annual_fpl_age26_64_postyear_bw050,direct_purchase,-0.024270170156872634,0.006697523528555608,-3.6237528772230765,0.02296999086431714,-1.05660338744737,222233,15012,14990,52,2665,3754,0.10488932508187222
annual_fpl_age26_64_postyear_bw050,marketplace_flag,-0.01916700253333636,0.006068280068890506,-3.1585560184668204,0.02083223329065439,-0.920064702901293,222233,15012,14990,52,2665,2922,0.07817377665576516
annual_fpl_age26_64_postyear_bw050,market_or_subsidy,-0.024021864074132347,0.006700749938902813,-3.584951579026647,0.02298422478406604,-1.0451457162386288,222233,15012,14990,52,2665,3754,0.10567256544208062
