model,outcome,term,coef,se,t,n_person_years,n_persons,n_states,weighted_mean
paid_sick_leave_clean_worker_low_educ,sick_days,clean_treat,0.6848715781717019,0.680826228943092,1.0059418234148967,121623,69936,52,3.6281358955364618
paid_sick_leave_clean_worker_low_educ,sick_any,clean_treat,-0.01768120508624449,0.021991227688270686,-0.8040117330818686,123078,70330,52,0.43505516746514217
paid_sick_leave_clean_worker_low_educ,doctor_any,clean_treat,-0.014273091005431837,0.020576329760440017,-0.6936655453915418,123078,70330,52,0.7171333332731623
paid_sick_leave_clean_worker_low_educ,doctor_visits,clean_treat,-0.02794805854144755,0.39747575200421137,-0.0703138704701449,121623,69936,52,3.8820313949513574
paid_sick_leave_clean_worker_low_educ,hospital_any,clean_treat,0.004665664536460112,0.011300861263071007,0.4128591996529138,123078,70330,52,0.059831455442131566
paid_sick_leave_clean_worker_low_educ,oop_any,clean_treat,-0.0009059744196466823,0.02156539538371588,-0.04201056384668873,123078,70330,52,0.5993839655753511
paid_sick_leave_clean_worker_low_educ,any_coverage,clean_treat,-0.008799187736704184,0.01590018725750123,-0.5534015162339042,123078,70330,52,0.8686327459922876
paid_sick_leave_clean_worker_low_educ,uninsured,clean_treat,0.008799187735929137,0.015900187257500677,0.553401516185179,123078,70330,52,0.13136725400771254
paid_sick_leave_clean_worker_low_educ,private,clean_treat,-0.015759276095165475,0.019017929043599377,-0.8286536383134406,123078,70330,52,0.7646087281948333
paid_sick_leave_clean_worker_low_educ,public,clean_treat,0.011066322990859634,0.018002598302724826,0.6147069886675561,123078,70330,52,0.14428636574669848
paid_sick_leave_clean_worker_low_educ,earnings_positive,clean_treat,0.003668068721990103,0.007089020853302645,0.51742952911208,123078,70330,52,0.9742437721245928
paid_sick_leave_clean_worker_low_educ,log_earnings,clean_treat,0.012369476686316716,0.0818497911768036,0.1511241080578621,123078,70330,52,10.216590145789107
paid_sick_leave_clean_worker_low_income,sick_days,clean_treat,-1.6481650724368642,0.9942821459220264,-1.6576432345654497,121623,69936,52,3.6281358955364618
paid_sick_leave_clean_worker_low_income,sick_any,clean_treat,-0.03118402545838217,0.023705030976218733,-1.3155024133765734,123078,70330,52,0.43505516746514217
paid_sick_leave_clean_worker_low_income,doctor_any,clean_treat,0.02115195302891859,0.021975209231290805,0.9625370482843928,123078,70330,52,0.7171333332731623
paid_sick_leave_clean_worker_low_income,doctor_visits,clean_treat,-0.2726040702574828,0.4699375171203263,-0.5800857780581993,121623,69936,52,3.8820313949513574
paid_sick_leave_clean_worker_low_income,hospital_any,clean_treat,-0.014540525686148886,0.01241097818681702,-1.1715857901993478,123078,70330,52,0.059831455442131566
paid_sick_leave_clean_worker_low_income,oop_any,clean_treat,0.00214669731893391,0.023616231973806363,0.09089923072041685,123078,70330,52,0.5993839655753511
paid_sick_leave_clean_worker_low_income,any_coverage,clean_treat,-0.01717512424543255,0.016811032637358943,-1.021657896687708,123078,70330,52,0.8686327459922876
paid_sick_leave_clean_worker_low_income,uninsured,clean_treat,0.017175124249679152,0.016811032637362597,1.021657896940094,123078,70330,52,0.13136725400771254
paid_sick_leave_clean_worker_low_income,private,clean_treat,0.0376289811383721,0.02168092580220786,1.735579996982425,123078,70330,52,0.7646087281948333
paid_sick_leave_clean_worker_low_income,public,clean_treat,-0.059427623360649884,0.021559297964747218,-2.7564730288445953,123078,70330,52,0.14428636574669848
paid_sick_leave_clean_worker_low_income,earnings_positive,clean_treat,0.007256579109958139,0.010163195805042087,0.7140056384978887,123078,70330,52,0.9742437721245928
