model,outcome,term,coef,se,t,n_person_years,n_persons,n_states,weighted_mean
private_care_users,log_oop,nsa_new_protection,0.019888535352812653,0.07082795882666658,0.28080062848464665,44072,31226,52,4.868767667460791
private_care_users,oop_any,nsa_new_protection,0.0053854369726358264,0.009920976969885623,0.5428333307277009,44072,31226,52,0.7381475182994833
private_care_users,oop_gt_1000,nsa_new_protection,-0.0027169773802754316,0.010108170242872895,-0.2687902276073286,44072,31226,52,0.2877543167500953
private_care_users,oop_gt_2000,nsa_new_protection,0.0003097546577537358,0.008673652613070133,0.0357121355410261,44072,31226,52,0.18535130500519
private_care_users,oop_amount,nsa_new_protection,-21.565725091742934,63.82422539780511,-0.3378924688443547,44072,31226,52,1404.6092386993494
private_care_users,doctor_any,nsa_new_protection,0.00023894959611814315,0.0019404393539256693,0.12314200680105171,44072,31226,52,0.993469161841039
private_care_users,hospital_any,nsa_new_protection,0.0018797899290990405,0.006346934319240738,0.2961728977406392,44072,31226,52,0.08078424125048053
private_hospital_users,log_oop,nsa_new_protection,-0.1440568566982776,0.27161783411615475,-0.5303659723487563,3625,3378,52,5.206085301522135
private_hospital_users,oop_any,nsa_new_protection,-0.015210394525005277,0.03588689464300252,-0.4238425942482908,3625,3378,52,0.7292924090211047
private_hospital_users,oop_gt_1000,nsa_new_protection,-0.05777939975535551,0.03808428983269639,-1.5171452588240293,3625,3378,52,0.4011714956063428
private_hospital_users,oop_gt_2000,nsa_new_protection,-0.012524958541919484,0.03486409082096131,-0.35925097276275775,3625,3378,52,0.29682186862689547
private_hospital_users,oop_amount,nsa_new_protection,-239.5061494763786,311.6445485460761,-0.7685234687843995,3625,3378,52,2223.3264802865538
private_hospital_users,doctor_any,nsa_new_protection,0.007251452414613002,0.02232717946817026,0.3247813914404509,3625,3378,52,0.9191570279318287
private_hospital_users,hospital_any,nsa_new_protection,-3.4283687000424834e-13,3.5500450445692264e-14,-9.657254082697118,3625,3378,52,1.0
public_care_users_placebo,log_oop,nsa_new_protection,-0.07878057775251257,0.12571260999966635,-0.6266720399228181,14053,10253,52,2.7805582463977756
public_care_users_placebo,oop_any,nsa_new_protection,-0.015125568488482566,0.020268543168842194,-0.7462582960444013,14053,10253,52,0.47017822922480224
public_care_users_placebo,oop_gt_1000,nsa_new_protection,-0.01895904228573142,0.012692016439249838,-1.4937770035579936,14053,10253,52,0.11589358417267728
public_care_users_placebo,oop_gt_2000,nsa_new_protection,-4.10762146160204e-05,0.010051351286945311,-0.0040866360595087515,14053,10253,52,0.06906491383419751
public_care_users_placebo,oop_amount,nsa_new_protection,34.35419908687027,82.89934726566014,0.414408559536403,14053,10253,52,593.6901889597362
public_care_users_placebo,doctor_any,nsa_new_protection,0.003538633551344539,0.004723236017631775,0.7491968510857532,14053,10253,52,0.9836732910157514
public_care_users_placebo,hospital_any,nsa_new_protection,-0.01019971390110519,0.015702518300916984,-0.6495591156553248,14053,10253,52,0.18025300882640874
