state_fips,reference_year,reference_month,above400,reinsurance_active,reinsurance_state,rows,persons,weight,direct_purchase,direct_purchase_events,market_or_subsidy,market_or_subsidy_events,uninsured,uninsured_events,any_coverage,any_coverage_events,private,private_events,oop_any,oop_any_events,doctor_any,doctor_any_events
01,2017,1,0,0,0,192,192,825672.0,0.09684162186632449,18,0.07843529980785417,15,0.21353208622877232,37,0.7864679137712277,155,0.7392590609197617,145,0.7340263586418493,142,0.7732809206519562,150
01,2017,1,1,0,0,109,109,514845.71875,0.10607216341839354,8,0.05134832645130963,4,0.06165802639385649,8,0.9383419736061435,101,0.9217998882477276,99,0.6816021755610416,76,0.8118000042824665,89
01,2017,2,0,0,0,192,192,819134.0,0.09595652262267211,18,0.07744716144070389,15,0.21365222449508495,37,0.7863477755049151,155,0.7389499074392469,145,0.734358577586537,142,0.7727769513533226,150
01,2017,2,1,0,0,109,109,511909.15625,0.10569754972172145,8,0.051058854518947296,4,0.062055798438768184,8,0.9379442015612318,101,0.9213693059517486,99,0.680957376497937,76,0.8115557314676236,89
01,2017,3,0,0,0,191,191,813504.5,0.09690585832866465,18,0.07807692138118755,15,0.21524595079038492,37,0.7847540492096151,154,0.7369188551577467,144,0.7324973753743959,141,0.7707817433850769,149
01,2017,3,1,0,0,109,109,509754.875,0.10496648380373749,8,0.05099248005767754,4,0.06199316015441453,8,0.9380068398455855,101,0.9212249567293066,99,0.6814419172112135,76,0.810990507276555,89
01,2017,4,0,0,0,193,193,825326.75,0.09580952019770116,18,0.07740113615586552,15,0.21532870532638523,38,0.7846712946736147,155,0.7372218559971794,145,0.7374558885486652,143,0.7670574725548649,150
01,2017,4,1,0,0,108,108,507038.5,0.10620702190294262,8,0.05082838721605278,4,0.06241020385409734,8,0.9375897961459027,100,0.9212071876327277,98,0.6861575303139822,76,0.8159226892380651,89
01,2017,5,0,0,0,193,193,821427.875,0.09600526596168445,18,0.07751552981010078,15,0.2155824124205256,38,0.7844175875794744,155,0.7368013998617101,145,0.7371666571171009,143,0.767141712933674,150
01,2017,5,1,0,0,108,108,506123.0,0.10554424724054502,8,0.05057428487653557,4,0.062005276841850476,8,0.9379947231581496,100,0.9217093506580594,98,0.6866120953331215,76,0.8167828172310552,89
01,2017,6,0,0,0,193,193,819254.375,0.09634365870059265,18,0.07788416275463891,15,0.22336153662732727,40,0.7766384633726727,153,0.7288281418476711,143,0.737213508990667,143,0.7675596535465635,150
01,2017,6,1,0,0,108,108,505749.84375,0.1053811748692705,8,0.05019306003216927,4,0.06263129300477431,8,0.9373687069952257,100,0.9212908319822907,98,0.6865189400612679,76,0.8173783733744902,89
01,2017,7,0,0,0,193,193,820200.0,0.09549450566479312,18,0.07695091817489481,15,0.22274008382780083,40,0.7772599161721991,153,0.7305665238778066,143,0.7371619476809123,143,0.7681633110507379,150
01,2017,7,1,0,0,106,106,499130.15625,0.10733341062681497,8,0.05108529020127003,4,0.04911135034919091,6,0.9508886496508091,100,0.9348759677643651,98,0.6989887281532217,76,0.8224482381897413,88
01,2017,8,0,0,0,193,193,812600.25,0.09603439797537525,18,0.07756707606586222,15,0.22200612628391786,40,0.7779938737160821,153,0.7310139065999702,143,0.7381074768412899,143,0.7684478160525574,150
01,2017,8,1,0,0,106,106,494592.09375,0.10744092225871393,8,0.050925871524870034,4,0.04903470604348189,6,0.9509652939565181,100,0.9349407889454814,98,0.6995676236327326,76,0.8227307278014374,88
01,2017,9,0,0,0,195,195,809473.75,0.09606350730715836,18,0.07772042706234998,15,0.2195267679934651,40,0.7804732320065348,155,0.7337284139715775,145,0.7384187176863862,145,0.7694526249822492,152
01,2017,9,1,0,0,107,107,483652.875,0.10809712188944584,8,0.050736697528195894,4,0.056690040843820656,8,0.9433099591561793,99,0.9268360632750052,97,0.690728121981199,76,0.8208230868514138,89
01,2017,10,0,0,0,193,193,806000.375,0.08522926976716566,16,0.06624495660212242,13,0.2431155310408163,42,0.7568844689591837,151,0.7101988069924237,141,0.7409662542358494,144,0.7656141517401354,150
01,2017,10,1,0,0,107,107,486112.5625,0.10830215861504991,8,0.05095705337686158,4,0.04150017868087029,6,0.9584998213191297,101,0.9411814388314138,99,0.6915544391565676,76,0.8201432610312482,89
01,2017,11,0,0,0,193,193,808169.5,0.08541407026723347,16,0.06638304428663953,13,0.23499774162592083,40,0.7650022583740792,153,0.7138293631029354,142,0.74052571758242,144,0.7658929455641047,150
01,2017,11,1,0,0,107,107,487169.0,0.10856912775025802,8,0.050882235519135344,4,0.04163262781514359,6,0.9583673721848565,101,0.9410289439996722,99,0.6917835137517436,76,0.8200350070745931,89
01,2017,12,0,0,0,193,193,812862.0,0.08531920547028429,16,0.0664195302461903,13,0.23515329042295327,40,0.7648467095770467,153,0.7129335683354369,142,0.7405913722416556,144,0.7657342095756877,150
01,2017,12,1,0,0,107,107,488267.40625,0.10932488510646395,8,0.051004359122752016,4,0.04127548454368773,6,0.9587245154563123,101,0.9414699475920332,99,0.6920783816702025,76,0.8200554816587161,89
01,2018,1,0,0,0,235,235,971423.125,0.10805528549769398,25,0.0861331707998038,19,0.18336042715920461,41,0.8166395728407954,194,0.7328962348547869,171,0.7014429656872798,167,0.7146822146927064,178
01,2018,1,1,0,0,88,88,357278.375,0.009723877675811222,1,0.009723877675811222,1,0.06183690969164206,6,0.938163090308358,82,0.922723706404869,81,0.7006596609945079,62,0.8638161294505469,75
01,2018,2,0,0,0,235,235,974762.125,0.11863983643442295,26,0.09663377712863788,20,0.1733653330540605,40,0.8266346669459396,195,0.7329831308660207,171,0.7011023944930095,167,0.7149449369736259,178
01,2018,2,1,0,0,88,88,358597.375,0.009494407618474665,1,0.009494407618474665,1,0.06164661111400668,6,0.9383533888859933,82,0.9228656904389553,81,0.7014066372175026,62,0.8641054688342915,75
01,2018,3,0,0,0,235,235,971270.125,0.11898977957227067,26,0.096983310379836,20,0.17353655062501366,40,0.8264634493749863,195,0.7327518676320741,171,0.7011431735682717,167,0.7156086072385193,178
01,2018,3,1,0,0,84,84,345779.0,0.00986480328705315,1,0.00986480328705315,1,0.0634976724310168,6,0.9365023275689832,78,0.9203934379496684,77,0.706050484279542,60,0.8611021809551741,71
01,2018,4,0,0,0,237,237,976371.875,0.12278188165735109,27,0.1007606561091102,21,0.17152533458709204,40,0.8284746654129079,197,0.7310406987615705,172,0.6996246828297638,168,0.7134849486994661,179
01,2018,4,1,0,0,84,84,344081.90625,0.009397051326037529,1,0.009397051326037529,1,0.06404214963607154,6,0.9359578503639284,78,0.9196594614617529,77,0.7060939148695461,60,0.8603641108339546,71
01,2018,5,0,0,0,238,238,992371.6875,0.12145964703049951,27,0.0995451221827723,21,0.15858321964009678,37,0.8414167803599032,201,0.7447408306737717,176,0.7008737131169397,169,0.7104243562663711,179
01,2018,5,1,0,0,84,84,349659.9375,0.011360104588731707,1,0.011360104588731707,1,0.05342998377153999,5,0.94657001622846,79,0.9303945506558268,78,0.7049856014866365,60,0.859947997023577,71
01,2018,6,0,0,0,240,240,997598.9375,0.12376125542835122,28,0.10223409756622392,22,0.14721018175899353,34,0.8527898182410064,206,0.7522776953381899,180,0.6932191156434371,169,0.7076882493282396,180
01,2018,6,1,0,0,84,84,348672.09375,0.011363789254139764,1,0.011363789254139764,1,0.05401066578957795,5,0.9459893342104221,79,0.930347265769042,78,0.7059023916671934,60,0.859867462391171,71
01,2018,7,0,0,0,240,240,1001597.3125,0.12007608745428967,27,0.10220267948559261,22,0.1510047838524968,35,0.8489952161475032,205,0.7491729424326499,179,0.6926363383047668,169,0.7074020217847263,180
01,2018,7,1,0,0,84,84,349956.40625,0.010978497663322572,1,0.010978497663322572,1,0.05430149677794973,5,0.9456985032220503,79,0.9298150360043687,78,0.7053953349016148,60,0.8600216473306618,71
01,2018,8,0,0,0,240,240,1002754.0,0.11906836870238813,27,0.10166114529154363,22,0.1547877004977778,36,0.8452122995022222,204,0.7453885169910491,178,0.6906777191758035,169,0.706474251636795,180
01,2018,8,1,0,0,84,84,351956.21875,0.011183641799441963,1,0.011183641799441963,1,0.05494059274535572,5,0.9450594072546443,79,0.929652017968095,78,0.7060806273955292,60,0.8596040280917462,71
01,2018,9,0,0,0,241,241,1005086.0,0.12001421071236225,28,0.0986287055299559,22,0.15599833475267866,37,0.8440016652473213,204,0.7438474688773844,178,0.6910815684462159,169,0.7074877938361233,181
01,2018,9,1,0,0,86,86,360391.6875,0.011076796075850623,1,0.011076796075850623,1,0.05369065339949396,5,0.946309346600506,81,0.9313184810539771,80,0.7010839572497832,61,0.8637150225890456,73
01,2018,10,0,0,0,240,240,1004732.9375,0.12014137333027955,27,0.09851437652040482,21,0.16833250890873716,40,0.8316674910912628,200,0.7362341900985636,175,0.6838136352442895,168,0.7055824966943756,180
01,2018,10,1,0,0,86,86,360120.3125,0.010615663798169151,1,0.010615663798169151,1,0.054357111744893716,5,0.9456428882551062,81,0.930386921823621,80,0.7014259303892058,61,0.8629880089367451,73
01,2018,11,0,0,0,240,240,1002809.25,0.11982701413606699,27,0.09850195751080382,21,0.1596566241922639,38,0.8403433758077361,202,0.744556873221288,177,0.6837925542655432,168,0.7051241217744795,180
01,2018,11,1,0,0,86,86,359807.0625,0.010659077888029694,1,0.010659077888029694,1,0.06258888218775142,6,0.9374111178122486,80,0.9222301868768644,79,0.7027787828081671,61,0.8630869777185499,73
01,2018,12,0,0,0,240,240,1000357.75,0.12026024494552286,27,0.09889275695307408,21,0.15876429179387988,38,0.8412357082061201,202,0.7456217494089843,177,0.6843826076570929,168,0.7056660569289372,180
01,2018,12,1,0,0,85,85,354729.84375,0.010095153743811034,1,0.010095153743811034,1,0.06407129208490803,6,0.935928707915092,79,0.935928707915092,79,0.7144490759415919,61,0.8611629586224487,72
