check,spec,outcome,coef,se_state_cluster,t_state_cluster,se_person_cluster,t_person_cluster,n,persons,states
baseline,near_100_250_monthly_fpl,medicaid,0.08913752645768767,0.029351548782059034,3.036893457294236,0.032978606584443924,2.702889408909533,191926,16175,19
baseline,near_100_250_monthly_fpl,uninsured,-0.07350739981916832,0.015304457396457492,-4.803005942319981,0.02528582352961016,-2.9070597496296617,191926,16175,19
baseline,near_100_250_monthly_fpl,any_coverage,0.07350739814894595,0.015304457360051168,4.80300584461233,0.025285823540182127,2.9070596823605177,191926,16175,19
baseline,near_100_250_monthly_fpl,public,0.07519899196116338,0.028657436627009564,2.6240655415177123,0.032748343085553876,2.296268600970397,191926,16175,19
baseline,near_100_250_monthly_fpl,private,-0.01656143863219798,0.03749905328813872,-0.44164951325415214,0.03241521236597962,-0.510915629526448,191926,16175,19
drop_Maine,near_100_250_monthly_fpl,medicaid,0.08982168053574469,0.03025366407784796,2.968952134347027,0.03364387080490669,2.669778428784268,190711,16054,18
drop_Maine,near_100_250_monthly_fpl,uninsured,-0.06413195068265809,0.01252988894051499,-5.118317567467777,0.02597932550110863,-2.468576433207296,190711,16054,18
drop_Maine,near_100_250_monthly_fpl,any_coverage,0.06413194988286675,0.01252988902618711,5.118317468641007,0.02597932550528935,2.4685764020243552,190711,16054,18
drop_Maine,near_100_250_monthly_fpl,public,0.07712744490166934,0.029254781909198987,2.6364047129477006,0.0333581389601305,2.312102752310365,190711,16054,18
drop_Maine,near_100_250_monthly_fpl,private,-0.03171015276500411,0.033140280192060716,-0.9568462481678348,0.03275440834136384,-0.9681186249656357,190711,16054,18
drop_Virginia,near_100_250_monthly_fpl,medicaid,0.06250567340553981,0.03701812867904432,1.6885152123025549,0.04007222899179382,1.559825220063002,183617,15429,18
drop_Virginia,near_100_250_monthly_fpl,uninsured,-0.07125449825372077,0.021755922413996327,-3.2751770712272954,0.03165788301157808,-2.250766364499522,183617,15429,18
drop_Virginia,near_100_250_monthly_fpl,any_coverage,0.07125449813861495,0.02175592240255206,3.275177067659356,0.03165788301635811,2.250766360523749,183617,15429,18
drop_Virginia,near_100_250_monthly_fpl,public,0.045553179726037896,0.032114453838618516,1.4184634730190846,0.03979919056593864,1.1445755322728521,183617,15429,18
drop_Virginia,near_100_250_monthly_fpl,private,0.017187372493639774,0.049459054634088506,0.3475070969470932,0.03931722491274703,0.4371461244221095,183617,15429,18
drop_Idaho,near_100_250_monthly_fpl,medicaid,0.09083308614004548,0.03142050837647752,2.8908853113288986,0.03499470969019926,2.595623365479283,187634,15843,18
drop_Idaho,near_100_250_monthly_fpl,uninsured,-0.07138367988553307,0.01593033322536043,-4.48099100475144,0.02647157729629341,-2.696616037893908,187634,15843,18
drop_Idaho,near_100_250_monthly_fpl,any_coverage,0.07138367983588756,0.015930333232559196,4.480990999610109,0.026471577295779307,2.696616036070852,187634,15843,18
drop_Idaho,near_100_250_monthly_fpl,public,0.0758579258578822,0.030780411555644933,2.4644870560208716,0.03471681560539126,2.185048499842884,187634,15843,18
drop_Idaho,near_100_250_monthly_fpl,private,-0.019374134762536466,0.039948915274191504,-0.4849727365451868,0.03424162321032766,-0.5658065519713157,187634,15843,18
drop_Utah,near_100_250_monthly_fpl,medicaid,0.10105814232412003,0.028330290357718738,3.567141072261767,0.035705039007626435,2.8303607875217405,186666,15743,18
drop_Utah,near_100_250_monthly_fpl,uninsured,-0.07358373939044971,0.01675257554161287,-4.392383679015206,0.02714232422812711,-2.711033099891872,186666,15743,18
drop_Utah,near_100_250_monthly_fpl,any_coverage,0.07358373942373087,0.016752575543316356,4.392383680555197,0.02714232422774395,2.711033101156315,186666,15743,18
drop_Utah,near_100_250_monthly_fpl,public,0.08540143794758415,0.02810737454280482,3.0383996846637524,0.03547245522159669,2.4075423427580844,186666,15743,18
drop_Utah,near_100_250_monthly_fpl,private,-0.028866565819525736,0.03784555248865155,-0.7627465823938422,0.03502225261398889,-0.8242349839026517,186666,15743,18
drop_Nebraska,near_100_250_monthly_fpl,medicaid,0.08476053287049223,0.030934499775387356,2.740000112687482,0.034059502848951234,2.488601587826823,189375,15957,18
drop_Nebraska,near_100_250_monthly_fpl,uninsured,-0.07974222148660526,0.014816788452689881,-5.381882972900827,0.025882089295972983,-3.080980850298373,189375,15957,18
drop_Nebraska,near_100_250_monthly_fpl,any_coverage,0.0797422213357355,0.014816788437270348,5.3818829683192915,0.025882089296336317,3.0809808444260036,189375,15957,18
drop_Nebraska,near_100_250_monthly_fpl,public,0.07063679435714276,0.030164161628092528,2.341745652607736,0.03380938066263371,2.0892661436774227,189375,15957,18
drop_Nebraska,near_100_250_monthly_fpl,private,-0.004827272127525983,0.039674757848221845,-0.12167111759050935,0.03334713442723822,-0.1447582291683518,189375,15957,18
drop_Oklahoma,near_100_250_monthly_fpl,medicaid,0.07548134157368902,0.03451966961334773,2.186618308319574,0.0350635210272837,2.1527028479243517,183509,15533,18
drop_Oklahoma,near_100_250_monthly_fpl,uninsured,-0.0757438827592925,0.017367401178331247,-4.3612675253794295,0.026329719562922353,-2.876744759027188,183509,15533,18
drop_Oklahoma,near_100_250_monthly_fpl,any_coverage,0.07574388274416649,0.01736740117744783,4.361267524730329,0.026329719562787006,2.8767447584674914,183509,15533,18
drop_Oklahoma,near_100_250_monthly_fpl,public,0.06594012185926396,0.0349535454681644,1.8865073907687577,0.03500117697395593,1.8839401288799351,183509,15533,18
drop_Oklahoma,near_100_250_monthly_fpl,private,0.000373253487898656,0.04558901330347389,0.008187356138067897,0.035463041398367416,0.010525140348392092,183509,15533,18
