model,outcome,term,coef,se,t,n_person_years,n_persons,n_states,weighted_mean
adult_dental_pooled_medicaid_target,dental_visits,dental_treat,-0.2697724270251345,0.21628647740830054,-1.2472921574096583,49363,34071,52,1.2416058536829437
adult_dental_pooled_medicaid_target,dental_any,dental_treat,-0.05477209417319928,0.06598402987095264,-0.8300810708336404,50091,34440,52,0.5272336070036415
adult_dental_pooled_medicaid_target,doctor_any,dental_treat,-0.0026215687680606337,0.055938563302769806,-0.046865142993953626,50091,34440,52,0.6794148960611036
adult_dental_pooled_medicaid_target,hospital_any,dental_treat,-0.07335393995465267,0.04008261628635479,-1.8300686619507007,50091,34440,52,0.10486257569825959
adult_dental_pooled_medicaid_target,oop_any,dental_treat,-0.0005625842876944009,0.06335637324690079,-0.008879679483893453,50091,34440,52,0.4612184379912291
adult_dental_pooled_medicaid_target,sick_days,dental_treat,-3.5662318364032117,6.80735120855214,-0.5238795130656577,49363,34071,52,11.04725532722243
adult_dental_pooled_public_target,dental_visits,dental_treat,-0.3190866302008222,0.2068741145930161,-1.5424193153820234,49363,34071,52,1.2416058536829437
adult_dental_pooled_public_target,dental_any,dental_treat,-0.02995496168082523,0.06345281178285528,-0.47208249467865115,50091,34440,52,0.5272336070036415
adult_dental_pooled_public_target,doctor_any,dental_treat,-0.015471391492403619,0.05597184933856049,-0.2764137986368974,50091,34440,52,0.6794148960611036
adult_dental_pooled_public_target,hospital_any,dental_treat,-0.06050147320174187,0.03909111028783593,-1.5477041392853008,50091,34440,52,0.10486257569825959
adult_dental_pooled_public_target,oop_any,dental_treat,-0.005844938324682025,0.061579433267982174,-0.09491705289403926,50091,34440,52,0.4612184379912291
adult_dental_pooled_public_target,sick_days,dental_treat,2.0702012378567574,6.685469345897777,0.3096568289744741,49363,34071,52,11.04725532722243
