model,excluded_state,excluded_state_name,outcome,term,coef,se,t,n_person_years,n_persons,n_states,weighted_mean
snap_ea_lag_snap_leave_one,16,Idaho,food_insecure,ea_end_treat,0.06681142573225352,0.04251025177140188,1.5716544350649995,27328,18637,49,0.20091160010772066
snap_ea_lag_snap_leave_one,16,Idaho,very_low_food,ea_end_treat,0.014506603487053515,0.035523575812161916,0.40836551938802873,27328,18637,49,0.08560714109502598
snap_ea_lag_snap_leave_one,16,Idaho,food_score,ea_end_treat,0.12792945604172878,0.1982157310139429,0.6454051622811409,27328,18637,49,0.861807956971328
snap_ea_lag_snap_leave_one,38,North Dakota,food_insecure,ea_end_treat,0.06616209768829806,0.041950092999804865,1.5771621218719543,27590,18809,49,0.20131043157799197
snap_ea_lag_snap_leave_one,38,North Dakota,very_low_food,ea_end_treat,0.009721154113821684,0.03505460558934271,0.27731460532470253,27590,18809,49,0.08583053930344917
snap_ea_lag_snap_leave_one,38,North Dakota,food_score,ea_end_treat,0.10355145400502064,0.1956069501817855,0.52938535112779,27590,18809,49,0.863431994778253
snap_ea_lag_snap_leave_one,05,Arkansas,food_insecure,ea_end_treat,0.06510251468801281,0.042921863947701214,1.5167681153674488,27241,18587,49,0.19988584647618948
snap_ea_lag_snap_leave_one,05,Arkansas,very_low_food,ea_end_treat,0.026797583616481352,0.035822973052615247,0.7480558237620929,27241,18587,49,0.08497532596170124
snap_ea_lag_snap_leave_one,05,Arkansas,food_score,ea_end_treat,0.15561777564142076,0.200443091309491,0.776368866718093,27241,18587,49,0.8575064538301526
snap_ea_lag_snap_leave_one,31,Nebraska,food_insecure,ea_end_treat,0.05732708388954988,0.042434166647094165,1.3509652343667637,27465,18726,49,0.2004957846559496
snap_ea_lag_snap_leave_one,31,Nebraska,very_low_food,ea_end_treat,-0.0005712432644781329,0.035265820459345516,-0.016198212803149238,27465,18726,49,0.08472941283956803
snap_ea_lag_snap_leave_one,31,Nebraska,food_score,ea_end_treat,0.048734288218879485,0.19646550954250752,0.24805518450725966,27465,18726,49,0.857416292289787
snap_ea_lag_snap_leave_one,12,Florida,food_insecure,ea_end_treat,0.033675615281781396,0.04988800695947103,0.6750242660353105,25944,17659,49,0.1995918455385389
snap_ea_lag_snap_leave_one,12,Florida,very_low_food,ea_end_treat,-0.03072392262301895,0.04136208774401359,-0.7428039612789051,25944,17659,49,0.08486682900522811
snap_ea_lag_snap_leave_one,12,Florida,food_score,ea_end_treat,-0.041550057151002906,0.23587786417446965,-0.17615072654833752,25944,17659,49,0.8541600562304574
snap_ea_lag_snap_leave_one,46,South Dakota,food_insecure,ea_end_treat,0.06710416013530174,0.042194545978957214,1.5903515153064371,27592,18812,49,0.20113700714727775
snap_ea_lag_snap_leave_one,46,South Dakota,very_low_food,ea_end_treat,0.009771734056473358,0.03529349099317893,0.2768707141597841,27592,18812,49,0.08576744021070622
snap_ea_lag_snap_leave_one,46,South Dakota,food_score,ea_end_treat,0.1041432424068649,0.19683761678514056,0.5290820124109873,27592,18812,49,0.8624656912406092
snap_ea_lag_snap_leave_one,30,Montana,food_insecure,ea_end_treat,0.06342609428378132,0.04225287386217636,1.5011072262367142,27491,18737,49,0.20122627654011055
snap_ea_lag_snap_leave_one,30,Montana,very_low_food,ea_end_treat,0.006185615107842879,0.03531619920023647,0.17514951347883045,27491,18737,49,0.08580059065591329
snap_ea_lag_snap_leave_one,30,Montana,food_score,ea_end_treat,0.08890596096233772,0.1970433183251812,0.45120007985054295,27491,18737,49,0.8630752394700265
snap_ea_lag_snap_leave_one,29,Missouri,food_insecure,ea_end_treat,0.07013819130686205,0.04308944122927958,1.6277349927481226,27230,18543,49,0.20070571738662663
snap_ea_lag_snap_leave_one,29,Missouri,very_low_food,ea_end_treat,0.015118635573871775,0.03637659355439085,0.4156143854224875,27230,18543,49,0.08568088517215748
snap_ea_lag_snap_leave_one,29,Missouri,food_score,ea_end_treat,0.12845635303874792,0.20204100789253351,0.6357934677650906,27230,18543,49,0.8612356295025321
snap_ea_lag_snap_leave_one,28,Mississippi,food_insecure,ea_end_treat,0.05900658136296988,0.043305567239588796,1.362563409838623,26995,18426,49,0.20084307449996525
snap_ea_lag_snap_leave_one,28,Mississippi,very_low_food,ea_end_treat,0.012075267361024544,0.036541092500610495,0.33045720679595997,26995,18426,49,0.08564644739495783
snap_ea_lag_snap_leave_one,28,Mississippi,food_score,ea_end_treat,0.10641955349445142,0.20339909813751905,0.5232056310421823,26995,18426,49,0.8616441869845813
snap_ea_lag_snap_leave_one,47,Tennessee,food_insecure,ea_end_treat,0.08608036989167034,0.04319032128283524,1.9930476860305397,26744,18272,49,0.20031220440798728
snap_ea_lag_snap_leave_one,47,Tennessee,very_low_food,ea_end_treat,0.027637864927429923,0.036145813813328195,0.7646214599057913,26744,18272,49,0.08483667664735237
snap_ea_lag_snap_leave_one,47,Tennessee,food_score,ea_end_treat,0.20446833947802623,0.2004708374291333,1.019940566419323,26744,18272,49,0.8569214944999298
snap_ea_lag_snap_leave_one,19,Iowa,food_insecure,ea_end_treat,0.08401173897044523,0.04253480635077546,1.975129221880508,27349,18651,49,0.20102074079381288
snap_ea_lag_snap_leave_one,19,Iowa,very_low_food,ea_end_treat,0.017080882685930387,0.03578684028525909,0.47729507689915146,27349,18651,49,0.08570749185244865
snap_ea_lag_snap_leave_one,19,Iowa,food_score,ea_end_treat,0.16497347614329838,0.19924152380250237,0.8280075006193383,27349,18651,49,0.8618106038177316
snap_ea_lag_snap_leave_one,56,Wyoming,food_insecure,ea_end_treat,0.06931318825897681,0.0420446554932851,1.6485612129714498,27568,18796,49,0.20108020858040665
snap_ea_lag_snap_leave_one,56,Wyoming,very_low_food,ea_end_treat,0.011554417306019416,0.035137884586693556,0.32883076035815156,27568,18796,49,0.08571382667950736
snap_ea_lag_snap_leave_one,56,Wyoming,food_score,ea_end_treat,0.11530825118023325,0.1960507974264554,0.5881549715373582,27568,18796,49,0.8620650267798123
snap_ea_lag_snap_leave_one,04,Arizona,food_insecure,ea_end_treat,0.07082692427141546,0.04270120388729164,1.6586634057990657,26944,18407,49,0.20064986868888515
snap_ea_lag_snap_leave_one,04,Arizona,very_low_food,ea_end_treat,0.0028649491036008556,0.03533302285546896,0.0810841776917881,26944,18407,49,0.08536600776986003
snap_ea_lag_snap_leave_one,04,Arizona,food_score,ea_end_treat,0.11252078521601927,0.1986469083256249,0.566436126111631,26944,18407,49,0.860551503273143
snap_ea_lag_snap_leave_one,21,Kentucky,food_insecure,ea_end_treat,0.059688517913453754,0.04252264324644792,1.4036878556094878,27152,18526,49,0.20142586445059532
snap_ea_lag_snap_leave_one,21,Kentucky,very_low_food,ea_end_treat,0.0044560136028284625,0.03553685623290845,0.12539132819244794,27152,18526,49,0.08591148355839086
snap_ea_lag_snap_leave_one,21,Kentucky,food_score,ea_end_treat,0.07095216987755104,0.19837787511731056,0.3576617091779693,27152,18526,49,0.8640412209230014
snap_ea_lag_snap_leave_one,18,Indiana,food_insecure,ea_end_treat,0.06927863110020549,0.042996005639576965,1.6112806310648515,26959,18417,49,0.20100805170814365
snap_ea_lag_snap_leave_one,18,Indiana,very_low_food,ea_end_treat,0.005600479892197779,0.0365387565486718,0.1532750542492492,26959,18417,49,0.08581638467102849
snap_ea_lag_snap_leave_one,18,Indiana,food_score,ea_end_treat,0.07891316443124419,0.20118656019058467,0.39223874773985645,26959,18417,49,0.8624952697167605
snap_ea_lag_snap_leave_one,13,Georgia,food_insecure,ea_end_treat,0.06059430355265977,0.044085425663670505,1.3744747303777025,26707,18201,49,0.20104387220392725
snap_ea_lag_snap_leave_one,13,Georgia,very_low_food,ea_end_treat,0.011511333265552565,0.03675021858985988,0.3132316951368766,26707,18201,49,0.08571332711129379
snap_ea_lag_snap_leave_one,13,Georgia,food_score,ea_end_treat,0.05060791479210858,0.20356746843365736,0.24860511938134996,26707,18201,49,0.8607653454320269
snap_ea_lag_snap_leave_one,02,Alaska,food_insecure,ea_end_treat,0.06613240578147322,0.04216271503108584,1.568504441251351,27539,18776,49,0.20041184282816552
snap_ea_lag_snap_leave_one,02,Alaska,very_low_food,ea_end_treat,0.009321250007564619,0.03519491606969129,0.26484649058708154,27539,18776,49,0.08505478222386831
snap_ea_lag_snap_leave_one,02,Alaska,food_score,ea_end_treat,0.1001674104811272,0.19632433088874768,0.5102139405119872,27539,18776,49,0.8582397062290594
