model,exposure,resume_2023,oct_dec,exposed,rows,persons,uninsured,any_coverage,private,public,direct_market,exchange_subsidy,oop_any,doctor_any,d_food_insecure,d_rent_mortgage_hardship,d_medical_debt,d_credit_card_debt,d_uninsured,d_direct_market,d_oop_any,d_doctor_any
monthly_octdec_ddd,student_debt_prev,0,0.0,0,217778,20096,0.1277761657314175,0.8722238342685825,0.7234912761777532,0.1915669738015819,0.1482375210160514,0.12267071046961431,0.5736058686374477,0.7155043199832739,,,,,,,,
monthly_octdec_ddd,student_debt_prev,0,0.0,1,39621,4091,0.07878917953396146,0.9212108204660385,0.8154337872721023,0.15015669778870233,0.10792623515677681,0.09333645584015426,0.6813197784223449,0.7468293168920891,,,,,,,,
monthly_octdec_ddd,student_debt_prev,0,1.0,0,80007,19041,0.12739929772413802,0.872600702275862,0.7204146004498693,0.19615023340017948,0.14899267903175537,0.12461147346930622,0.579186206756732,0.7236743605120011,,,,,,,,
monthly_octdec_ddd,student_debt_prev,0,1.0,1,14762,3906,0.07559381323113322,0.9244061867688668,0.8181764928654129,0.1545406732018828,0.1094267870879778,0.0962602829655557,0.692785912311019,0.7581517788681044,,,,,,,,
monthly_octdec_ddd,student_debt_prev,1,0.0,0,48640,6401,0.11440475663983568,0.8855952433601643,0.738124455123803,0.19176454911841664,0.16894675215284236,0.1443263821934081,0.5992524697227722,0.7388771055089204,,,,,,,,
monthly_octdec_ddd,student_debt_prev,1,0.0,1,7666,1024,0.05855001743999847,0.9414499825600016,0.8379321595727456,0.15170827842483842,0.14011142228228785,0.12211838408154672,0.7296786018749123,0.8131107665261902,,,,,,,,
monthly_octdec_ddd,student_debt_prev,1,1.0,0,18011,6121,0.11327017922523881,0.8867298207747611,0.7419604572577642,0.18501661204470526,0.1694451964498444,0.14436563724332435,0.6037045255794532,0.7472992124776756,,,,,,,,
monthly_octdec_ddd,student_debt_prev,1,1.0,1,2859,974,0.056998624747363134,0.9430013752526368,0.8383533495867418,0.1490474878763821,0.1304249181949012,0.11670288513806229,0.741108927809586,0.8256894401350438,,,,,,,,
monthly_octdec_ddd,student_debt_10k_prev,0,0.0,0,232198,21199,0.12523421324842082,0.8747657867515791,0.728397588985058,0.1898685104435344,0.14636846706083292,0.12141426207562707,0.5784579405927962,0.7170713642212845,,,,,,,,
monthly_octdec_ddd,student_debt_10k_prev,0,0.0,1,25201,2619,0.07274867293973712,0.9272513270602629,0.8256536250709927,0.14133343879919885,0.10111724308635113,0.0875260742047192,0.7006869911706826,0.7511741597768258,,,,,,,,
monthly_octdec_ddd,student_debt_10k_prev,0,1.0,0,85358,20091,0.12473195818058569,0.8752680418194143,0.7257356937135794,0.19443695704982158,0.14725129590928823,0.12367445302727814,0.5847887891150596,0.7257383096480915,,,,,,,,
monthly_octdec_ddd,student_debt_10k_prev,0,1.0,1,9411,2500,0.0687128654772747,0.9312871345227253,0.8288325198785681,0.14553876356863593,0.10177614519993587,0.08826121780060532,0.7098700365458332,0.7603922989023619,,,,,,,,
monthly_octdec_ddd,student_debt_10k_prev,1,0.0,0,51364,6766,0.11298143071432848,0.8870185692856716,0.7414263919776874,0.19025904443215474,0.16598565429584608,0.14216121508022184,0.6049370854983778,0.7429677032390776,,,,,,,,
monthly_octdec_ddd,student_debt_10k_prev,1,0.0,1,4942,659,0.042021102887228955,0.9579788971127711,0.860252420229719,0.14446561855624768,0.15275470943900293,0.1307584182938979,0.7458173386671307,0.8141623972013583,,,,,,,,
monthly_octdec_ddd,student_debt_10k_prev,1,1.0,0,19025,6465,0.1109119935301241,0.889088006469876,0.7460746293207179,0.1840052907081005,0.16676704347791488,0.14265378397585685,0.6092892271481346,0.7508377325678769,,,,,,,,
monthly_octdec_ddd,student_debt_10k_prev,1,1.0,1,1845,630,0.048889075510533994,0.951110924489466,0.8515514752911421,0.13925323245327165,0.13449513778007596,0.1178523653536598,0.7625238801745394,0.8346313245034657,,,,,,,,
monthly_octdec_ddd,student_debt_25k_prev,0,0.0,0,241173,21914,0.1236966518575078,0.8763033481424922,0.7313526927050076,0.18823138087558222,0.14470910106244078,0.1201792996781064,0.582374645775601,0.7170554794237651,,,,,,,,
monthly_octdec_ddd,student_debt_25k_prev,0,0.0,1,16226,1695,0.06465068698850517,0.9353493130114948,0.8392513799279369,0.13670468181122766,0.09856830085485359,0.08551465284563205,0.7150825800457088,0.7699167507742332,,,,,,,,
monthly_octdec_ddd,student_debt_25k_prev,0,1.0,0,88721,20791,0.12281883350361485,0.8771811664963851,0.7290214636083917,0.19293450700452228,0.14565579164071388,0.12244457370719611,0.5888821227158468,0.7257177220325653,,,,,,,,
monthly_octdec_ddd,student_debt_25k_prev,0,1.0,1,6048,1610,0.06302335135944832,0.9369766486405516,0.8423813318708181,0.1383799492640215,0.09771346381777529,0.0849324996632076,0.7249085455839357,0.7796740198433187,,,,,,,,
monthly_octdec_ddd,student_debt_25k_prev,1,0.0,0,53189,7008,0.11006979417402472,0.8899302058259753,0.7457271401088417,0.1889515846011325,0.16663658754071506,0.1429969473902369,0.6089677155506361,0.7458441328736412,,,,,,,,
monthly_octdec_ddd,student_debt_25k_prev,1,0.0,1,3117,417,0.04614004505983897,0.9538599549401611,0.8623544401018325,0.13817724108907464,0.13483512909655648,0.1110141706487973,0.7650328229142438,0.8107314961710299,,,,,,,,
monthly_octdec_ddd,student_debt_25k_prev,1,1.0,0,19718,6704,0.10850184909286452,0.8914981509071355,0.7497351486057757,0.18268861356618826,0.1672879746115195,0.14342433725355655,0.6141095795470756,0.754421957762767,,,,,,,,
monthly_octdec_ddd,student_debt_25k_prev,1,1.0,1,1152,391,0.0487131610938311,0.9512868389061689,0.858660603887153,0.13256278807141098,0.10681890054731218,0.09082940885616468,0.780584636071912,0.8297701095067033,,,,,,,,
annual_pair_change_ddd,student_debt_base,0,,0,31529,21923,,,,,,,,,0.008650043988152018,-0.007828294836231925,-0.0018900518877368114,0.005954863957779378,-0.023565892861851435,0.0052746904738991286,-0.009223268329103813,-0.009320224229551229
annual_pair_change_ddd,student_debt_base,0,,1,4807,3754,,,,,,,,,-0.009041800212504449,-0.005307776193903051,-0.04134345336809177,-0.06594321829787934,-0.01607295449275106,-0.0009552616824236907,-0.02059733369624273,-0.03561369068177516
annual_pair_change_ddd,student_debt_base,1,,0,6956,6956,,,,,,,,,-0.03362626162512026,0.009717525445371699,0.0181756190498852,0.020117266005178325,-0.021655407769622596,0.001769905411452163,0.014041150166777584,0.012608936289493895
annual_pair_change_ddd,student_debt_base,1,,1,940,940,,,,,,,,,-0.040053080880609666,-0.004795282517090185,0.003404772293097261,-0.04940569506541992,-0.017886961624610665,-0.001453067027941397,0.003297312228768849,0.023379705060146562
annual_pair_change_ddd,student_debt_10k_base,0,,0,33292,22947,,,,,,,,,0.007494755848328071,-0.007954099634455855,-0.004110762271944566,0.00037986526719624,-0.02314048224635471,0.004984625898579313,-0.010340586299263169,-0.010404280975379388
annual_pair_change_ddd,student_debt_10k_base,0,,1,3044,2384,,,,,,,,,-0.007725050006107609,-0.00267517755325022,-0.04186067920671908,-0.052045809669410074,-0.01601023101595477,-0.0016254564144210473,-0.016113004462670114,-0.03980339810507173
annual_pair_change_ddd,student_debt_10k_base,1,,0,7286,7286,,,,,,,,,-0.03403817299938518,0.008857025593693505,0.01561736544285824,0.01608231139386996,-0.021418570369309897,0.0019737467927973614,0.013747943853759383,0.01462492118572458
annual_pair_change_ddd,student_debt_10k_base,1,,1,610,610,,,,,,,,,-0.038917472533078375,-0.0029888119166295215,0.023548015395409436,-0.041700935283874585,-0.018501792068393755,-0.005348724778853572,0.0008939499871871434,0.007053713770763364
annual_pair_change_ddd,student_debt_25k_base,0,,0,34362,23604,,,,,,,,,0.006703667004643229,-0.007695499395071416,-0.005076893498426692,-0.0013910779524476293,-0.02285350685770658,0.0047697106104866655,-0.010294103214163972,-0.011855322058146765
annual_pair_change_ddd,student_debt_25k_base,0,,1,1974,1558,,,,,,,,,-0.0035926783032819583,-0.003866184708412369,-0.046898813053929386,-0.05245461471308329,-0.016662441527831577,-0.0018055283546557681,-0.019864387585168577,-0.03300385410114401
annual_pair_change_ddd,student_debt_25k_base,1,,0,7498,7498,,,,,,,,,-0.03293408316056665,0.009017005690899202,0.0164328145798676,0.01468343473566265,-0.021600008178155817,0.001170304945336639,0.014409260369326516,0.01569739181311255
annual_pair_change_ddd,student_debt_25k_base,1,,1,398,398,,,,,,,,,-0.06042060530461546,-0.011979222136128781,0.013749672506170409,-0.04819204850991064,-0.013852697937316543,0.0045645064687009915,-0.01722364845645028,-0.015327023139368436
