model,outcome,term,coef,se,t,n_person_years,n_persons,n_states,weighted_mean
sbm_138_600,uninsured,sbm_active,0.031264195362699636,0.011825713939277607,2.6437469672642413,62748,38070,38,0.14205757694321228
sbm_138_600,uninsured,sbm_active_x_subsidy_income,-0.0424885348100897,0.014668172971055757,-2.8966480620272876,62748,38070,38,0.14205757694321228
sbm_138_600,any_coverage,sbm_active,-0.031264195361738675,0.011825713939279359,-2.6437469671825893,62748,38070,38,0.8579424230567878
sbm_138_600,any_coverage,sbm_active_x_subsidy_income,0.042488534809370385,0.014668172971056865,2.8966480619780297,62748,38070,38,0.8579424230567878
sbm_138_600,direct_market,sbm_active,-0.0249181465033562,0.012272275962736647,-2.030442159141245,62748,38070,38,0.10889659410886011
sbm_138_600,direct_market,sbm_active_x_subsidy_income,0.021671031111365084,0.016367547013241113,1.3240243693104121,62748,38070,38,0.10889659410886011
sbm_138_600,exchange_subsidy,sbm_active,-0.01689530266805049,0.010647820937182135,-1.5867380535159248,62748,38070,38,0.08207684149253988
sbm_138_600,exchange_subsidy,sbm_active_x_subsidy_income,0.01635386943386128,0.014842382728318374,1.1018358529900378,62748,38070,38,0.08207684149253988
sbm_138_600,private,sbm_active,0.0019610279717402978,0.015224928559322844,0.12880375524254795,62748,38070,38,0.7434973551550081
sbm_138_600,private,sbm_active_x_subsidy_income,-0.003944919092679515,0.02012974651769636,-0.19597460351582063,62748,38070,38,0.7434973551550081
sbm_138_600,oop_any,sbm_active,0.09839836158273566,0.020282458302764934,4.851402138434168,62748,38070,38,0.62553269031296
sbm_138_600,oop_any,sbm_active_x_subsidy_income,-0.06818917833067084,0.02467034988911355,-2.7640134265287064,62748,38070,38,0.62553269031296
sbm_138_600,doctor_any,sbm_active,-0.013697378695971735,0.01983130483347021,-0.6906947783311784,62748,38070,38,0.736192594439496
sbm_138_600,doctor_any,sbm_active_x_subsidy_income,0.020462531507740075,0.023563702520041002,0.8683920317843355,62748,38070,38,0.736192594439496
sbm_138_400,uninsured,sbm_active,0.0065442584412995775,0.013099597878953645,0.4995770482248049,41924,27766,38,0.17476706255598187
sbm_138_400,any_coverage,sbm_active,-0.006544258441520068,0.013099597878954533,-0.4995770482416029,41924,27766,38,0.8252329374440182
sbm_138_400,direct_market,sbm_active,-0.007042113296765962,0.014419476385998423,-0.4883751051878682,41924,27766,38,0.1280467425210221
sbm_138_400,exchange_subsidy,sbm_active,-0.004921300386274308,0.013363359871217926,-0.36826819255790827,41924,27766,38,0.10178524515956498
sbm_138_400,private,sbm_active,-0.007448372850367813,0.01825248210403411,-0.40807451873745954,41924,27766,38,0.6749805490461852
sbm_138_400,oop_any,sbm_active,0.02550152060915578,0.02012638708993975,1.2670689724487518,41924,27766,38,0.5988216457191207
sbm_138_400,doctor_any,sbm_active,-0.015332248261671566,0.01818869299323341,-0.8429549208057717,41924,27766,38,0.7147583354095542
