state_fips,state_name,year,child_ce_pre2024_state_year,source
01,Alabama,2017,,not built in this run; backup only and requires state-specific verification
01,Alabama,2018,,not built in this run; backup only and requires state-specific verification
01,Alabama,2019,,not built in this run; backup only and requires state-specific verification
01,Alabama,2020,,not built in this run; backup only and requires state-specific verification
01,Alabama,2021,,not built in this run; backup only and requires state-specific verification
01,Alabama,2022,,not built in this run; backup only and requires state-specific verification
01,Alabama,2023,,not built in this run; backup only and requires state-specific verification
02,Alaska,2017,,not built in this run; backup only and requires state-specific verification
02,Alaska,2018,,not built in this run; backup only and requires state-specific verification
02,Alaska,2019,,not built in this run; backup only and requires state-specific verification
02,Alaska,2020,,not built in this run; backup only and requires state-specific verification
02,Alaska,2021,,not built in this run; backup only and requires state-specific verification
02,Alaska,2022,,not built in this run; backup only and requires state-specific verification
02,Alaska,2023,,not built in this run; backup only and requires state-specific verification
04,Arizona,2017,,not built in this run; backup only and requires state-specific verification
04,Arizona,2018,,not built in this run; backup only and requires state-specific verification
04,Arizona,2019,,not built in this run; backup only and requires state-specific verification
04,Arizona,2020,,not built in this run; backup only and requires state-specific verification
04,Arizona,2021,,not built in this run; backup only and requires state-specific verification
04,Arizona,2022,,not built in this run; backup only and requires state-specific verification
04,Arizona,2023,,not built in this run; backup only and requires state-specific verification
05,Arkansas,2017,,not built in this run; backup only and requires state-specific verification
05,Arkansas,2018,,not built in this run; backup only and requires state-specific verification
05,Arkansas,2019,,not built in this run; backup only and requires state-specific verification
05,Arkansas,2020,,not built in this run; backup only and requires state-specific verification
05,Arkansas,2021,,not built in this run; backup only and requires state-specific verification
05,Arkansas,2022,,not built in this run; backup only and requires state-specific verification
05,Arkansas,2023,,not built in this run; backup only and requires state-specific verification
06,California,2017,,not built in this run; backup only and requires state-specific verification
06,California,2018,,not built in this run; backup only and requires state-specific verification
06,California,2019,,not built in this run; backup only and requires state-specific verification
06,California,2020,,not built in this run; backup only and requires state-specific verification
06,California,2021,,not built in this run; backup only and requires state-specific verification
06,California,2022,,not built in this run; backup only and requires state-specific verification
06,California,2023,,not built in this run; backup only and requires state-specific verification
08,Colorado,2017,,not built in this run; backup only and requires state-specific verification
08,Colorado,2018,,not built in this run; backup only and requires state-specific verification
08,Colorado,2019,,not built in this run; backup only and requires state-specific verification
08,Colorado,2020,,not built in this run; backup only and requires state-specific verification
08,Colorado,2021,,not built in this run; backup only and requires state-specific verification
08,Colorado,2022,,not built in this run; backup only and requires state-specific verification
08,Colorado,2023,,not built in this run; backup only and requires state-specific verification
09,Connecticut,2017,,not built in this run; backup only and requires state-specific verification
09,Connecticut,2018,,not built in this run; backup only and requires state-specific verification
09,Connecticut,2019,,not built in this run; backup only and requires state-specific verification
09,Connecticut,2020,,not built in this run; backup only and requires state-specific verification
09,Connecticut,2021,,not built in this run; backup only and requires state-specific verification
09,Connecticut,2022,,not built in this run; backup only and requires state-specific verification
09,Connecticut,2023,,not built in this run; backup only and requires state-specific verification
10,Delaware,2017,,not built in this run; backup only and requires state-specific verification
10,Delaware,2018,,not built in this run; backup only and requires state-specific verification
10,Delaware,2019,,not built in this run; backup only and requires state-specific verification
