outcome,cutoff,bandwidth,donut,n,coef,se,p,mean_below,mean_above,design,sample_definition
post_weekend_rn_lt8_day_share,180,10,0,1500,-0.019313339081696645,0.012532099370547856,0.1235015899079781,0.05282067825674749,0.04666545407889077,placebo_cutoff,post-period RD at non-policy placebo cutoffs
post_weekend_rn_lt8_days,180,10,0,1500,-0.5112888486816479,0.3316519237325545,0.12337187032288499,1.3939419318816304,1.2312846068660024,placebo_cutoff,post-period RD at non-policy placebo cutoffs
post_zero_rn_day_share,180,10,0,1500,-0.004162820488810313,0.0035907552593773774,0.24651235467533383,0.01130201626596645,0.008313903223263329,placebo_cutoff,post-period RD at non-policy placebo cutoffs
post_zero_rn_days,180,10,0,1500,-0.3817731158309424,0.3287224905821612,0.24567094973475534,1.0342266890005583,0.7606866002214839,placebo_cutoff,post-period RD at non-policy placebo cutoffs
post_weekend_p10_total_hprd,180,10,0,1500,-0.08633673391539975,0.054009578913966974,0.11013294243126182,2.72493884866274,2.7323063799886085,placebo_cutoff,post-period RD at non-policy placebo cutoffs
post_weekend_p25_total_hprd,180,10,0,1500,-0.10676041875926738,0.05717524743155303,0.06206227776793072,2.8767596884707487,2.8777745522892357,placebo_cutoff,post-period RD at non-policy placebo cutoffs
post_worst_weekend_total_hprd,180,10,0,1500,-0.05415815996445625,0.05272830222712855,0.3045311984838679,2.4915702455232958,2.505189905891853,placebo_cutoff,post-period RD at non-policy placebo cutoffs
post_worst_weekend_rn_hprd,180,10,0,1500,-0.02986551472418148,0.014366919447865494,0.03780860094218519,0.16469784757269343,0.16572388634056243,placebo_cutoff,post-period RD at non-policy placebo cutoffs
post_weekend_share_total_hours,180,10,0,1500,-0.0008578880889770404,0.0015081892964549485,0.5695637469079031,0.25110080369484594,0.2517922989577449,placebo_cutoff,post-period RD at non-policy placebo cutoffs
post_contract_share_total_hours,180,10,0,1500,0.006008744684326647,0.013122289053679523,0.6470881293701847,0.0963968702130102,0.08745470931150488,placebo_cutoff,post-period RD at non-policy placebo cutoffs
post_avg_daily_census,180,10,0,1500,6.975785351299411,5.5606750727637175,0.2098616118064882,89.76653909793048,91.29877608452949,placebo_cutoff,post-period RD at non-policy placebo cutoffs
post_occupancy,180,10,0,1500,0.03450782835967566,0.018378861132881025,0.06063272195950686,0.7718843183914343,0.7754620593464704,placebo_cutoff,post-period RD at non-policy placebo cutoffs
post_weekend_rn_lt8_day_share,180,20,0,2589,-0.008408473098584201,0.008774060617200772,0.33798441607706176,0.056328994462327794,0.04555650389867033,placebo_cutoff,post-period RD at non-policy placebo cutoffs
post_weekend_rn_lt8_days,180,20,0,2589,-0.22286366165061144,0.23213209457451967,0.33710847083329254,1.486204906204906,1.2026266852626686,placebo_cutoff,post-period RD at non-policy placebo cutoffs
post_zero_rn_day_share,180,20,0,2589,-0.0030632341095954674,0.0029509822819520724,0.29934907685337664,0.011917565564563493,0.007966814887028942,placebo_cutoff,post-period RD at non-policy placebo cutoffs
post_zero_rn_days,180,20,0,2589,-0.28134068897296016,0.27023352623280433,0.29792552968700825,1.09002886002886,0.7291492329149232,placebo_cutoff,post-period RD at non-policy placebo cutoffs
post_weekend_p10_total_hprd,180,20,0,2589,-0.07740135415588156,0.037120598957193766,0.03715519645905574,2.686006534349166,2.748541202808492,placebo_cutoff,post-period RD at non-policy placebo cutoffs
post_weekend_p25_total_hprd,180,20,0,2589,-0.09021458186908109,0.03836536503724529,0.01877463498597698,2.8353156341867014,2.8935011588192387,placebo_cutoff,post-period RD at non-policy placebo cutoffs
post_worst_weekend_total_hprd,180,20,0,2589,-0.0584145970791693,0.037081342582478444,0.11530735344688581,2.4574423065706283,2.5243248383382833,placebo_cutoff,post-period RD at non-policy placebo cutoffs
