project,path,size_bytes,size_mb,read_status,sha256,error
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/data/analysis_panel_state_month.csv,3101803,2.9581,ok,43d63a47a76d484dd8340312844adefbbaf1af11bfeaf0355b0a7ebcf0478a59,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/data/analysis_panel_state_month.parquet,526130,0.5018,ok,209f0a6ff35a6021ab211135da5ae4f68d7981b97d72f1e3ccb0f354cd64b220,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/data/covariates_state_month.csv,383818,0.366,ok,c6df240c4ef3e05426112e64d4fe242ac926f8e41d7dd3e717ff6f590fc09886,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/data/covariates_state_month.parquet,10945,0.0104,ok,dd76dcb3ca6a16b516432acb0c65bf2bee79347904b1cd4ddf2a4a274bf9b547,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/data/fcc_annual_fee_revenue_state_year.csv,1293,0.0012,ok,9198e299a754063c25872a28c4052fdc26f4417da6c29ddc130f74a6e9d83b1d,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/data/fcc_annual_fee_revenue_state_year.parquet,4739,0.0045,ok,cc65ccf9f66beec0982b848477e2777651586c8e76369b5f8ecc6bf97ad3a02e,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/data/fee_schedule_state_month.csv,274195,0.2615,ok,cc898b88e7ab616312d492ee9d5c08fd30b9aa7fc63ff95680f170dbdf4a4a81,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/data/fee_schedule_state_month.parquet,14940,0.0142,ok,4aa684323f0a25986a57a172daf49a8b33b9b1ada55ad0a464e4bb488aab2924,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/data/mechanism_state_year.csv,69633,0.0664,ok,6f154727950a605e38d25d6a5066bc14f72746d4cf18e02bf65d30b792d105e2,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/data/mechanism_state_year.parquet,39464,0.0376,ok,c82001f03fceaa73123f53839ce5481fb109f424af7f364707387e1b847fb069,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/data/outcomes_988_state_month.csv,814650,0.7769,ok,d27a17029a832763e196aa1db2cdd4e060f3afbd65b692f713dae0f23c08a735,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/data/outcomes_988_state_month.parquet,257841,0.2459,ok,cc189da92fa473d4254146a1bfc2b1314d17bf0c3e908f68318c8f8ddee2a94c,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/data/state_population_state_year.csv,12497,0.0119,ok,c94614b9f839c72f3668da412032b59f1918f31fdb3da72f7e4b1aa3b47a1970,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/data/state_population_state_year.parquet,7531,0.0072,ok,8761d6d16a7d4df253ce6886570bac924ae9f12b0249455b422c37f35cf05448,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/data/treatment_timing_state.csv,11392,0.0109,ok,ef178cad2e3e502ea3aed83ff88de42c78a99b467c1c1267924956ebce68087c,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/data/treatment_timing_state.parquet,11706,0.0112,ok,bb2fbdfdef2bf504703def2d3cf4cf23fc0ae525a6b647202fcebb574dd206c0,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/report/data_dictionary.md,6202,0.0059,ok,8ef7ecc8249588be2ec65117c596efb1ad21c83c785a37c8026b5fe6b249d6d5,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/report/final_report.md,3219,0.0031,ok,9c61ad8fe699ca179d2084a2ed7d85784f26620dfd26ae6200e0716afe167d86,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/report/go_no_go_assessment.md,1351,0.0013,ok,9b26ee0a40a1591066b751a9f11b957403f8bc019fa28a24a9bd96bce0f9a49c,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/report/identification_audit.md,2026,0.0019,ok,badebbbfa083dba4f2d75d08c86a42a17f3930bb9e84dd00a39440904b3a54c0,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/report/mechanism_chain.md,1955,0.0019,ok,ac790f1503d3b5d8e749a33eb1f5f8ca11cf5e8abc6112d70994f4c15604c67b,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/report/policy_timeline.md,4155,0.004,ok,14d940f1900c68cec7ad90a7c0fe96a7697a40eb652a175f816ed542cae963dd,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/report/README.md,1665,0.0016,ok,092a95f063a54a00091fa24cf46963fafc45b0a670b0ae6e4bb8a53639f516f3,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/report/table1_baseline_balance.md,449,0.0004,ok,e4b61be700a348b22758027d83cc84c12a527606a81c613d0fb16b2e4fb2de53,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/requirements.txt,107,0.0001,ok,2a85723fa3185556f7160458ace746f03927db2a2cd10ca7121227015f09c7d1,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/analysis_panel_summary.csv,204,0.0002,ok,4299289f808ce81fc4a0c1414f45f99475bbc7b59cb8c05f7f745a800011a9bc,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/cs_att_gt.csv,187783,0.1791,ok,b9a19cbdea1bc311fb2d9c45b113822c83ba9f3ecb96c1e6e7c75371970da5c7,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/cs_event_study_answer_rate.csv,1196,0.0011,ok,8396bcb719abf0fd0fea5d178853467ed1a5f9d262883a2f7c88c61cef9be846,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/cs_overall_att.csv,920,0.0009,ok,57019e60e2c950264e4e48180f0faa5ff5d0ae915dd7c20d40853f9c66a16e21,
988_telecom_fee_crisis_performance,988_telecom_fee_crisis_performance/result/dose_response_models.csv,1916,0.0018,ok,2bb9976881fef67e92dc9019766fe51038dc1681472699e80ad9bb7b31fd8efe,
