download_priority_order,queue_role,country,wave,idno,actual_member_name,variable_name,variable_role,raw_variable_label,has_value_labels,row_count,nonmissing_count,missing_count,distinct_nonmissing_count,duplicate_if_key_count,zero_count,negative_count,positive_count,numeric_min,numeric_max,top_values,profile_status
16,,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,HHID,household_key_component,Assigned Unique Serial Number for IHS3 Baseline Household,0,3246,3246,0,3246,0,0,0,3246,1,3263,37:1; 45:1; 35:1; 41:1; 61:1; 51:1; 57:1; 55:1; 47:1; 63:1,unique_key_at_file_level
16,,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,case_id,household_key,IHS3 Baseline case_id as in IHS3 Public Data,0,3246,3246,0,3246,0,0,0,3246,1.0101e+11,3.15556e+11,101010160009:1; 101010160033:1; 101010160060:1; 101010160068:1; 101010160069:1; 101010160070:1; 101010160074:1; 101010160086:1; 101010160096:1; 101010160143:1,unique_key_at_file_level
16,,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,region,admin_geography_region,Region,1,3246,3246,0,3,,0,0,3246,1,3,3=South:1335; 2=Central:1145; 1=North:766,geography_variable_present_needs_linkage_review
16,,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Round 1 (2010) Consumption Aggregate.dta,strata,survey_design_strata,Baseline Stratum - Region x Urban/Rural,1,3246,3246,0,6,,0,0,3246,1,6,6=South - Rural:954; 4=Center - Rural:861; 2=North - Rural:574; 5=South - Urban:381; 3=Center - Urban:284; 1=North - Urban:192,survey_design_variable_present
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_METADATA.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,12447,12447,0,12447,0,,,,,,0001c970eecf473099368557e2080b3e:1; 000509f5cfcc4b078a09672b09425e95:1; 000bc107780044e59327dbf7ec960ac1:1; 000d1d26325d4f73a2ffbb8a99ab4752:1; 00104e33315844fdb2b8c6fdd35912a1:1; 002afb9ae01c46838ef6303cc99e0287:1; 002cfe4fca224667bc394b1289950352:1; 0043da6163794617b4eacbfcf1585c6a:1; 004460497c3042b48ee79c0e7156c3b6:1; 004e377d40dd4ca3862ce695e9a5d380:1,unique_key_at_file_level
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_METADATA.dta,case_id,household_key,Unique Household Identifier,0,12447,12447,0,12447,0,0,0,12447,3.04036e+07,3.15559e+11,301025230225:1; 210374850204:1; 311057710075:1; 312048040073:1; 311097790117:1; 204023330203:1; 315378640218:1; 105082150049:1; 104041860053:1; 313068290032:1,unique_key_at_file_level
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_A.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,12447,12447,0,12447,0,,,,,,c58e3284fee84a598b22086985e8212a:1; df2f79020a7a4b1c889edca2005183b8:1; 755889c7f7294da39fb08cde3e0e70ee:1; 6957cc92b3ee44539eb128680bd132a2:1; a379ff91a7584a0481a7a9b587de9098:1; ba134ca37f1e4262a6a65fe7bd21d6e8:1; 8949aedd819c40958f2adc507a08cb76:1; 7ff5cfee1e63465a946525e5a57fb0e8:1; 05ac171b7d6c4910aecace2f6bddb3d1:1; 9b1e9da03b694c489d70c839801f1f60:1,unique_key_at_file_level
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_A.dta,case_id,household_key,Unique Household Identifier,0,12447,12447,0,12447,0,0,0,12447,3.04036e+07,3.15559e+11,101011000030:1; 101011000043:1; 101011000053:1; 101011000063:1; 101011000073:1; 101011000087:1; 101011000107:1; 101011000117:1; 101011000130:1; 101011000140:1,unique_key_at_file_level
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_B1.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,14118,14118,0,9646,4472,,,,,,9c6fafd00cd1430d95bf3d8b3a56d042:8; fa13d1e40d8b48a0a2dd8fc7861f236e:8; 227d2a9e81ac4760b161c888d2822c60:7; 4782a4e754de43ee89f87e8eb8573ccb:7; 945ef05b22534a24b33016dbe1ec7c6f:7; f8d95247df0f4a5fb80ce2e6ae6b0217:6; aa710bf18ba0420b9b8f9f20c41a958f:6; c44e40b68c444fc49494409de8c54df0:6; a47e8720448a4fab99c938f289dfcd27:6; 3c2f3cffd425452c95f06cc2996278df:6,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_B1.dta,case_id,household_key,Unique Household Identifier,0,14118,14118,0,9646,4472,0,0,14118,3.04036e+07,3.15559e+11,308047000152:8; 206144060019:8; 303025700354:7; 204033380289:7; 210364830136:7; 308057040251:6; 314328330094:6; 308067080013:6; 304036040041:6; 206063950071:6,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_B2.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,14118,14118,0,9646,4472,,,,,,9c6fafd00cd1430d95bf3d8b3a56d042:8; fa13d1e40d8b48a0a2dd8fc7861f236e:8; 227d2a9e81ac4760b161c888d2822c60:7; 4782a4e754de43ee89f87e8eb8573ccb:7; 945ef05b22534a24b33016dbe1ec7c6f:7; f8d95247df0f4a5fb80ce2e6ae6b0217:6; aa710bf18ba0420b9b8f9f20c41a958f:6; c44e40b68c444fc49494409de8c54df0:6; a47e8720448a4fab99c938f289dfcd27:6; 3c2f3cffd425452c95f06cc2996278df:6,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_B2.dta,case_id,household_key,Unique Household Identifier,0,14118,14118,0,9646,4472,0,0,14118,3.04036e+07,3.15559e+11,308047000152:8; 206144060019:8; 303025700354:7; 204033380289:7; 210364830136:7; 308057040251:6; 314328330094:6; 308067080013:6; 304036040041:6; 206063950071:6,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_C.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,15751,15751,0,9646,6105,,,,,,33cd516bf8514d1da75f21f068231fd1:10; 9c6fafd00cd1430d95bf3d8b3a56d042:8; f8d95247df0f4a5fb80ce2e6ae6b0217:8; 2153e68837954c2ca4bf0afb68e74bfc:8; b10327d29eda4cd0ae7e6787e55bfbd7:8; fa13d1e40d8b48a0a2dd8fc7861f236e:8; cff38e7970cf42fb8af2ea8133a9f5d8:8; 3c2f3cffd425452c95f06cc2996278df:7; 1b322bdfd5214b5caf4b14ea65866a94:7; 945ef05b22534a24b33016dbe1ec7c6f:7,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_C.dta,case_id,household_key,Unique Household Identifier,0,15751,15751,0,9646,6105,0,0,15751,3.04036e+07,3.15559e+11,207204340308:10; 308047000152:8; 308057040251:8; 303055810155:8; 303055820201:8; 206144060019:8; 204023300068:8; 206063950071:7; 207024140325:7; 210364830136:7,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_D.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,15751,15751,0,9646,6105,,,,,,33cd516bf8514d1da75f21f068231fd1:10; 9c6fafd00cd1430d95bf3d8b3a56d042:8; f8d95247df0f4a5fb80ce2e6ae6b0217:8; 2153e68837954c2ca4bf0afb68e74bfc:8; b10327d29eda4cd0ae7e6787e55bfbd7:8; fa13d1e40d8b48a0a2dd8fc7861f236e:8; cff38e7970cf42fb8af2ea8133a9f5d8:8; 3c2f3cffd425452c95f06cc2996278df:7; 1b322bdfd5214b5caf4b14ea65866a94:7; 945ef05b22534a24b33016dbe1ec7c6f:7,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_D.dta,case_id,household_key,Unique Household Identifier,0,15751,15751,0,9646,6105,0,0,15751,3.04036e+07,3.15559e+11,207204340308:10; 308047000152:8; 308057040251:8; 303055810155:8; 303055820201:8; 206144060019:8; 204023300068:8; 206063950071:7; 207024140325:7; 210364830136:7,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_E1.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,12878,12878,0,9646,3232,,,,,,dff39c08bf47485e923bb30be4b592ea:8; 10e661fb17484c298c99f9ade539248e:7; 1b47b3b89cff46d7b7094f70acb9527c:6; 0e4df55f1517429598f36950f6907dbc:5; d48e9e2caefa4b558a52e734e6304592:5; e04977ca9035467cb96080d8403de28d:4; 63331a6780c648399b9d717203974991:4; b9168bacc16242c48d3effb8fd0185cb:4; c5ca71f26a254fb6b91ab039815543d6:4; b31ff2cecdd54998ad64cd044f3adb38:4,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_E1.dta,case_id,household_key,Unique Household Identifier,0,12878,12878,0,9646,3232,0,0,12878,3.04036e+07,3.15559e+11,201202770035:8; 201122730155:7; 201012550055:6; 313038260017:5; 309017140121:5; 313038260089:4; 304046090248:4; 302045550072:4; 103011480079:4; 313038260001:4,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_E2.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,12939,12939,0,9646,3293,,,,,,8b4bbb362ad04e289bd5613d446a8f3c:20; dff39c08bf47485e923bb30be4b592ea:8; 10e661fb17484c298c99f9ade539248e:7; 1625d614b17e4368ad9c5648883398b5:6; 1b47b3b89cff46d7b7094f70acb9527c:6; 9108c3fb06dd42838a578b4073daf1aa:6; 012da9e82da04e21a13f1211b30dbac4:5; d48e9e2caefa4b558a52e734e6304592:5; 5deb84f3fb444adca8e272ffa458ff0f:5; 7da7ce48d1924fffb8019b1f0dcde9d0:5,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_E2.dta,case_id,household_key,Unique Household Identifier,0,12939,12939,0,9646,3293,0,0,12939,3.04036e+07,3.15559e+11,104201950262:20; 201202770035:8; 201122730155:7; 304015920372:6; 201012550055:6; 105082160020:6; 204023310182:5; 309017140121:5; 309017250131:5; 203053170140:5,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_E3.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,9646,9646,0,9646,0,,,,,,c58e3284fee84a598b22086985e8212a:1; df2f79020a7a4b1c889edca2005183b8:1; 755889c7f7294da39fb08cde3e0e70ee:1; 6957cc92b3ee44539eb128680bd132a2:1; a379ff91a7584a0481a7a9b587de9098:1; ba134ca37f1e4262a6a65fe7bd21d6e8:1; 7ff5cfee1e63465a946525e5a57fb0e8:1; 05ac171b7d6c4910aecace2f6bddb3d1:1; 9b1e9da03b694c489d70c839801f1f60:1; 755f518b21c44547a67a83a31c0172c2:1,unique_key_at_file_level
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_E3.dta,case_id,household_key,Unique Household Identifier,0,9646,9646,0,9646,0,0,0,9646,3.04036e+07,3.15559e+11,101011000030:1; 101011000043:1; 101011000053:1; 101011000063:1; 101011000073:1; 101011000087:1; 101011000117:1; 101011000130:1; 101011000140:1; 101011000150:1,unique_key_at_file_level
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_E4.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,57876,57876,0,9646,48230,,,,,,c58e3284fee84a598b22086985e8212a:6; df2f79020a7a4b1c889edca2005183b8:6; 755889c7f7294da39fb08cde3e0e70ee:6; 6957cc92b3ee44539eb128680bd132a2:6; a379ff91a7584a0481a7a9b587de9098:6; ba134ca37f1e4262a6a65fe7bd21d6e8:6; 7ff5cfee1e63465a946525e5a57fb0e8:6; 05ac171b7d6c4910aecace2f6bddb3d1:6; 9b1e9da03b694c489d70c839801f1f60:6; 755f518b21c44547a67a83a31c0172c2:6,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_E4.dta,case_id,household_key,Unique Household Identifier,0,57876,57876,0,9646,48230,0,0,57876,3.04036e+07,3.15559e+11,101011000030:6; 101011000043:6; 101011000053:6; 101011000063:6; 101011000073:6; 101011000087:6; 101011000117:6; 101011000130:6; 101011000140:6; 101011000150:6,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_F.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,115246,115246,0,9646,105600,,,,,,1c9b31e7ba654c7ca0a1f7ff08553ddd:12; c58e3284fee84a598b22086985e8212a:12; df2f79020a7a4b1c889edca2005183b8:12; 755889c7f7294da39fb08cde3e0e70ee:12; 6957cc92b3ee44539eb128680bd132a2:12; a379ff91a7584a0481a7a9b587de9098:12; ba134ca37f1e4262a6a65fe7bd21d6e8:12; 7ff5cfee1e63465a946525e5a57fb0e8:12; 05ac171b7d6c4910aecace2f6bddb3d1:12; 9b1e9da03b694c489d70c839801f1f60:12,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_F.dta,case_id,household_key,Unique Household Identifier,0,115246,115246,0,9646,105600,0,0,115246,3.04036e+07,3.15559e+11,315558780351:12; 101011000030:12; 101011000043:12; 101011000053:12; 101011000063:12; 101011000073:12; 101011000087:12; 101011000117:12; 101011000130:12; 101011000140:12,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_G.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,26506,26506,0,9646,16860,,,,,,f8d95247df0f4a5fb80ce2e6ae6b0217:21; 906c6a1b53c74fa5956cca439b0b33dc:19; 9c6fafd00cd1430d95bf3d8b3a56d042:18; df6ed5b6013e4af687d56807963b36f7:17; 5b3e903e1af34d3c8e5503a9211e7ad2:17; f32c58fd90264e84bfd01bc7a321667f:17; b6559314c8634853b796a889541b9963:17; a47e8720448a4fab99c938f289dfcd27:16; ad13287b6ea84972a2fd7eb0592600ee:16; fb9cfecf8ec54a568bb360f6989b7441:15,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_G.dta,case_id,household_key,Unique Household Identifier,0,26506,26506,0,9646,16860,0,0,26506,3.04036e+07,3.15559e+11,308057040251:21; 313028170154:19; 308047000152:18; 308047000164:17; 307036650135:17; 304046080101:17; 304206140041:17; 304036040041:16; 303055780103:16; 309017110008:15,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_H.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,22362,22362,0,9646,12716,,,,,,801cc010bed74f20b3c47680f30a6507:8; 1304ec856b434ddb853043eee0399d21:7; d9b0e62896fa42c3acf045f485c6c0ae:7; 004e377d40dd4ca3862ce695e9a5d380:7; 9b7fe99a903a440ea3b31844a99ab4d4:7; 5988d791a1cc487c8e02287103f6e325:7; 3adbea2afe2942ae8d3dc3dabffc88c0:7; b10327d29eda4cd0ae7e6787e55bfbd7:7; cf4256eda8da4ec491a36a56cd1864e8:7; 4fb6047e5bac4e91afad220648b32dd6:7,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_H.dta,case_id,household_key,Unique Household Identifier,0,22362,22362,0,9646,12716,0,0,22362,3.04036e+07,3.15559e+11,204013270251:8; 201022570156:7; 303045760045:7; 313068290032:7; 201102660063:7; 304046080122:7; 304036050208:7; 303055820201:7; 201092650014:7; 201052600092:7,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_I.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,22362,22362,0,9646,12716,,,,,,801cc010bed74f20b3c47680f30a6507:8; 1304ec856b434ddb853043eee0399d21:7; d9b0e62896fa42c3acf045f485c6c0ae:7; 004e377d40dd4ca3862ce695e9a5d380:7; 9b7fe99a903a440ea3b31844a99ab4d4:7; 5988d791a1cc487c8e02287103f6e325:7; 3adbea2afe2942ae8d3dc3dabffc88c0:7; b10327d29eda4cd0ae7e6787e55bfbd7:7; cf4256eda8da4ec491a36a56cd1864e8:7; 4fb6047e5bac4e91afad220648b32dd6:7,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_I.dta,case_id,household_key,Unique Household Identifier,0,22362,22362,0,9646,12716,0,0,22362,3.04036e+07,3.15559e+11,204013270251:8; 201022570156:7; 303045760045:7; 313068290032:7; 201102660063:7; 304046080122:7; 304036050208:7; 303055820201:7; 201092650014:7; 201052600092:7,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_I1.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,1118,1118,0,1076,42,,,,,,f478fb201e6348658245b54bf778e6aa:6; b5356e665f8a4d7ba82d6fb9ea1e8bf7:3; 22836a8667bb452bb3432bb1e6a4247d:3; c47a3b1ebae24754b1525967677cfff0:3; 4e8bd83e14f84c13ba571fc2fc7eff17:3; da27c105d7f84761a5187ac2d70ab984:3; 2c3cdb11444c429c94e38eec51a960d3:2; e2d53500a87a411193b283c0df4c6701:2; d3cf4f70564946c88a6346a297574474:2; 59a5172c0e924c63a06ddc00ac947c73:2,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_I1.dta,case_id,household_key,Unique Household Identifier,0,1118,1118,0,1076,42,0,0,1118,1.01011e+11,3.15449e+11,314388450011:6; 209064720479:3; 203033080031:3; 313068290043:3; 208064520026:3; 314328330659:3; 210855110278:2; 206033870090:2; 313038190159:2; 210855110185:2,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_I2.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,1118,1118,0,1076,42,,,,,,f478fb201e6348658245b54bf778e6aa:6; b5356e665f8a4d7ba82d6fb9ea1e8bf7:3; 22836a8667bb452bb3432bb1e6a4247d:3; c47a3b1ebae24754b1525967677cfff0:3; 4e8bd83e14f84c13ba571fc2fc7eff17:3; da27c105d7f84761a5187ac2d70ab984:3; 2c3cdb11444c429c94e38eec51a960d3:2; e2d53500a87a411193b283c0df4c6701:2; d3cf4f70564946c88a6346a297574474:2; 59a5172c0e924c63a06ddc00ac947c73:2,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_I2.dta,case_id,household_key,Unique Household Identifier,0,1118,1118,0,1076,42,0,0,1118,1.01011e+11,3.15449e+11,314388450011:6; 209064720479:3; 203033080031:3; 313068290043:3; 208064520026:3; 314328330659:3; 210855110278:2; 206033870090:2; 313038190159:2; 210855110185:2,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_J.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,1255,1255,0,1076,179,,,,,,f478fb201e6348658245b54bf778e6aa:7; 1161ff2fdbbc4a879cb140704794f099:6; 025aa6c330234024a159947a74a27cb7:5; c49d3080b6ce4985aedd32deacdc5f93:5; d76894eb72444b12846714bc9e9af17e:5; 1d955dc8a1cf41aea4a73de3f70de666:4; ec1a5e3ddac4401dae21cd5862d347d8:4; de0e525ed0c34bad85c5dec4ca1048c4:4; af53298f2257416d92bb0a6387f4c8b6:4; 8a8b927bbe134c918411ebce05cdca33:3,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_J.dta,case_id,household_key,Unique Household Identifier,0,1255,1255,0,1076,179,0,0,1255,1.01011e+11,3.15449e+11,314388450011:7; 201012550067:6; 105011970059:5; 207034220055:5; 311047670017:5; 204013270001:4; 105022020063:4; 105032050060:4; 201012550061:4; 202012800468:3,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_K.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,1411,1411,0,1076,335,,,,,,f478fb201e6348658245b54bf778e6aa:13; 025aa6c330234024a159947a74a27cb7:9; 1161ff2fdbbc4a879cb140704794f099:9; c49d3080b6ce4985aedd32deacdc5f93:9; de0e525ed0c34bad85c5dec4ca1048c4:7; 1d955dc8a1cf41aea4a73de3f70de666:7; ec1a5e3ddac4401dae21cd5862d347d8:7; af53298f2257416d92bb0a6387f4c8b6:7; 48e83f28d8b9426591c2a2e8446fca35:5; 41be2a56141542c7b785900b78ef3640:5,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_K.dta,case_id,household_key,Unique Household Identifier,0,1411,1411,0,1076,335,0,0,1411,1.01011e+11,3.15449e+11,314388450011:13; 105011970059:9; 201012550067:9; 207034220055:9; 105032050060:7; 204013270001:7; 105022020063:7; 201012550061:7; 105042070030:5; 303075900369:5,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_L.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,1702,1702,0,1076,626,,,,,,c49d3080b6ce4985aedd32deacdc5f93:7; ec1a5e3ddac4401dae21cd5862d347d8:6; 8898457296724b959bdb007da8d83a1d:5; c8779802e14d45ad8ecdb6266b29049d:5; a2b9329f40a54de5b4df5b650e0b0383:5; aa50199d1fa54b238d2a656d596e8a07:5; 160b7c73d831446e8605cc5a33e6aa0d:5; 48e83f28d8b9426591c2a2e8446fca35:5; 8eee0e0016f74f92857bf7363b1f34e8:5; ea16068632494168840cbed640e4a093:5,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_L.dta,case_id,household_key,Unique Household Identifier,0,1702,1702,0,1076,626,0,0,1702,1.01011e+11,3.15449e+11,207034220055:7; 105022020063:6; 105062120122:5; 105062120134:5; 105062110255:5; 206013750076:5; 201012550098:5; 105042070030:5; 206104010201:5; 304025980024:5,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_M.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,1599,1599,0,1076,523,,,,,,f478fb201e6348658245b54bf778e6aa:7; e0137e42e6c74d57bde5eb3fd4c09600:5; 1161ff2fdbbc4a879cb140704794f099:5; c49d3080b6ce4985aedd32deacdc5f93:5; 025aa6c330234024a159947a74a27cb7:5; 1d955dc8a1cf41aea4a73de3f70de666:5; 965e67a6bd2141d5bc9cd9cb0859a2a5:5; 91bbe4a8c3a341b887f9bcbc2fdaba2d:4; b3c1fe29c2714621bfc50e436e2dec14:4; de0e525ed0c34bad85c5dec4ca1048c4:4,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_M.dta,case_id,household_key,Unique Household Identifier,0,1599,1599,0,1076,523,0,0,1599,1.01011e+11,3.15449e+11,314388450011:7; 107442520082:5; 201012550067:5; 207034220055:5; 105011970059:5; 204013270001:5; 311027610220:5; 208054500183:4; 314418490118:4; 105032050060:4,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_N.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,1556,1556,0,1076,480,,,,,,c49d3080b6ce4985aedd32deacdc5f93:5; 91bbe4a8c3a341b887f9bcbc2fdaba2d:5; ec1a5e3ddac4401dae21cd5862d347d8:5; 1d955dc8a1cf41aea4a73de3f70de666:5; 025aa6c330234024a159947a74a27cb7:5; 965e67a6bd2141d5bc9cd9cb0859a2a5:5; f478fb201e6348658245b54bf778e6aa:4; de0e525ed0c34bad85c5dec4ca1048c4:4; e0137e42e6c74d57bde5eb3fd4c09600:4; af53298f2257416d92bb0a6387f4c8b6:4,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_N.dta,case_id,household_key,Unique Household Identifier,0,1556,1556,0,1076,480,0,0,1556,1.01011e+11,3.15449e+11,207034220055:5; 208054500183:5; 105022020063:5; 204013270001:5; 105011970059:5; 311027610220:5; 314388450011:4; 105032050060:4; 107442520082:4; 201012550061:4,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_NR.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,36584,36584,0,12447,24137,,,,,,1adbb9c370fe4a5a87cdf6893ec9e85e:17; 4782a4e754de43ee89f87e8eb8573ccb:14; 1125a2429c36419ba3adbf05612eba41:14; b90c7b52215242a2bc6fcab82efd1052:14; 05287b8a9b02420aab61f38e7735a661:13; 99bb2e967bc94c9d84ed6bc75d5fb187:13; fce804e6891342bfbda5076a56b12ee0:13; 801cc010bed74f20b3c47680f30a6507:13; f478fb201e6348658245b54bf778e6aa:13; cd6a79f6a628446dae77f170d6d3363f:13,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_NR.dta,case_id,household_key,Unique Household Identifier,0,36584,36584,0,12447,24137,0,0,36584,3.04036e+07,3.15559e+11,204033380337:17; 204033380289:14; 314438520260:14; 314388450150:14; 203043150058:13; 208064520363:13; 305066290251:13; 204013270251:13; 314388450011:13; 204013280052:13,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_O.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,1556,1556,0,1076,480,,,,,,c49d3080b6ce4985aedd32deacdc5f93:5; 91bbe4a8c3a341b887f9bcbc2fdaba2d:5; ec1a5e3ddac4401dae21cd5862d347d8:5; 1d955dc8a1cf41aea4a73de3f70de666:5; 025aa6c330234024a159947a74a27cb7:5; 965e67a6bd2141d5bc9cd9cb0859a2a5:5; f478fb201e6348658245b54bf778e6aa:4; de0e525ed0c34bad85c5dec4ca1048c4:4; e0137e42e6c74d57bde5eb3fd4c09600:4; af53298f2257416d92bb0a6387f4c8b6:4,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_O.dta,case_id,household_key,Unique Household Identifier,0,1556,1556,0,1076,480,0,0,1556,1.01011e+11,3.15449e+11,207034220055:5; 208054500183:5; 105022020063:5; 204013270001:5; 105011970059:5; 311027610220:5; 314388450011:4; 105032050060:4; 107442520082:4; 201012550061:4,repeated_key_requires_secondary_line_key
15,,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,AG_MOD_O1.dta,HHID,household_key_component,Survey Solutions Unique HH Identifier,0,3115,3115,0,2823,292,,,,,,2d67e904c12e4c3d9e619e355b6e0a29:4; 89af08378d3a46b2902bdd8d8d8228b3:4; 5ef8da0364dd4e2f849d4c139b5ac580:4; 572dbe8173894e32b723538056173285:4; 9dfc1711c50148b1ad6ececa573a9e73:4; db5f21e2d0784110b1906b4fb6f06b1e:4; 48d11b47d14a4d2a855f5fec1c8e8cd8:4; 424d554c555c45c18bc0c84e53bfc2e8:3; 10546ae5ec5e4247a901a1354e380184:3; f11962fba1714c749e09addd8982f990:3,repeated_key_requires_secondary_line_key
