probe_time,download_rank,country,wave,idno,catalog_id,sample_file_rank,file_id,file_name,file_description,route_name,route_role,url,request_attempted,http_status,final_url,content_type,content_length_header,content_disposition,bytes_read,truncated,content_sha256_limited,route_classification,raw_payload_candidate,access_gate_detected,data_dictionary_html_detected,evidence_flags,next_action,data_write_gate_status,modeling_gate_status
2026-07-10T08:06:41+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,1,F1,sect_cover_hh_w5.dta,Household Data - Cover page,catalog_download_file_id_path,numeric catalog file-id download path,https://microdata.worldbank.org/catalog/6161/download/F1,1,404,https://microdata.worldbank.org/catalog/6161/download/F1,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:41+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,1,F1,sect_cover_hh_w5.dta,Household Data - Cover page,index_catalog_download_file_id_path,index.php numeric catalog file-id download path,https://microdata.worldbank.org/index.php/catalog/6161/download/F1,1,404,https://microdata.worldbank.org/index.php/catalog/6161/download/F1,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:41+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,1,F1,sect_cover_hh_w5.dta,Household Data - Cover page,catalog_download_file_id_filename_query,numeric catalog file-id route with filename query,https://microdata.worldbank.org/catalog/6161/download/F1?file_name=sect_cover_hh_w5.dta,1,404,https://microdata.worldbank.org/catalog/6161/download/F1?file_name=sect_cover_hh_w5.dta,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:41+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,1,F1,sect_cover_hh_w5.dta,Household Data - Cover page,index_catalog_download_file_id_filename_query,index.php numeric catalog file-id route with filename query,https://microdata.worldbank.org/index.php/catalog/6161/download/F1?file_name=sect_cover_hh_w5.dta,1,404,https://microdata.worldbank.org/index.php/catalog/6161/download/F1?file_name=sect_cover_hh_w5.dta,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:43+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,1,F1,sect_cover_hh_w5.dta,Household Data - Cover page,catalog_data_dictionary_file_id_filename_query,numeric catalog data-dictionary file page,https://microdata.worldbank.org/catalog/6161/data-dictionary/F1?file_name=sect_cover_hh_w5.dta,1,200,https://microdata.worldbank.org/catalog/6161/data-dictionary/F1?file_name=sect_cover_hh_w5.dta,text/html; charset=UTF-8,,,83232,0,40c9369030911432b5d2996c702bad56e114db0f65315568e4b20f572117ce9e,resource_data_dictionary_html_not_raw,0,1,1,access_gate_language;data_dictionary_html;html_response,Use as metadata evidence only; raw package receipt remains missing.,blocked_no_data_write,blocked
2026-07-10T08:06:43+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,1,F1,sect_cover_hh_w5.dta,Household Data - Cover page,index_catalog_data_dictionary_file_id_filename_query,index.php numeric catalog data-dictionary file page,https://microdata.worldbank.org/index.php/catalog/6161/data-dictionary/F1?file_name=sect_cover_hh_w5.dta,1,200,https://microdata.worldbank.org/index.php/catalog/6161/data-dictionary/F1?file_name=sect_cover_hh_w5.dta,text/html; charset=UTF-8,,,83232,0,c6dda5dcfe3b347067ebac982faa8e6f030d4db5e452e8754d44a1ab2117af49,resource_data_dictionary_html_not_raw,0,1,1,access_gate_language;data_dictionary_html;html_response,Use as metadata evidence only; raw package receipt remains missing.,blocked_no_data_write,blocked
2026-07-10T08:06:43+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,2,F66,cons_agg_w5.dta,Household Data - Consumption aggregate,catalog_download_file_id_path,numeric catalog file-id download path,https://microdata.worldbank.org/catalog/6161/download/F66,1,404,https://microdata.worldbank.org/catalog/6161/download/F66,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:43+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,2,F66,cons_agg_w5.dta,Household Data - Consumption aggregate,index_catalog_download_file_id_path,index.php numeric catalog file-id download path,https://microdata.worldbank.org/index.php/catalog/6161/download/F66,1,404,https://microdata.worldbank.org/index.php/catalog/6161/download/F66,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:44+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,2,F66,cons_agg_w5.dta,Household Data - Consumption aggregate,catalog_download_file_id_filename_query,numeric catalog file-id route with filename query,https://microdata.worldbank.org/catalog/6161/download/F66?file_name=cons_agg_w5.dta,1,404,https://microdata.worldbank.org/catalog/6161/download/F66?file_name=cons_agg_w5.dta,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:44+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,2,F66,cons_agg_w5.dta,Household Data - Consumption aggregate,index_catalog_download_file_id_filename_query,index.php numeric catalog file-id route with filename query,https://microdata.worldbank.org/index.php/catalog/6161/download/F66?file_name=cons_agg_w5.dta,1,404,https://microdata.worldbank.org/index.php/catalog/6161/download/F66?file_name=cons_agg_w5.dta,text/html; charset=UTF-8,,,1190,0,397755d946611605bc16edd5e2417575aad30d5c0855c2d97452dda8860d223e,resource_http_error,0,0,0,html_response,Use official get-microdata workflow; this resource route did not expose public raw payload.,blocked_no_data_write,blocked
2026-07-10T08:06:44+00:00,1,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,2,F66,cons_agg_w5.dta,Household Data - Consumption aggregate,catalog_data_dictionary_file_id_filename_query,numeric catalog data-dictionary file page,https://microdata.worldbank.org/catalog/6161/data-dictionary/F66?file_name=cons_agg_w5.dta,1,200,https://microdata.worldbank.org/catalog/6161/data-dictionary/F66?file_name=cons_agg_w5.dta,text/html; charset=UTF-8,,,79896,0,755d01b2538745a9ded433430b481ae74387169f7118b32d83d21d9b3ff1e967,resource_data_dictionary_html_not_raw,0,1,1,access_gate_language;data_dictionary_html;html_response,Use as metadata evidence only; raw package receipt remains missing.,blocked_no_data_write,blocked
