probe_time,acquisition_batch_rank,batch_role,country,survey_name,wave,idno,catalog_id,official_url,final_url,http_status,content_type,content_length,saved_snapshot,snapshot_sha256,access_gate_detected,login_link,register_link,request_or_terms_links,candidate_raw_links,candidate_metadata_links,direct_raw_route_status,manual_action_status,local_target_folder,next_action,notes
2026-07-09T18:08:26+00:00,1,priority_10_wave_batch,Ethiopia,Socio-Economic Panel Survey 2021-2022,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,https://microdata.worldbank.org/catalog/6161/get-microdata,https://microdata.worldbank.org/catalog/6161/get-microdata,200,text/html; charset=UTF-8,,temp/source_snapshots/priority_official_raw_access/1_ETH_2021_ESPS-W5_v02_M/get_microdata.html,d1d3403396075ed781cfd525d9a9b16eac88e88ca4ef3732f4c860434b5c2217,1,https://microdata.worldbank.org/catalog/6161/get-microdata,https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/terms-of-use,https://microdata.worldbank.org/;https://microdata.worldbank.org/catalog;https://microdata.worldbank.org/about;https://microdata.worldbank.org/collections;https://microdata.worldbank.org/citations;https://microdata.worldbank.org/terms-of-use;https://microdata.worldbank.org/catalog/6161/get-microdata;https://microdata.worldbank.org/auth/login;https://microdata.worldbank.org//;https://microdata.worldbank.org//catalog;https://microdata.worldbank.org//catalog/lsms;https://microdata.worldbank.org//catalog/6161;https://microdata.worldbank.org/catalog/lsms;https://microdata.worldbank.org/collections/lsms;https://microdata.worldbank.org/catalog/6161/pdf-documentation;https://microdata.worldbank.org/metadata/export/6161/ddi;https://microdata.worldbank.org/metadata/export/6161/json;https://microdata.worldbank.org/catalog/6161/study-description;https://microdata.worldbank.org/catalog/6161/data-dictionary;https://microdata.worldbank.org/catalog/6161/related-materials;https://microdata.worldbank.org/auth/login?destination=catalog/6161/get-microdata;https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/catalog/6161/pdf-documentation;https://microdata.worldbank.org/metadata/export/6161/ddi;https://microdata.worldbank.org/metadata/export/6161/json;https://microdata.worldbank.org/catalog/6161/data-dictionary;https://microdata.worldbank.org/catalog/6161/related-materials,no_direct_raw_route_access_gate_detected,manual_account_or_terms_required,temp/raw_downloads/ETH_2021_ESPS-W5_v02_M/,"Complete official login/register/request/terms workflow, then download complete raw package.",Official get-microdata page contains login/registration/request/terms signals.
2026-07-09T18:08:27+00:00,2,priority_10_wave_batch,Ethiopia,Socioeconomic Survey 2018-2019,2018-2019,ETH_2018_ESS_v04_M,3823,https://microdata.worldbank.org/catalog/3823/get-microdata,https://microdata.worldbank.org/catalog/3823/get-microdata,200,text/html; charset=UTF-8,,temp/source_snapshots/priority_official_raw_access/2_ETH_2018_ESS_v04_M/get_microdata.html,bfed1468ab7c8e1fe712ca4112c441a9c13387a238a0a0dae61ab910c35667d6,1,https://microdata.worldbank.org/catalog/3823/get-microdata,https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/terms-of-use,https://microdata.worldbank.org/;https://microdata.worldbank.org/catalog;https://microdata.worldbank.org/about;https://microdata.worldbank.org/collections;https://microdata.worldbank.org/citations;https://microdata.worldbank.org/terms-of-use;https://microdata.worldbank.org/catalog/3823/get-microdata;https://microdata.worldbank.org/auth/login;https://microdata.worldbank.org//;https://microdata.worldbank.org//catalog;https://microdata.worldbank.org//catalog/lsms;https://microdata.worldbank.org//catalog/3823;https://microdata.worldbank.org/catalog/lsms;https://microdata.worldbank.org/collections/lsms;https://microdata.worldbank.org/collections/FCV;https://microdata.worldbank.org/catalog/3823/pdf-documentation;https://microdata.worldbank.org/metadata/export/3823/ddi;https://microdata.worldbank.org/metadata/export/3823/json;https://microdata.worldbank.org/catalog/3823/study-description;https://microdata.worldbank.org/catalog/3823/data-dictionary;https://microdata.worldbank.org/catalog/3823/related-materials;https://microdata.worldbank.org/catalog/3823/related-publications;https://microdata.worldbank.org/auth/login?destination=catalog/3823/get-microdata;https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/catalog/3823/pdf-documentation;https://microdata.worldbank.org/metadata/export/3823/ddi;https://microdata.worldbank.org/metadata/export/3823/json;https://microdata.worldbank.org/catalog/3823/data-dictionary;https://microdata.worldbank.org/catalog/3823/related-materials,no_direct_raw_route_access_gate_detected,manual_account_or_terms_required,temp/raw_downloads/ETH_2018_ESS_v04_M/,"Complete official login/register/request/terms workflow, then download complete raw package.",Official get-microdata page contains login/registration/request/terms signals.
2026-07-09T18:08:32+00:00,3,priority_10_wave_batch,Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,3462,https://microdata.worldbank.org/catalog/3462/get-microdata,https://microdata.worldbank.org/catalog/3462/get-microdata,200,text/html; charset=UTF-8,,temp/source_snapshots/priority_official_raw_access/3_MWI_2007-2009_MTM_v01_M/get_microdata.html,a8c1a0bde5fa4b6102939216a1c0f72252b1f255f19462338afb4234ab5a4171,1,https://microdata.worldbank.org/catalog/3462/get-microdata,https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/terms-of-use,https://microdata.worldbank.org/;https://microdata.worldbank.org/catalog;https://microdata.worldbank.org/about;https://microdata.worldbank.org/collections;https://microdata.worldbank.org/citations;https://microdata.worldbank.org/terms-of-use;https://microdata.worldbank.org/catalog/3462/get-microdata;https://microdata.worldbank.org/auth/login;https://microdata.worldbank.org//;https://microdata.worldbank.org//catalog;https://microdata.worldbank.org//catalog/3462;https://microdata.worldbank.org/catalog/central;https://microdata.worldbank.org/metadata/export/3462/ddi;https://microdata.worldbank.org/metadata/export/3462/json;https://microdata.worldbank.org/catalog/3462/study-description;https://microdata.worldbank.org/catalog/3462/data-dictionary;https://microdata.worldbank.org/catalog/3462/related-materials;https://microdata.worldbank.org/auth/login?destination=catalog/3462/get-microdata;https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/metadata/export/3462/ddi;https://microdata.worldbank.org/metadata/export/3462/json;https://microdata.worldbank.org/catalog/3462/data-dictionary;https://microdata.worldbank.org/catalog/3462/related-materials,no_direct_raw_route_access_gate_detected,manual_account_or_terms_required,temp/raw_downloads/MWI_2007-2009_MTM_v01_M/,"Complete official login/register/request/terms workflow, then download complete raw package.",Official get-microdata page contains login/registration/request/terms signals.
2026-07-09T18:08:34+00:00,4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,1952,https://microdata.worldbank.org/catalog/1952/get-microdata,https://microdata.worldbank.org/catalog/1952/get-microdata,200,text/html; charset=UTF-8,,temp/source_snapshots/priority_official_raw_access/4_NGA_2012_GHSP-W2_v02_M/get_microdata.html,8aee92201be3c954227d8a6a8668f25a562f824fe916f9bf5d11ea68765c3196,1,https://microdata.worldbank.org/catalog/1952/get-microdata,https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/terms-of-use,https://microdata.worldbank.org/;https://microdata.worldbank.org/catalog;https://microdata.worldbank.org/about;https://microdata.worldbank.org/collections;https://microdata.worldbank.org/citations;https://microdata.worldbank.org/terms-of-use;https://microdata.worldbank.org/catalog/1952/get-microdata;https://microdata.worldbank.org/auth/login;https://microdata.worldbank.org//;https://microdata.worldbank.org//catalog;https://microdata.worldbank.org//catalog/lsms;https://microdata.worldbank.org//catalog/1952;https://microdata.worldbank.org/catalog/lsms;https://microdata.worldbank.org/collections/lsms;https://microdata.worldbank.org/collections/FCV;https://microdata.worldbank.org/catalog/1952/pdf-documentation;https://microdata.worldbank.org/metadata/export/1952/ddi;https://microdata.worldbank.org/metadata/export/1952/json;https://microdata.worldbank.org/catalog/1952/study-description;https://microdata.worldbank.org/catalog/1952/data-dictionary;https://microdata.worldbank.org/catalog/1952/related-materials;https://microdata.worldbank.org/auth/login?destination=catalog/1952/get-microdata;https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/catalog/1952/pdf-documentation;https://microdata.worldbank.org/metadata/export/1952/ddi;https://microdata.worldbank.org/metadata/export/1952/json;https://microdata.worldbank.org/catalog/1952/data-dictionary;https://microdata.worldbank.org/catalog/1952/related-materials,no_direct_raw_route_access_gate_detected,manual_account_or_terms_required,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/,"Complete official login/register/request/terms workflow, then download complete raw package.",Official get-microdata page contains login/registration/request/terms signals.
2026-07-09T18:08:35+00:00,5,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2015-2016, Wave 3",2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,https://microdata.worldbank.org/catalog/2734/get-microdata,200,text/html; charset=UTF-8,,temp/source_snapshots/priority_official_raw_access/5_NGA_2015_GHSP-W3_v02_M/get_microdata.html,c4bf6af2f1c4d34adb3702ca39bee209172d49e99fa5011083e661db2c9763eb,1,https://microdata.worldbank.org/catalog/2734/get-microdata,https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/terms-of-use,https://microdata.worldbank.org/;https://microdata.worldbank.org/catalog;https://microdata.worldbank.org/about;https://microdata.worldbank.org/collections;https://microdata.worldbank.org/citations;https://microdata.worldbank.org/terms-of-use;https://microdata.worldbank.org/catalog/2734/get-microdata;https://microdata.worldbank.org/auth/login;https://microdata.worldbank.org//;https://microdata.worldbank.org//catalog;https://microdata.worldbank.org//catalog/lsms;https://microdata.worldbank.org//catalog/2734;https://microdata.worldbank.org/catalog/lsms;https://microdata.worldbank.org/collections/lsms;https://microdata.worldbank.org/collections/FCV;https://microdata.worldbank.org/catalog/2734/pdf-documentation;https://microdata.worldbank.org/metadata/export/2734/ddi;https://microdata.worldbank.org/metadata/export/2734/json;https://microdata.worldbank.org/catalog/2734/study-description;https://microdata.worldbank.org/catalog/2734/data-dictionary;https://microdata.worldbank.org/catalog/2734/related-materials;https://microdata.worldbank.org/auth/login?destination=catalog/2734/get-microdata;https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/catalog/2734/pdf-documentation;https://microdata.worldbank.org/metadata/export/2734/ddi;https://microdata.worldbank.org/metadata/export/2734/json;https://microdata.worldbank.org/catalog/2734/data-dictionary;https://microdata.worldbank.org/catalog/2734/related-materials,no_direct_raw_route_access_gate_detected,manual_account_or_terms_required,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,"Complete official login/register/request/terms workflow, then download complete raw package.",Official get-microdata page contains login/registration/request/terms signals.
2026-07-09T18:08:36+00:00,6,priority_10_wave_batch,Nigeria,"General Household Survey, Panel 2010-2011, Wave 1",2010-2011,NGA_2010_GHSP-W1_v03_M,1002,https://microdata.worldbank.org/catalog/1002/get-microdata,https://microdata.worldbank.org/catalog/1002/get-microdata,200,text/html; charset=UTF-8,,temp/source_snapshots/priority_official_raw_access/6_NGA_2010_GHSP-W1_v03_M/get_microdata.html,963fc8252e3b360d235923b4c151db221674762b89077ebff83a33055bda445a,1,https://microdata.worldbank.org/catalog/1002/get-microdata,https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/terms-of-use,https://microdata.worldbank.org/;https://microdata.worldbank.org/catalog;https://microdata.worldbank.org/about;https://microdata.worldbank.org/collections;https://microdata.worldbank.org/citations;https://microdata.worldbank.org/terms-of-use;https://microdata.worldbank.org/catalog/1002/get-microdata;https://microdata.worldbank.org/auth/login;https://microdata.worldbank.org//;https://microdata.worldbank.org//catalog;https://microdata.worldbank.org//catalog/lsms;https://microdata.worldbank.org//catalog/1002;https://microdata.worldbank.org/catalog/lsms;https://microdata.worldbank.org/collections/lsms;https://microdata.worldbank.org/collections/FCV;https://microdata.worldbank.org/catalog/1002/pdf-documentation;https://microdata.worldbank.org/metadata/export/1002/ddi;https://microdata.worldbank.org/metadata/export/1002/json;https://microdata.worldbank.org/catalog/1002/study-description;https://microdata.worldbank.org/catalog/1002/data-dictionary;https://microdata.worldbank.org/catalog/1002/related-materials;https://microdata.worldbank.org/auth/login?destination=catalog/1002/get-microdata;https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/catalog/1002/pdf-documentation;https://microdata.worldbank.org/metadata/export/1002/ddi;https://microdata.worldbank.org/metadata/export/1002/json;https://microdata.worldbank.org/catalog/1002/data-dictionary;https://microdata.worldbank.org/catalog/1002/related-materials,no_direct_raw_route_access_gate_detected,manual_account_or_terms_required,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/,"Complete official login/register/request/terms workflow, then download complete raw package.",Official get-microdata page contains login/registration/request/terms signals.
2026-07-09T18:08:41+00:00,7,priority_10_wave_batch,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,76,https://microdata.worldbank.org/catalog/76/get-microdata,https://microdata.worldbank.org/catalog/76/get-microdata,200,text/html; charset=UTF-8,,temp/source_snapshots/priority_official_raw_access/7_TZA_2008_NPS-R1_v03_M/get_microdata.html,535ba3a9e1b923e9b131be03929f2c77433190b9ed294817e6f77cf8b706a3ca,1,https://microdata.worldbank.org/catalog/76/get-microdata,https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/terms-of-use,https://microdata.worldbank.org/;https://microdata.worldbank.org/catalog;https://microdata.worldbank.org/about;https://microdata.worldbank.org/collections;https://microdata.worldbank.org/citations;https://microdata.worldbank.org/terms-of-use;https://microdata.worldbank.org/catalog/76/get-microdata;https://microdata.worldbank.org/auth/login;https://microdata.worldbank.org//;https://microdata.worldbank.org//catalog;https://microdata.worldbank.org//catalog/lsms;https://microdata.worldbank.org//catalog/76;https://microdata.worldbank.org/catalog/lsms;https://microdata.worldbank.org/collections/lsms;https://microdata.worldbank.org/catalog/76/pdf-documentation;https://microdata.worldbank.org/metadata/export/76/ddi;https://microdata.worldbank.org/metadata/export/76/json;https://microdata.worldbank.org/catalog/76/study-description;https://microdata.worldbank.org/catalog/76/data-dictionary;https://microdata.worldbank.org/catalog/76/related-materials;https://microdata.worldbank.org/auth/login?destination=catalog/76/get-microdata;https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/catalog/76/pdf-documentation;https://microdata.worldbank.org/metadata/export/76/ddi;https://microdata.worldbank.org/metadata/export/76/json;https://microdata.worldbank.org/catalog/76/data-dictionary;https://microdata.worldbank.org/catalog/76/related-materials,no_direct_raw_route_access_gate_detected,manual_account_or_terms_required,temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,"Complete official login/register/request/terms workflow, then download complete raw package.",Official get-microdata page contains login/registration/request/terms signals.
2026-07-09T18:08:42+00:00,8,priority_10_wave_batch,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,1050,https://microdata.worldbank.org/catalog/1050/get-microdata,https://microdata.worldbank.org/catalog/1050/get-microdata,200,text/html; charset=UTF-8,,temp/source_snapshots/priority_official_raw_access/8_TZA_2010_NPS-R2_v03_M/get_microdata.html,70d63486d439ea774dcaba338c019f3709e4599f5a899688b80a97756ad9f42d,1,https://microdata.worldbank.org/catalog/1050/get-microdata,https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/terms-of-use,https://microdata.worldbank.org/;https://microdata.worldbank.org/catalog;https://microdata.worldbank.org/about;https://microdata.worldbank.org/collections;https://microdata.worldbank.org/citations;https://microdata.worldbank.org/terms-of-use;https://microdata.worldbank.org/catalog/1050/get-microdata;https://microdata.worldbank.org/auth/login;https://microdata.worldbank.org//;https://microdata.worldbank.org//catalog;https://microdata.worldbank.org//catalog/lsms;https://microdata.worldbank.org//catalog/1050;https://microdata.worldbank.org/catalog/lsms;https://microdata.worldbank.org/collections/lsms;https://microdata.worldbank.org/catalog/1050/pdf-documentation;https://microdata.worldbank.org/metadata/export/1050/ddi;https://microdata.worldbank.org/metadata/export/1050/json;https://microdata.worldbank.org/catalog/1050/study-description;https://microdata.worldbank.org/catalog/1050/data-dictionary;https://microdata.worldbank.org/catalog/1050/related-materials;https://microdata.worldbank.org/auth/login?destination=catalog/1050/get-microdata;https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/catalog/1050/pdf-documentation;https://microdata.worldbank.org/metadata/export/1050/ddi;https://microdata.worldbank.org/metadata/export/1050/json;https://microdata.worldbank.org/catalog/1050/data-dictionary;https://microdata.worldbank.org/catalog/1050/related-materials,no_direct_raw_route_access_gate_detected,manual_account_or_terms_required,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/,"Complete official login/register/request/terms workflow, then download complete raw package.",Official get-microdata page contains login/registration/request/terms signals.
2026-07-09T18:08:43+00:00,9,priority_10_wave_batch,Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,2252,https://microdata.worldbank.org/catalog/2252/get-microdata,https://microdata.worldbank.org/catalog/2252/get-microdata,200,text/html; charset=UTF-8,,temp/source_snapshots/priority_official_raw_access/9_TZA_2012_NPS-R3_v01_M/get_microdata.html,ec48646312e4e30c903bb530d80ffd05a0b902051025c2633dd0730ce1e30c48,1,https://microdata.worldbank.org/catalog/2252/get-microdata,https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/terms-of-use,https://microdata.worldbank.org/;https://microdata.worldbank.org/catalog;https://microdata.worldbank.org/about;https://microdata.worldbank.org/collections;https://microdata.worldbank.org/citations;https://microdata.worldbank.org/terms-of-use;https://microdata.worldbank.org/catalog/2252/get-microdata;https://microdata.worldbank.org/auth/login;https://microdata.worldbank.org//;https://microdata.worldbank.org//catalog;https://microdata.worldbank.org//catalog/lsms;https://microdata.worldbank.org//catalog/2252;https://microdata.worldbank.org/catalog/lsms;https://microdata.worldbank.org/collections/lsms;https://microdata.worldbank.org/catalog/2252/pdf-documentation;https://microdata.worldbank.org/metadata/export/2252/ddi;https://microdata.worldbank.org/metadata/export/2252/json;https://microdata.worldbank.org/catalog/2252/study-description;https://microdata.worldbank.org/catalog/2252/data-dictionary;https://microdata.worldbank.org/catalog/2252/related-materials;https://microdata.worldbank.org/catalog/2252/related-publications;https://microdata.worldbank.org/auth/login?destination=catalog/2252/get-microdata;https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/catalog/2252/pdf-documentation;https://microdata.worldbank.org/metadata/export/2252/ddi;https://microdata.worldbank.org/metadata/export/2252/json;https://microdata.worldbank.org/catalog/2252/data-dictionary;https://microdata.worldbank.org/catalog/2252/related-materials,no_direct_raw_route_access_gate_detected,manual_account_or_terms_required,temp/raw_downloads/TZA_2012_NPS-R3_v01_M/,"Complete official login/register/request/terms workflow, then download complete raw package.",Official get-microdata page contains login/registration/request/terms signals.
2026-07-09T18:08:44+00:00,10,priority_10_wave_batch,Uganda,"Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations",2014,UGA_2014_SAGE-EL_v01_M,2654,https://microdata.worldbank.org/catalog/2654/get-microdata,https://microdata.worldbank.org/catalog/2654/get-microdata,200,text/html; charset=UTF-8,,temp/source_snapshots/priority_official_raw_access/10_UGA_2014_SAGE-EL_v01_M/get_microdata.html,0375c4113009942edbca4dca37c117081c2f1284ab08310bc487d9028b83e581,1,https://microdata.worldbank.org/catalog/2654/get-microdata,https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/terms-of-use,https://microdata.worldbank.org/;https://microdata.worldbank.org/catalog;https://microdata.worldbank.org/about;https://microdata.worldbank.org/collections;https://microdata.worldbank.org/citations;https://microdata.worldbank.org/terms-of-use;https://microdata.worldbank.org/catalog/2654/get-microdata;https://microdata.worldbank.org/auth/login;https://microdata.worldbank.org//;https://microdata.worldbank.org//catalog;https://microdata.worldbank.org//catalog/2654;https://microdata.worldbank.org/catalog/central;https://microdata.worldbank.org/catalog/2654/pdf-documentation;https://microdata.worldbank.org/metadata/export/2654/ddi;https://microdata.worldbank.org/metadata/export/2654/json;https://microdata.worldbank.org/catalog/2654/study-description;https://microdata.worldbank.org/catalog/2654/data-dictionary;https://microdata.worldbank.org/catalog/2654/related-materials;https://microdata.worldbank.org/auth/login?destination=catalog/2654/get-microdata;https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/catalog/2654/pdf-documentation;https://microdata.worldbank.org/metadata/export/2654/ddi;https://microdata.worldbank.org/metadata/export/2654/json;https://microdata.worldbank.org/catalog/2654/data-dictionary;https://microdata.worldbank.org/catalog/2654/related-materials,no_direct_raw_route_access_gate_detected,manual_account_or_terms_required,temp/raw_downloads/UGA_2014_SAGE-EL_v01_M/,"Complete official login/register/request/terms workflow, then download complete raw package.",Official get-microdata page contains login/registration/request/terms signals.
