acquisition_batch_rank,batch_role,country,wave,idno,link_type,url,access_status,use_in_download_workflow
1,priority_10_wave_batch,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,other_official_link,https://microdata.worldbank.org/catalog/6161/get-microdata,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
1,priority_10_wave_batch,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,register,https://microdata.worldbank.org/auth/register,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
1,priority_10_wave_batch,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,terms_or_request,https://microdata.worldbank.org/terms-of-use,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
1,priority_10_wave_batch,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,pdf_documentation,https://microdata.worldbank.org/catalog/6161/pdf-documentation,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
1,priority_10_wave_batch,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,ddi_metadata,https://microdata.worldbank.org/metadata/export/6161/ddi,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
1,priority_10_wave_batch,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,json_metadata,https://microdata.worldbank.org/metadata/export/6161/json,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
1,priority_10_wave_batch,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,data_dictionary,https://microdata.worldbank.org/catalog/6161/data-dictionary,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
1,priority_10_wave_batch,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,related_materials,https://microdata.worldbank.org/catalog/6161/related-materials,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,other_official_link,https://microdata.worldbank.org/catalog/3823/get-microdata,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,register,https://microdata.worldbank.org/auth/register,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,terms_or_request,https://microdata.worldbank.org/terms-of-use,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,pdf_documentation,https://microdata.worldbank.org/catalog/3823/pdf-documentation,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,ddi_metadata,https://microdata.worldbank.org/metadata/export/3823/ddi,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,json_metadata,https://microdata.worldbank.org/metadata/export/3823/json,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,data_dictionary,https://microdata.worldbank.org/catalog/3823/data-dictionary,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,related_materials,https://microdata.worldbank.org/catalog/3823/related-materials,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,other_official_link,https://microdata.worldbank.org/catalog/3462/get-microdata,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,register,https://microdata.worldbank.org/auth/register,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,terms_or_request,https://microdata.worldbank.org/terms-of-use,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,ddi_metadata,https://microdata.worldbank.org/metadata/export/3462/ddi,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,json_metadata,https://microdata.worldbank.org/metadata/export/3462/json,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,data_dictionary,https://microdata.worldbank.org/catalog/3462/data-dictionary,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,related_materials,https://microdata.worldbank.org/catalog/3462/related-materials,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,other_official_link,https://microdata.worldbank.org/catalog/1952/get-microdata,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,register,https://microdata.worldbank.org/auth/register,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,terms_or_request,https://microdata.worldbank.org/terms-of-use,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,pdf_documentation,https://microdata.worldbank.org/catalog/1952/pdf-documentation,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,ddi_metadata,https://microdata.worldbank.org/metadata/export/1952/ddi,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,json_metadata,https://microdata.worldbank.org/metadata/export/1952/json,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,data_dictionary,https://microdata.worldbank.org/catalog/1952/data-dictionary,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,related_materials,https://microdata.worldbank.org/catalog/1952/related-materials,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,other_official_link,https://microdata.worldbank.org/catalog/2734/get-microdata,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,register,https://microdata.worldbank.org/auth/register,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,terms_or_request,https://microdata.worldbank.org/terms-of-use,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,pdf_documentation,https://microdata.worldbank.org/catalog/2734/pdf-documentation,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,ddi_metadata,https://microdata.worldbank.org/metadata/export/2734/ddi,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,json_metadata,https://microdata.worldbank.org/metadata/export/2734/json,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,data_dictionary,https://microdata.worldbank.org/catalog/2734/data-dictionary,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,related_materials,https://microdata.worldbank.org/catalog/2734/related-materials,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,other_official_link,https://microdata.worldbank.org/catalog/1002/get-microdata,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,register,https://microdata.worldbank.org/auth/register,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,terms_or_request,https://microdata.worldbank.org/terms-of-use,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,pdf_documentation,https://microdata.worldbank.org/catalog/1002/pdf-documentation,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,ddi_metadata,https://microdata.worldbank.org/metadata/export/1002/ddi,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,json_metadata,https://microdata.worldbank.org/metadata/export/1002/json,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,data_dictionary,https://microdata.worldbank.org/catalog/1002/data-dictionary,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,related_materials,https://microdata.worldbank.org/catalog/1002/related-materials,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,other_official_link,https://microdata.worldbank.org/catalog/76/get-microdata,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,register,https://microdata.worldbank.org/auth/register,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,terms_or_request,https://microdata.worldbank.org/terms-of-use,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,pdf_documentation,https://microdata.worldbank.org/catalog/76/pdf-documentation,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,ddi_metadata,https://microdata.worldbank.org/metadata/export/76/ddi,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,json_metadata,https://microdata.worldbank.org/metadata/export/76/json,official_public_metadata_or_access_workflow_link,"Use as official reference; do not bypass login, terms, registration, or data-access agreement gates."
