receipt_time,download_priority_order,queue_role,country,wave,idno,catalog_id,resource_type,url,final_url,http_status,content_type,content_length,receipt_status,saved_path,bytes,sha256,required_for_core_public_documentation,access_gate_detected,login_link,register_link,metadata_links,notes
2026-07-09T22:27:02+00:00,1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,get_microdata_html,https://microdata.worldbank.org/catalog/6161/get-microdata,,,,,saved_existing,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/get_microdata_html.html,28582,1a2e4340b2456e0bcb8c42c75aa7f64ed8669be1f8e75439d5394b7002320e33,1,1,https://microdata.worldbank.org/auth/login,https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/catalog/6161/pdf-documentation;https://microdata.worldbank.org/metadata/export/6161/ddi;https://microdata.worldbank.org/metadata/export/6161/json;https://microdata.worldbank.org/catalog/6161/data-dictionary;https://microdata.worldbank.org/catalog/6161/related-materials,existing refocused LSMS/ISA public documentation snapshot reused
2026-07-09T22:27:02+00:00,1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,catalog_idno_json,https://microdata.worldbank.org/index.php/api/catalog/ETH_2021_ESPS-W5_v02_M,,,,,saved_existing,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/catalog_idno_json.json,21790,b19f5ef68297ff3bb5d31805a84d3c1fc8e231a9b88fdab006ebc80274c88f7e,1,,,,,existing refocused LSMS/ISA public documentation snapshot reused
2026-07-09T22:27:02+00:00,1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,variables_idno_json,https://microdata.worldbank.org/index.php/api/catalog/ETH_2021_ESPS-W5_v02_M/variables,,,,,saved_existing,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/variables_idno_json.json,312112,7a039b327fe97502bb9609e567ea96a118bf1b26e6abb507c77df0003ffe4168,1,,,,,existing refocused LSMS/ISA public documentation snapshot reused
2026-07-09T22:27:02+00:00,1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,ddi_metadata,https://microdata.worldbank.org/metadata/export/6161/ddi,,,,,saved_existing,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/ddi_metadata.xml,4157326,422c7047b9015197ed6d714166075d1d3573c52d111fd4c9638845f73cd6ebda,1,,,,,existing refocused LSMS/ISA public documentation snapshot reused
2026-07-09T22:27:02+00:00,1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,json_metadata,https://microdata.worldbank.org/metadata/export/6161/json,,,,,saved_existing,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/json_metadata.json,21145,3da43b2f41618a4f2c7a0289a2a002fc8ac3945532a56272d1fe7769c447f761,1,,,,,existing refocused LSMS/ISA public documentation snapshot reused
2026-07-09T22:27:02+00:00,1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,data_dictionary_html,https://microdata.worldbank.org/catalog/6161/data-dictionary,,,,,saved_existing,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/data_dictionary_html.html,82670,6e829c02792d1c21304bda3df5256ef55b3215f5b1ad663b9a4d3353c9adca20,1,1,https://microdata.worldbank.org/auth/login,,https://microdata.worldbank.org/catalog/6161/pdf-documentation;https://microdata.worldbank.org/metadata/export/6161/ddi;https://microdata.worldbank.org/metadata/export/6161/json;https://microdata.worldbank.org/catalog/6161/data-dictionary;https://microdata.worldbank.org/catalog/6161/related-materials;https://microdata.worldbank.org/catalog/6161/data-dictionary/F1?file_name=sect_cover_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F2?file_name=sect1_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F3?file_name=sect2_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F4?file_name=sect3_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F5?file_name=sect3b_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F6?file_name=sect4_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F7?file_name=sect5a_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F8?file_name=sect5b_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F9?file_name=sect6a_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F10?file_name=sect6b2_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F11?file_name=sect6b3_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F12?file_name=sect6b4_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F13?file_name=sect6c_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F14?file_name=sect7a_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F15?file_name=sect7b_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F16?file_name=sect8_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F17?file_name=sect9_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F18?file_name=sect10a_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F19?file_name=sect11_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F20?file_name=sect12a_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F21?file_name=sect12b1_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F22?file_name=sect12b2_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F23?file_name=sect12c_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F24?file_name=sect12c_q1_hh_w5.dta;https://microdata.worldbank.org/catalog/6161/data-dictionary/F25?file_name=sect12d_hh_w5.dta,existing refocused LSMS/ISA public documentation snapshot reused
2026-07-09T22:27:02+00:00,1,core_selected_lsms_isa_aligned,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,6161,related_materials_html,https://microdata.worldbank.org/catalog/6161/related-materials,,,,,saved_existing,temp/source_snapshots/priority_lsms_isa_public_documentation/1_ETH_2021_ESPS-W5_v02_M/related_materials_html.html,106473,30527427d671a0866bcf46dc63eeb9b478d0c7a5195cadac73f33ed1713ca8f5,1,1,https://microdata.worldbank.org/auth/login,,https://microdata.worldbank.org/catalog/6161/pdf-documentation;https://microdata.worldbank.org/metadata/export/6161/ddi;https://microdata.worldbank.org/metadata/export/6161/json;https://microdata.worldbank.org/catalog/6161/data-dictionary;https://microdata.worldbank.org/catalog/6161/related-materials,existing refocused LSMS/ISA public documentation snapshot reused
2026-07-09T22:27:02+00:00,2,core_selected_lsms_isa_aligned,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,get_microdata_html,https://microdata.worldbank.org/catalog/3823/get-microdata,,,,,saved_existing,temp/source_snapshots/priority_lsms_isa_public_documentation/2_ETH_2018_ESS_v04_M/get_microdata_html.html,29697,69d1d4dcbaf14c377a5df3f2fb9f930165f7972d6a82c36642af45a5b98227c8,1,1,https://microdata.worldbank.org/auth/login,https://microdata.worldbank.org/auth/register,https://microdata.worldbank.org/catalog/3823/pdf-documentation;https://microdata.worldbank.org/metadata/export/3823/ddi;https://microdata.worldbank.org/metadata/export/3823/json;https://microdata.worldbank.org/catalog/3823/data-dictionary;https://microdata.worldbank.org/catalog/3823/related-materials,existing refocused LSMS/ISA public documentation snapshot reused
2026-07-09T22:27:02+00:00,2,core_selected_lsms_isa_aligned,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,catalog_idno_json,https://microdata.worldbank.org/index.php/api/catalog/ETH_2018_ESS_v04_M,,,,,saved_existing,temp/source_snapshots/priority_lsms_isa_public_documentation/2_ETH_2018_ESS_v04_M/catalog_idno_json.json,24667,781b38d9f5be4561c876f69efa9adfb55da024d34fda40749b064acacb92b85a,1,,,,,existing refocused LSMS/ISA public documentation snapshot reused
2026-07-09T22:27:02+00:00,2,core_selected_lsms_isa_aligned,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,3823,variables_idno_json,https://microdata.worldbank.org/index.php/api/catalog/ETH_2018_ESS_v04_M/variables,,,,,saved_existing,temp/source_snapshots/priority_lsms_isa_public_documentation/2_ETH_2018_ESS_v04_M/variables_idno_json.json,310096,21ed0bc2bcc2d88092cf6ee08bc974637e92862275dda62d6fc0e52c4dcda808,1,,,,,existing refocused LSMS/ISA public documentation snapshot reused
