panel_year,link_text,official_url,file_extension,likely_data_payload,downloaded_locally_in_this_modern_archive,source_page,source_page_snapshot_relative_path
1984,GNU gzip,https://www2.census.gov/programs-surveys/sipp/data/datasets/1984/sipp84fp.dat.gz,.gz,True,False,https://www.census.gov/programs-surveys/sipp/data/datasets.1984.html,temp\source_metadata\census_sipp\legacy\1984\official_dataset_page_20260716.html
1984,DOS/Windows,https://www2.census.gov/programs-surveys/sipp/data/datasets/1984/sipp84fp.zip,.zip,True,False,https://www.census.gov/programs-surveys/sipp/data/datasets.1984.html,temp\source_metadata\census_sipp\legacy\1984\official_dataset_page_20260716.html
1984,GNU gzip,https://www2.census.gov/programs-surveys/sipp/data/datasets/1984/w1/sipp84_w1.dat.gz,.gz,True,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-1.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-1.html
1984,DOS/Windows,https://www2.census.gov/programs-surveys/sipp/data/datasets/1984/w1/sipp84_w1.zip,.zip,True,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-1.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-1.html
1984,GNU gzip,https://www2.census.gov/programs-surveys/sipp/data/datasets/1984/w2/sipp84_w2.dat.gz,.gz,True,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-2.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-2.html
1984,DOS/Windows,https://www2.census.gov/programs-surveys/sipp/data/datasets/1984/w2/sipp84_w2.zip,.zip,True,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-2.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-2.html
1984,GNU gzip,https://www2.census.gov/programs-surveys/sipp/data/datasets/1984/w3/sipp84_t3.dat.gz,.gz,True,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-3.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-3.html
1984,DOS/Windows,https://www2.census.gov/programs-surveys/sipp/data/datasets/1984/w3/sipp84_t3.zip,.zip,True,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-3.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-3.html
1984,GNU gzip,https://www2.census.gov/programs-surveys/sipp/data/datasets/1984/w4/sipp84_t4.dat.gz,.gz,True,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-4.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-4.html
1984,DOS/Windows,https://www2.census.gov/programs-surveys/sipp/data/datasets/1984/w4/sipp84_t4.zip,.zip,True,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-4.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-4.html
1984,GNU gzip,https://www2.census.gov/programs-surveys/sipp/data/datasets/1984/w5/sipp84_t5.dat.gz,.gz,True,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-5.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-5.html
1984,DOS/Windows,https://www2.census.gov/programs-surveys/sipp/data/datasets/1984/w5/sipp84_t5.zip,.zip,True,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-5.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-5.html
1984,GNU gzip,https://www2.census.gov/programs-surveys/sipp/data/datasets/1984/w6/sipp84_w6.dat.gz,.gz,True,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-6.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-6.html
1984,DOS/Windows,https://www2.census.gov/programs-surveys/sipp/data/datasets/1984/w6/sipp84_w6.zip,.zip,True,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-6.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-6.html
1984,GNU gzip,https://www2.census.gov/programs-surveys/sipp/data/datasets/1984/w7/sipp84_t7.dat.gz,.gz,True,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-7.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-7.html
1984,DOS/Windows,https://www2.census.gov/programs-surveys/sipp/data/datasets/1984/w7/sipp84_t7.zip,.zip,True,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-7.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-7.html
1984,GNU gzip,https://www2.census.gov/programs-surveys/sipp/data/datasets/1984/w8/sipp84_t8.dat.gz,.gz,True,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-8.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-8.html
1984,DOS/Windows,https://www2.census.gov/programs-surveys/sipp/data/datasets/1984/w8/sipp84_t8.zip,.zip,True,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-8.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-8.html
1984,GNU gzip,https://www2.census.gov/programs-surveys/sipp/data/datasets/1984/w9/sipp84_w9.dat.gz,.gz,True,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-9.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-9.html
1984,DOS/Windows,https://www2.census.gov/programs-surveys/sipp/data/datasets/1984/w9/sipp84_w9.zip,.zip,True,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-9.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-9.html
1984,SIPP 1984 Panel Wave 01 - Core Questionnaire,https://www2.census.gov/programs-surveys/sipp/questionnaires/1984/sipp-1984-panel-wave-01-core-questionnaire.pdf,.pdf,False,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-1.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-1.html
1984,SIPP 1984 Panel Wave 02 - Core Questionnaire,https://www2.census.gov/programs-surveys/sipp/questionnaires/1984/sipp-1984-panel-wave-02-core-questionnaire.pdf,.pdf,False,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-2.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-2.html
1984,SIPP 1984 Panel Wave 03 - Core Questionnaire,https://www2.census.gov/programs-surveys/sipp/questionnaires/1984/sipp-1984-panel-wave-03-core-questionnaire.pdf,.pdf,False,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-3.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-3.html
1984,SIPP 1984 Panel Wave 03 - Topical Module Questionnaire,https://www2.census.gov/programs-surveys/sipp/questionnaires/1984/sipp-1984-panel-wave-03-topical-module-questionnaire.pdf,.pdf,False,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-3.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-3.html
1984,SIPP 1984 Panel Wave 04 - Core Questionnaire,https://www2.census.gov/programs-surveys/sipp/questionnaires/1984/sipp-1984-panel-wave-04-core-questionnaire.pdf,.pdf,False,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-4.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-4.html
1984,SIPP 1984 Panel Wave 04 - Topical Module Questionnaire,https://www2.census.gov/programs-surveys/sipp/questionnaires/1984/sipp-1984-panel-wave-04-topical-module-questionnaire.pdf,.pdf,False,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-4.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-4.html
1984,SIPP 1984 Panel Wave 05 - Core Questionnaire,https://www2.census.gov/programs-surveys/sipp/questionnaires/1984/sipp-1984-panel-wave-05-core-questionnaire.pdf,.pdf,False,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-5.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-5.html
1984,SIPP 1984 Panel Wave 05 - Topical Module Questionnaire,https://www2.census.gov/programs-surveys/sipp/questionnaires/1984/sipp-1984-panel-wave-05-topical-module-questionnaire.pdf,.pdf,False,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-5.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-5.html
1984,SIPP 1984 Panel Wave 06 - Core Questionnaire,https://www2.census.gov/programs-surveys/sipp/questionnaires/1984/sipp-1984-panel-wave-06-core-questionnaire.pdf,.pdf,False,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-6.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-6.html
1984,SIPP 1984 Panel Wave 07 - Core Questionnaire,https://www2.census.gov/programs-surveys/sipp/questionnaires/1984/sipp-1984-panel-wave-07-core-questionnaire.pdf,.pdf,False,False,https://www.census.gov/programs-surveys/sipp/data/datasets/1984-panel/wave-7.html,temp\source_metadata\census_sipp\legacy\1984\details\wave-7.html
