model,outcome,term,estimate,std_error_cluster,t_stat,p_value,nobs,n_clusters,r2,states,draw,assigned_states
placebo_operational,in_state_answer_rate,placebo_operational_active,-0.02066304174297478,0.019780289993200074,-1.0446278467139851,0.30121926947246624,2936,51,0.5239552707955792,51,0,ID;MS;MA;RI;SD;AK;FL;NJ;NC
placebo_operational,in_state_answer_rate,placebo_operational_active,0.0198271081455342,0.020842997735984657,0.9512599097635287,0.3460483346994594,2936,51,0.5238753738492243,51,1,CT;NY;OK;NJ;WI;KY;NH;UT;IA
placebo_operational,in_state_answer_rate,placebo_operational_active,0.037945571329124905,0.02039815965494659,1.8602448441922572,0.06873773681856021,2936,51,0.5263487800145605,51,2,MI;RI;FL;NH;IA;UT;ME;IL;NY
placebo_operational,in_state_answer_rate,placebo_operational_active,-0.03105375793297144,0.022336269240519565,-1.3902840084250838,0.17060081909119584,2936,51,0.5252237581464794,51,3,ID;AK;WI;AZ;MS;NH;RI;HI;TX
placebo_operational,in_state_answer_rate,placebo_operational_active,0.0029829504093235783,0.020619187552833342,0.1446686685244144,0.8855540528114165,2936,51,0.5229684209868004,51,4,KY;MT;MO;ND;OK;CT;SC;AL;KS
placebo_operational,in_state_answer_rate,placebo_operational_active,0.041396304195620966,0.02417382757911773,1.7124430982282948,0.09301110486066189,2936,51,0.5269925439765244,51,5,FL;GA;TX;MA;SC;IN;ND;KS;UT
placebo_operational,in_state_answer_rate,placebo_operational_active,0.019307143382475796,0.020458343702355206,0.9437295444524729,0.34984591301658785,2936,51,0.5238270570465644,51,6,UT;NM;NJ;SC;NE;KS;AK;OH;IN
placebo_operational,in_state_answer_rate,placebo_operational_active,-0.04927031846020438,0.029293541189502198,-1.681951599551275,0.09881448559608019,2936,51,0.5286777486377613,51,7,WV;NJ;OH;WY;NC;AR;OK;AZ;RI
placebo_operational,in_state_answer_rate,placebo_operational_active,0.018240821833122416,0.028397622131432917,0.6423362402914684,0.5235893376119296,2936,51,0.5237328295495446,51,8,CT;AK;MT;NC;SD;OH;NH;IA;LA
placebo_operational,in_state_answer_rate,placebo_operational_active,-0.0493261752919948,0.04181693116191069,-1.179574251898331,0.2437517645828422,2936,51,0.5286907487405388,51,9,DC;MT;LA;WI;GA;IA;KY;HI;MO
placebo_operational,in_state_answer_rate,placebo_operational_active,-0.023219773769564165,0.039114272218491605,-0.5936394173425734,0.555429531771273,2936,51,0.5242209204124555,51,10,MT;UT;DC;SC;GA;AL;AZ;NE;NM
placebo_operational,in_state_answer_rate,placebo_operational_active,0.020831214220333787,0.033212190438841806,0.6272159091311119,0.5333715686370488,2936,51,0.5239717430074415,51,11,PA;TX;CT;FL;AZ;NJ;KY;WI;LA
placebo_operational,in_state_answer_rate,placebo_operational_active,0.015259485683145287,0.027610858128984506,0.5526624928446768,0.5829569802469146,2936,51,0.5234901259367817,51,12,NM;CT;NE;RI;LA;KY;GA;TN;KS
placebo_operational,in_state_answer_rate,placebo_operational_active,0.030120407228597042,0.02683634595383523,1.1223736376185924,0.2670645210918039,2936,51,0.5250905665308092,51,13,AZ;GA;TX;FL;IA;MI;MA;IL;NJ
placebo_operational,in_state_answer_rate,placebo_operational_active,0.002860577295325517,0.026842240607846027,0.10656998933573995,0.9155565710037779,2936,51,0.522966312457202,51,14,AZ;AK;GA;OH;TX;NM;FL;WV;NH
placebo_operational,in_state_answer_rate,placebo_operational_active,-0.004276676138281955,0.027804013538325224,-0.15381506459083538,0.8783747040990377,2936,51,0.522990590977523,51,15,MI;OK;KY;NE;GA;SD;MA;IN;AZ
placebo_operational,in_state_answer_rate,placebo_operational_active,0.05573106034142253,0.028005389150834805,1.990011995236326,0.052071774862918474,2936,51,0.5301194770525423,51,16,FL;AL;MI;ND;SC;IL;NY;KS;TN
placebo_operational,in_state_answer_rate,placebo_operational_active,0.020602080790088902,0.043583538374511566,0.4727032627102477,0.6384818651606681,2936,51,0.5238680261895241,51,17,IL;WV;MT;NM;UT;NC;AK;FL;MI
placebo_operational,in_state_answer_rate,placebo_operational_active,-0.015677058286344466,0.02724557518090113,-0.5753983236637238,0.5676025489217267,2936,51,0.5235275641802044,51,18,WI;NH;NC;ME;PA;IN;SC;KS;KY
placebo_operational,in_state_answer_rate,placebo_operational_active,0.026897453717098813,0.0295368386731392,0.910640912345144,0.36685397530091346,2936,51,0.5246551947924807,51,19,OH;TX;HI;TN;IA;WV;SC;AR;OK
placebo_operational,in_state_answer_rate,placebo_operational_active,-0.030111602490371817,0.03104786123424972,-0.969844662187388,0.33679224299348776,2936,51,0.5250877273889838,51,20,TN;NE;NH;HI;DC;MI;ND;TX;KS
