model,outcome,term,estimate,std_error_cluster,t_stat,p_value,nobs,n_clusters,r2,event_time
twfe_event_study_operational,in_state_answer_rate,event_m12,-0.006478684935118967,0.022088792585512326,-0.29330190457617994,0.770505341191829,2936,51,0.52799807229077,-12
twfe_event_study_operational,in_state_answer_rate,event_m11,-0.015052776865030842,0.022660901444949373,-0.6642620507219841,0.5095744778350473,2936,51,0.52799807229077,-11
twfe_event_study_operational,in_state_answer_rate,event_m10,-0.028482996485362025,0.026771323798406115,-1.0639367966950448,0.292468703976124,2936,51,0.52799807229077,-10
twfe_event_study_operational,in_state_answer_rate,event_m9,-0.02693217949425067,0.02634654644803959,-1.0222280763577898,0.3115935623424997,2936,51,0.52799807229077,-9
twfe_event_study_operational,in_state_answer_rate,event_m8,-0.027412579356572733,0.022634222086175458,-1.2111120608521289,0.2315458288448522,2936,51,0.52799807229077,-8
twfe_event_study_operational,in_state_answer_rate,event_m7,-0.01696992514796475,0.01882027924946258,-0.9016829624591957,0.3715483990677835,2936,51,0.52799807229077,-7
twfe_event_study_operational,in_state_answer_rate,event_m6,-0.03306752309485718,0.02288863581803304,-1.4447135844070096,0.15477640900686684,2936,51,0.52799807229077,-6
twfe_event_study_operational,in_state_answer_rate,event_m5,-0.0264949858083508,0.020079801252498693,-1.3194844647704775,0.193017506717303,2936,51,0.52799807229077,-5
twfe_event_study_operational,in_state_answer_rate,event_m4,-0.042444981355154524,0.021882498162447205,-1.9396771355838531,0.058070735423549236,2936,51,0.52799807229077,-4
twfe_event_study_operational,in_state_answer_rate,event_m3,-0.047774166761381194,0.026045491675257854,-1.8342585871306354,0.07256964166509894,2936,51,0.52799807229077,-3
twfe_event_study_operational,in_state_answer_rate,event_m2,-0.05353885370402641,0.02648848284916726,-2.021212540140235,0.048627762453651746,2936,51,0.52799807229077,-2
twfe_event_study_operational,in_state_answer_rate,event_p0,-0.04995704706740948,0.027971364271359694,-1.7860068097772857,0.0801629593047033,2936,51,0.52799807229077,0
twfe_event_study_operational,in_state_answer_rate,event_p1,-0.04709050326848151,0.02843690518366949,-1.6559644224408867,0.10399266937283769,2936,51,0.52799807229077,1
twfe_event_study_operational,in_state_answer_rate,event_p2,-0.026918830814486663,0.02834841488110388,-0.9495709346496785,0.3468977262991837,2936,51,0.52799807229077,2
twfe_event_study_operational,in_state_answer_rate,event_p3,-0.0010912304434168817,0.02841081056539193,-0.0384089866392669,0.969514545304287,2936,51,0.52799807229077,3
twfe_event_study_operational,in_state_answer_rate,event_p4,-0.010871390255952951,0.029760238338297197,-0.36529916637001586,0.716428904217675,2936,51,0.52799807229077,4
twfe_event_study_operational,in_state_answer_rate,event_p5,-0.0331709546100368,0.03278963078745818,-1.0116294027538875,0.31658590302106293,2936,51,0.52799807229077,5
twfe_event_study_operational,in_state_answer_rate,event_p6,-0.013777324369042592,0.027100393260487902,-0.5083809757524733,0.6134220072074807,2936,51,0.52799807229077,6
twfe_event_study_operational,in_state_answer_rate,event_p7,-0.008559541538103326,0.02757824215182969,-0.3103729922661311,0.757567423413601,2936,51,0.52799807229077,7
twfe_event_study_operational,in_state_answer_rate,event_p8,-0.005746763850852283,0.028377042543961485,-0.2025145447045598,0.8403362972215995,2936,51,0.52799807229077,8
twfe_event_study_operational,in_state_answer_rate,event_p9,-0.023567132938755925,0.02456105118555481,-0.9595327480371262,0.34190763098612154,2936,51,0.52799807229077,9
twfe_event_study_operational,in_state_answer_rate,event_p10,-0.05278700197853659,0.033319265501558545,-1.5842786803348778,0.11943558478566119,2936,51,0.52799807229077,10
twfe_event_study_operational,in_state_answer_rate,event_p11,-0.018045824191066158,0.025080439879149204,-0.7195178504850976,0.47517172022168586,2936,51,0.52799807229077,11
twfe_event_study_operational,in_state_answer_rate,event_p12,-0.005913277501693827,0.023981707146515575,-0.2465745022056529,0.8062470851789731,2936,51,0.52799807229077,12
twfe_event_study_operational,in_state_answer_rate,event_p13,-0.01220819361806277,0.02152948202478268,-0.5670453940326974,0.5732204036171735,2936,51,0.52799807229077,13
twfe_event_study_operational,in_state_answer_rate,event_p14,-0.00021990973450927015,0.0223710216092678,-0.009830115868207225,0.9921959465277612,2936,51,0.52799807229077,14
twfe_event_study_operational,in_state_answer_rate,event_p15,0.007261640529104177,0.022679484411779804,0.32018543266938004,0.7501620034547227,2936,51,0.52799807229077,15
twfe_event_study_operational,in_state_answer_rate,event_p16,0.003972405942410828,0.02363777580855458,0.1680532878636239,0.8672192866395365,2936,51,0.52799807229077,16
twfe_event_study_operational,in_state_answer_rate,event_p17,0.02088189936505494,0.030130623779469033,0.6930457038623886,0.4914876743149432,2936,51,0.52799807229077,17
twfe_event_study_operational,in_state_answer_rate,event_p18,0.017203062265127272,0.028684572267074153,0.5997322220793219,0.5513930130188027,2936,51,0.52799807229077,18
twfe_event_study_operational,in_state_answer_rate,event_p19,0.016163876227847013,0.026367305354317333,0.6130272324244301,0.5426368813067217,2936,51,0.52799807229077,19
twfe_event_study_operational,in_state_answer_rate,event_p20,0.015350240217194042,0.025159464763784486,0.6101179163115495,0.5445468483698506,2936,51,0.52799807229077,20
twfe_event_study_operational,in_state_answer_rate,event_p21,0.015969467657278795,0.023898902456558613,0.6682092487848231,0.5070731047035659,2936,51,0.52799807229077,21
twfe_event_study_operational,in_state_answer_rate,event_p22,0.0341960788407024,0.01886506605655419,1.812666795768883,0.07588912671966308,2936,51,0.52799807229077,22
twfe_event_study_operational,in_state_answer_rate,event_p23,0.016369222383583015,0.023880467719144594,0.6854648985982829,0.4962165327827668,2936,51,0.52799807229077,23
twfe_event_study_operational,in_state_answer_rate,event_p24,0.020471253044157603,0.02562257510459238,0.7989537726240679,0.4280962291054984,2936,51,0.52799807229077,24
